name,cumulative_return,annualized_return,annualized_vol,sharpe,sortino,calmar,max_drawdown,profit_factor,hit_rate,avg_turnover,total_turnover,gross_pnl,net_pnl,total_cost,cost_drag,cost_to_gross_pnl,trade_count,trade_rate,active_rows,long_rate,short_rate,flat_rate
model_strategy,3.0897789099773254,0.7566285317026282,0.29369637238064183,2.5762270251060793,4.077341032530647,3.6116759682477078,-0.20949513144439835,1.1347393698948667,0.4909427475869364,0.013789954337899544,604.0,1.5760486793255826,1.5156486793255828,0.0604,0.06039999999999979,0.03832368935827932,603.0,0.013767123287671233,1875.0,0.024337899543378994,0.018470319634703195,0.9571917808219178
buy_and_hold,-0.10261859848191912,-0.042385252333467016,0.6654855192359457,-0.06369072069686833,-0.08928429596052115,-0.05666971474870138,-0.7479348100025207,1.0067897039753957,0.507216116375651,2.2831050228310503e-05,1.0,0.4459804282216039,0.4458804282216039,0.0001,9.999999999998899e-05,0.0002242250862863221,1.0,2.2831050228310503e-05,43800.0,1.0,0.0,0.0
random_sign_same_rate,1.4516030194943217,0.43146277597610294,0.38285288542662926,1.1269675439308904,1.6370613469493656,1.2138088904089164,-0.3554618683265277,1.0491658325975188,0.4819246597024375,0.02894977168949772,1268.0,1.2066567163452826,1.0798567163452828,0.1268,0.1267999999999998,0.10508373946158553,1254.0,0.02863013698630137,1857.0,0.024908675799086757,0.017488584474885844,0.9576027397260274
volatility_regime_only,-0.1667622981433775,-0.07037549130835696,0.4049594780293216,-0.17378403303666184,-0.24052170786680868,-0.12021012302704635,-0.5854373120683274,1.0008901894380247,0.4943915703602991,0.019680365296803653,862.0,0.10922100629746623,0.023021006297466395,0.0862,0.08619999999999983,0.7892254697345681,862.0,0.019680365296803653,16875.0,0.3852739726027397,0.0,0.6147260273972602
simple_trend,-0.8670022616276659,-0.553791640483382,0.665797363764063,-0.8317720535157118,-1.1818216285104706,-0.6081315935061368,-0.9106444170916005,0.9780467140011262,0.4916829184352415,0.03527397260273973,1545.0,-1.3089021181075253,-1.463402118107525,0.1545,0.15449999999999964,0.11803785620225266,773.0,0.017648401826484018,43800.0,0.5080593607305937,0.4919406392694064,0.0
