fold,cumulative_return,annualized_return,annualized_vol,sharpe,sortino,calmar,max_drawdown,profit_factor,hit_rate,avg_turnover,total_turnover,gross_pnl,net_pnl,total_cost,cost_drag,cost_to_gross_pnl,trade_count,trade_rate
0,0.1276741348765309,0.617091063403455,0.31515006952472857,1.9580863946312228,2.8313847201684323,5.72717589771847,-0.10774788035570637,1.0909702781377302,0.487468671679198,0.014611872146118721,64.0,0.13897322290686043,0.13257322290686044,0.0064,0.006399999999999989,0.0460520369761394,63.0,0.014383561643835616
1,0.5075188079734425,4.164769649568373,0.49071028468507444,8.48722714715714,13.953686960143445,34.76098670717854,-0.11981160617366193,1.2069501138111762,0.5011764705882353,0.015525114155251141,68.0,0.44716656471094585,0.4403665647109458,0.0068000000000000005,0.006800000000000028,0.015206861462004895,68.0,0.015525114155251141
2,0.371646972571241,2.539723972694393,0.36442663769289163,6.969095313045312,12.01509562274753,36.939316818642695,-0.06875395084222657,1.2639951603375124,0.4855072463768116,0.015068493150684932,66.0,0.3390113686411046,0.3324113686411046,0.0066,0.006599999999999995,0.019468373660905484,66.0,0.015068493150684932
3,0.014663600802635957,0.05995718851513887,0.25471533546302955,0.23538900163253543,0.345961044077443,0.33817998095554647,-0.17729372491454543,1.0189355480497,0.48,0.01643835616438356,72.0,0.029853699614793006,0.02265369961479302,0.0072,0.007199999999999984,0.24117613873331398,72.0,0.01643835616438356
4,0.03401641713763115,0.14316715112723544,0.21245559339331646,0.6738685898572312,1.0006276074041374,1.6676766700313312,-0.08584826645356003,1.0487912157386312,0.49719101123595505,0.013013698630136987,57.0,0.04478164710895405,0.03908164710895405,0.0057,0.005699999999999997,0.12728428648753945,57.0,0.013013698630136987
5,-0.09257935000225237,-0.3219922895357623,0.1541254312091525,-2.0891574285285195,-2.674701188683557,-2.691148833848669,-0.11964863685197014,0.8613097306065945,0.47748976807639837,0.013242009132420091,58.0,-0.08837162988562353,-0.09417162988562353,0.0058000000000000005,0.0058,0.06563192290904613,58.0,0.013242009132420091
6,-0.03292500936378362,-0.12533729507519098,0.19371722127189486,-0.6470116299018756,-0.8729027293176782,-1.8538128856381635,-0.06761054259909538,0.971047109065515,0.48514851485148514,0.01643835616438356,72.0,-0.021582338885807628,-0.028782338885807612,0.0072,0.007199999999999984,0.33360610442154914,72.0,0.01643835616438356
7,0.10379653766398778,0.48441765095745715,0.23800275915347685,2.035344685416352,3.0685052872307312,5.6961479761808524,-0.08504302433558775,1.1001415602809161,0.47781065088757396,0.012328767123287671,54.0,0.11122768153114437,0.10582768153114439,0.0054,0.005399999999999988,0.0485490655353449,54.0,0.012328767123287671
8,0.17547381678844842,0.9092018183730297,0.2800224636975094,3.2468888615849876,5.061094478607471,9.598208766345532,-0.09472619740893629,1.1753906659629934,0.4911717495987159,0.01141552511415525,50.0,0.17642604366469905,0.17142604366469907,0.005000000000000001,0.004999999999999977,0.028340487017339645,50.0,0.01141552511415525
9,0.4492521075988567,3.4113931298007625,0.2873783873058011,11.870736563674422,24.318667055131815,73.43397352010984,-0.04645524361917519,1.5343611544907891,0.5281306715063521,0.01004566210045662,44.0,0.38558055512332046,0.38118055512332044,0.0044,0.004400000000000015,0.011411363829259351,44.0,0.01004566210045662
