trade_id,asset,side,signal_timestamp,entry_timestamp,exit_timestamp,entry_price,exit_price,raw_entry_price,raw_exit_price,bars_held,position_size,gross_return,net_return,entry_cost,exit_cost,holding_cost,total_cost,entry_turnover,exit_turnover,holding_turnover,total_turnover,trade_r,gross_trade_r,total_cost_r,max_favorable_r,max_adverse_r,time_to_mfe,time_to_mae,exit_reason,risk_distance,risk_distance_source,cost_return,gross_r_multiple,net_r_multiple,mfe_r_multiple,mae_r_multiple,cost_component_reconciliation,gross_pnl_currency,net_pnl_currency,cost_currency,return_unit,r_multiple_unit,currency_pnl_available
0,ETHUSD,short,2022-03-16 01:00:00,2022-03-16 01:00:00,2022-03-16 13:00:00,2626.2,2674.9,2626.2,2674.9,24,1.0,-0.019132872235749332,-0.01932914609681824,0.0001,9.627386106890742e-05,0.0,0.00019627386106890743,1.0,1.0,0.0,2.0,-2.7598664323378546,-2.730418282467562,0.029448149870292695,1.040025855026124,-5.987857752926786,6,2,position_exit,17.836095045477283,atr_48,0.00019627386106890743,-2.730418282467562,-2.7598664323378546,1.040025855026124,-5.987857752926786,0.0,,,,fractional_return,R,False
1,ETHUSD,long,2022-03-17 10:30:00,2022-03-17 10:30:00,2022-03-17 22:30:00,2773.0,2821.3,2773.0,2821.3,24,1.0,0.017417958889289542,0.017214665763794157,0.0001,0.00010329312549538514,0.0,0.00020329312549538514,1.0,1.0,0.0,2.0,2.4201088416126266,2.4482202903293273,0.028111448716700613,3.2364154355595596,-0.3649520929683363,7,2,position_exit,19.72861682046717,atr_48,0.00020329312549538514,2.4482202903293273,2.4201088416126266,3.2364154355595596,-0.3649520929683363,0.0,,,,fractional_return,R,False
2,ETHUSD,short,2022-03-24 05:30:00,2022-03-24 05:30:00,2022-03-24 17:30:00,3049.5,3099.45,3049.5,3099.45,24,1.0,-0.01677584747175176,-0.016971814464463608,0.0001,9.596699271184903e-05,0.0,0.00019596699271184903,1.0,1.0,0.0,2.0,-2.5205992372830166,-2.490193451772782,0.03040578551023474,2.260866327085002,-4.005746623622516,16,20,position_exit,20.058682575219265,atr_48,0.00019596699271184903,-2.490193451772782,-2.5205992372830166,2.260866327085002,-4.005746623622516,0.0,,,,fractional_return,R,False
3,ETHUSD,short,2022-03-25 17:00:00,2022-03-25 17:00:00,2022-03-26 06:00:00,3095.7,3129.05,3095.7,3129.05,24,1.0,-0.011019043688344499,-0.01121688377379415,0.0001,9.784008544965203e-05,0.0,0.00019784008544965204,1.0,1.0,0.0,2.0,-1.7120279000418657,-1.6808235494450618,0.031204350596803727,0.6173939574423323,-1.887461527038001,5,24,position_exit,19.841464031730844,atr_48,0.00019784008544965204,-1.6808235494450618,-1.7120279000418657,0.6173939574423323,-1.887461527038001,0.0,,,,fractional_return,R,False
4,ETHUSD,long,2022-03-28 13:30:00,2022-03-28 13:30:00,2022-03-29 01:30:00,3380.3,3390.8500000000004,3380.3,3390.8500000000004,24,1.0,0.003121024761115976,0.0029208542905958534,0.0001,0.00010017047052012237,0.0,0.00020017047052012238,1.0,1.0,0.0,2.0,0.5954139873923531,0.6361814601860369,0.04076747279368386,3.147741442816155,-3.7899530590229347,12,20,reversal,16.583318848862827,atr_48,0.00020017047052012238,0.6361814601860369,0.5954139873923531,3.147741442816155,-3.7899530590229347,0.0,,,,fractional_return,R,False
5,ETHUSD,short,2022-03-29 01:30:00,2022-03-29 01:30:00,2022-03-29 13:30:00,3390.8500000000004,3445.45,3390.8500000000004,3445.45,24,1.0,-0.016144767156005657,-0.016341152932975667,0.0001,9.638577697000947e-05,0.0,0.00019638577697000947,1.0,1.0,0.0,2.0,-2.7366606227671024,-2.703086408307,0.033574214460102135,1.081729634093581,-4.576929275604106,3,21,position_exit,20.199132307500516,atr_48,0.00019638577697000947,-2.703086408307,-2.7366606227671024,1.081729634093581,-4.576929275604106,0.0,,,,fractional_return,R,False
6,ETHUSD,short,2022-03-30 11:00:00,2022-03-30 11:00:00,2022-03-30 23:00:00,3413.3,3391.65,3413.3,3391.65,24,1.0,0.005836750693178461,0.005635550367325326,0.0001,0.00010120032585313474,0.0,0.00020120032585313474,1.0,1.0,0.0,2.0,0.9883816260852919,1.0205616069919488,0.03217998090665685,2.9768344333275465,-1.623942141379783,8,14,position_exit,21.213809976462194,atr_48,0.00020120032585313474,1.0205616069919488,0.9883816260852919,2.9768344333275465,-1.623942141379783,0.0,,,,fractional_return,R,False
7,ETHUSD,short,2022-04-02 13:30:00,2022-04-02 13:30:00,2022-04-03 01:30:00,3505.15,3441.1,3505.15,3441.1,24,1.0,0.018075744278278183,0.017871496748207205,0.0001,0.00010424753007097784,0.0,0.00020424753007097785,1.0,1.0,0.0,2.0,2.8104884079566173,2.8415897295507935,0.031101321594176223,4.0416678276670766,-0.26619107536775505,24,1,position_exit,22.540199710718053,atr_48,0.00020424753007097785,2.8415897295507935,2.8104884079566173,4.0416678276670766,-0.26619107536775505,0.0,,,,fractional_return,R,False
8,ETHUSD,short,2022-04-04 00:00:00,2022-04-04 00:00:00,2022-04-04 12:00:00,3490.7,3487.4,3490.7,3487.4,24,1.0,0.000739340999930338,0.0005389783281821714,0.0001,0.00010036267174816657,0.0,0.00020036267174816658,1.0,1.0,0.0,2.0,0.11943887454474944,0.15148712305722903,0.03204824851247958,1.8912937787752497,-0.9731900026707764,21,15,position_exit,21.78402978022791,atr_48,0.00020036267174816658,0.15148712305722903,0.11943887454474944,1.8912937787752497,-0.9731900026707764,0.0,,,,fractional_return,R,False
9,ETHUSD,short,2022-04-07 23:00:00,2022-04-07 23:00:00,2022-04-08 11:30:00,3239.4,3258.4,3239.4,3258.4,25,1.0,-0.006169492839799839,-0.006368042481788794,0.0001,9.85496419889543e-05,0.0,0.0001985496419889543,1.0,1.0,0.0,2.0,-0.7937662453097962,-0.7675921606242571,0.02617408468553914,0.9332304689694878,-2.9814895502142083,4,19,position_exit,24.752728043168048,atr_48,0.0001985496419889543,-0.7675921606242571,-0.7937662453097962,0.9332304689694878,-2.9814895502142083,0.0,,,,fractional_return,R,False
10,ETHUSD,short,2022-04-12 07:00:00,2022-04-12 07:00:00,2022-04-12 19:00:00,3019.8500000000004,2976.4,3019.8500000000004,2976.4,24,1.0,0.013828975150119716,0.013627083237497173,0.0001,0.00010189191262254269,0.0,0.0002018919126225427,1.0,1.0,0.0,2.0,1.971256657887063,1.9990440604460409,0.02778740255897786,2.1508701916191653,-3.0342222275354476,24,12,reversal,21.73538885896562,atr_48,0.0002018919126225427,1.9990440604460409,1.971256657887063,2.1508701916191653,-3.0342222275354476,0.0,,,,fractional_return,R,False
11,ETHUSD,long,2022-04-12 19:00:00,2022-04-12 19:00:00,2022-04-13 07:00:00,2976.4,3058.3,2976.4,3058.3,24,1.0,0.027516462841015388,0.027311275531514134,0.0001,0.00010518730950125352,0.0,0.00020518730950125352,1.0,1.0,0.0,2.0,3.6717907479310226,3.698674102260616,0.02688335432959337,4.242862416451594,-0.3928994467602971,21,3,position_exit,22.14307012070707,atr_48,0.00020518730950125352,3.698674102260616,3.6717907479310226,4.242862416451594,-0.3928994467602971,0.0,,,,fractional_return,R,False
