feature,mean_importance,mean_importance_normalized,fold_count,source,rank
atr_48,1105.6,0.10203704341312955,10,feature_importances_,1
vol_rolling_192,1064.4,0.09817337085966794,10,feature_importances_,2
bollinger_bandwidth,894.3,0.08247883730107616,10,feature_importances_,3
vol_rolling_96,774.8,0.07146066671277203,10,feature_importances_,4
ema_trend_48_192,728.4,0.06722855248650096,10,feature_importances_,5
bollinger_bandwidth_rank_192,617.8,0.05700855711706983,10,feature_importances_,6
atr_over_price_48,574.2,0.05298831245696091,10,feature_importances_,7
vol_rolling_48,554.5,0.051158588187753616,10,feature_importances_,8
atr_pct_rank_192,460.2,0.042463475219262706,10,feature_importances_,9
vol_rolling_24,418.6,0.038640205285178676,10,feature_importances_,10
mama_minus_fama_over_atr,394.5,0.03640586742433625,10,feature_importances_,11
close_over_bb_upper_192,301.2,0.027803666016562877,10,feature_importances_,12
ret_48,290.5,0.026800559617334456,10,feature_importances_,13
close_over_bb_mid_192,287.7,0.026516991765904004,10,feature_importances_,14
bollinger_percent_b,248.6,0.022918169723843574,10,feature_importances_,15
distance_from_ema96_atr,185.5,0.017120779116758113,10,feature_importances_,16
close_over_vwap_48,176.6,0.016280331605887006,10,feature_importances_,17
ret_24,170.9,0.015759769822592078,10,feature_importances_,18
roofing_filter_over_atr,160.9,0.014844360644328442,10,feature_importances_,19
atr_pct,138.4,0.012767224401099928,10,feature_importances_,20
