feature,mean_importance,mean_importance_normalized,fold_count,source,rank
atr_48,1122.4,0.10376119733625697,10,feature_importances_,1
vol_rolling_192,1076.5,0.0994688500432584,10,feature_importances_,2
bollinger_bandwidth,939.8,0.08683438986720693,10,feature_importances_,3
vol_rolling_96,785.3,0.07254918365469676,10,feature_importances_,4
ema_trend_48_192,731.3,0.0675999866499972,10,feature_importances_,5
bollinger_bandwidth_rank_192,601.4,0.05558213786089074,10,feature_importances_,6
atr_over_price_48,587.7,0.0543064277919678,10,feature_importances_,7
vol_rolling_48,551.1,0.05092127587603479,10,feature_importances_,8
atr_pct_rank_192,488.5,0.04514190712619447,10,feature_importances_,9
vol_rolling_24,431.7,0.039904630529649404,10,feature_importances_,10
mama_minus_fama_over_atr,405.6,0.03749621196985524,10,feature_importances_,11
close_over_bb_upper_192,313.3,0.02896530465153272,10,feature_importances_,12
ret_48,311.5,0.028796435934873577,10,feature_importances_,13
close_over_bb_mid_192,289.4,0.02674085035165184,10,feature_importances_,14
bollinger_percent_b,250.2,0.023122104768950796,10,feature_importances_,15
distance_from_ema96_atr,189.2,0.017494418517866345,10,feature_importances_,16
ret_24,175.5,0.016210465323778084,10,feature_importances_,17
roofing_filter_over_atr,159.2,0.014716862697384713,10,feature_importances_,18
atr_pct,136.0,0.012575747772565826,10,feature_importances_,19
ret_16,135.0,0.012476728434826976,10,feature_importances_,20
