asset,signal_time,entry_time,exit_time,side,signal_module,entry_cluster,entry_price,exit_price,take_profit_price,stop_loss_price,exit_reason,bars_held,gross_return,net_return,cost_return,gross_pnl_currency,net_pnl_currency,cost_currency,gross_r_multiple,net_r_multiple,mfe_r_multiple,mae_r_multiple,realized_r,cost,entry_context_age_bars,entry_macro_context_age_bars,entry_laggard_gap,signal_strength,entry_relay_score,signal_timestamp,entry_timestamp,exit_timestamp,signal,raw_entry_price,raw_exit_price,target_price,position_size,cost_paid,trade_r,max_favorable_r,max_adverse_r,breakeven_activated,profit_lock_activated,effective_stop_price,r_trailing_activated,r_trailing_activation_r,r_trailing_distance_r,initial_risk_distance,effective_trailing_stop,intrabar_policy,stop_mode,effective_risk_per_trade,risk_guard_reason,total_cost,entry_cost,exit_cost,holding_cost,cost_component_reconciliation,return_unit,r_multiple_unit,currency_pnl_available
ETHUSD,2022-04-04 17:30:00,2022-04-04 18:00:00,2022-04-04 20:00:00,long,,,3438.3,3489.37580616758,3545.538815838704,3395.4044736645187,r_trailing_stop,5,0.007144214401490867,0.007048028147294304,9.618625419656295e-05,,,,,1.174671357882384,1.6621779959609266,-0.6772267991958683,,,,,,,,2022-04-04 17:30:00,2022-04-04 18:00:00,2022-04-04 20:00:00,1.0,3438.3,3489.37580616758,3545.538815838704,0.480931270982816,9.61862541965632e-05,1.174671357882384,1.6621779959609266,-0.6772267991958683,False,False,3489.37580616758,True,0.75,0.5,21.448387664839647,3489.37580616758,adverse_first,volatility_stop,0.006,,9.618625419656295e-05,4.809312709828147e-05,4.809312709828147e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-04-07 11:00:00,2022-04-07 11:30:00,2022-04-07 13:30:00,short,,,3228.9,3216.657481874354,3102.829086588789,3279.3283653644844,r_trailing_stop,5,0.0014566228396054647,0.0013797875114722857,7.683532813317897e-05,,,,,0.22996458524538094,0.5621836003426407,-0.7783317923615067,,,,,,,,2022-04-07 11:00:00,2022-04-07 11:30:00,2022-04-07 13:30:00,-1.0,3228.9,3216.657481874354,3102.829086588789,0.3841766406658946,7.683532813317892e-05,0.22996458524538094,0.5621836003426407,-0.7783317923615067,False,False,3216.657481874354,True,0.75,0.5,25.214963748707117,3216.657481874354,adverse_first,volatility_stop,0.006,,7.683532813317897e-05,3.8417664066589486e-05,3.8417664066589486e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-04-07 13:30:00,2022-04-07 14:00:00,2022-04-07 15:00:00,short,,,3229.3500000000004,3194.8748385819918,3101.5996405318383,3280.450143787265,r_trailing_stop,3,0.004047952768375626,0.0039721169739376895,7.583579443793623e-05,,,,,0.6620194956562816,1.210368414176847,-0.20254346138608945,,,,,,,,2022-04-07 13:30:00,2022-04-07 14:00:00,2022-04-07 15:00:00,-1.0,3229.3500000000004,3194.8748385819918,3101.5996405318383,0.3791789721896812,7.583579443793625e-05,0.6620194956562816,1.210368414176847,-0.20254346138608945,False,False,3194.8748385819918,True,0.75,0.5,25.549677163983464,3194.8748385819918,adverse_first,volatility_stop,0.006,,7.583579443793623e-05,3.791789721896812e-05,3.791789721896812e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-04-07 16:30:00,2022-04-07 17:00:00,2022-04-07 21:30:00,short,,,3221.15,3211.9382872324427,3089.7712132235524,3273.701514710579,r_trailing_stop,10,0.0010517351766117188,0.0009781810645887238,7.355411202299503e-05,,,,,0.16303017743145395,0.42529697046963977,-0.5109272329803058,,,,,,,,2022-04-07 16:30:00,2022-04-07 17:00:00,2022-04-07 21:30:00,-1.0,3221.15,3211.9382872324427,3089.7712132235524,0.3677705601149748,7.355411202299496e-05,0.16303017743145395,0.42529697046963977,-0.5109272329803058,False,False,3211.9382872324427,True,0.75,0.5,26.276574464885268,3211.9382872324427,adverse_first,volatility_stop,0.006,,7.355411202299503e-05,3.6777056011497514e-05,3.6777056011497514e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-04-07 23:00:00,2022-04-07 23:30:00,2022-04-08 01:00:00,short,,,3239.3,3230.176364021584,3115.540179467015,3288.803928213194,r_trailing_stop,4,0.001105807515612597,0.001027285262120722,7.852225349187498e-05,,,,,0.17121421035345366,0.46460959423155473,-0.12120250284301427,,,,,,,,2022-04-07 23:00:00,2022-04-07 23:30:00,2022-04-08 01:00:00,-1.0,3239.3,3230.176364021584,3115.540179467015,0.3926112674593747,7.852225349187494e-05,0.17121421035345366,0.46460959423155473,-0.12120250284301427,False,False,3230.176364021584,True,0.75,0.5,24.752728043168048,3230.176364021584,adverse_first,volatility_stop,0.006,,7.852225349187498e-05,3.926112674593749e-05,3.926112674593749e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-04-08 01:00:00,2022-04-08 01:30:00,2022-04-08 07:30:00,short,,,3235.0,3283.8223891938105,3112.9440270154737,3283.8223891938105,stop_loss,13,-0.006,-0.0060795127003021015,7.951270030210136e-05,,,,,-1.013252116717017,0.059398977556955355,-1.0712298366305788,,,,,,,,2022-04-08 01:00:00,2022-04-08 01:30:00,2022-04-08 07:30:00,-1.0,3235.0,3283.8223891938105,3112.9440270154737,0.39756350151050596,7.95127003021012e-05,-1.013252116717017,0.059398977556955355,-1.0712298366305788,False,False,3283.8223891938105,False,0.75,0.5,24.41044033293817,,adverse_first,volatility_stop,0.006,,7.951270030210136e-05,3.975635015105068e-05,3.975635015105068e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-04-08 07:30:00,2022-04-08 08:00:00,2022-04-08 12:00:00,short,,,3286.25,3266.78306370467,3170.9211200254504,3332.38155198982,r_trailing_stop,9,0.002531924739877717,0.002446440947767921,8.548379210979607e-05,,,,,0.4077401579613201,0.6936684030717555,-0.5841988582119901,,,,,,,,2022-04-08 07:30:00,2022-04-08 08:00:00,2022-04-08 12:00:00,-1.0,3286.25,3266.78306370467,3170.9211200254504,0.4274189605489793,8.548379210979587e-05,0.4077401579613201,0.6936684030717555,-0.5841988582119901,False,False,3266.78306370467,True,0.75,0.5,23.066127409340197,3266.78306370467,adverse_first,volatility_stop,0.006,,8.548379210979607e-05,4.2741896054898035e-05,4.2741896054898035e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-04-08 12:30:00,2022-04-08 13:00:00,2022-04-08 13:30:00,short,,,3237.1,3228.745016334885,3123.6533424650784,3282.4786630139683,r_trailing_stop,2,0.0011047020485213217,0.0010190997027932367,8.560234572808499e-05,,,,,0.16984995046553944,0.5553270706156056,-0.08263795693685669,,,,,,,,2022-04-08 12:30:00,2022-04-08 13:00:00,2022-04-08 13:30:00,-1.0,3237.1,3228.745016334885,3123.6533424650784,0.4280117286404244,8.560234572808488e-05,0.16984995046553944,0.5553270706156056,-0.08263795693685669,False,False,3228.745016334885,True,0.75,0.5,22.690032669769405,3228.745016334885,adverse_first,volatility_stop,0.006,,8.560234572808499e-05,4.2801172864042497e-05,4.2801172864042497e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-04-08 14:00:00,2022-04-08 14:30:00,2022-04-08 15:00:00,short,,,3284.4,3292.75,3166.5668595476077,3331.533256180957,r_trailing_stop,2,-0.0010629437484152224,-0.0011465636872725843,8.361993885736192e-05,,,,,-0.19109394787876405,0.4667617258509852,-0.4922214563519538,,,,,,,,2022-04-08 14:00:00,2022-04-08 14:30:00,2022-04-08 15:00:00,-1.0,3284.4,3292.75,3166.5668595476077,0.41809969428680993,8.361993885736198e-05,-0.19109394787876405,0.4667617258509852,-0.4922214563519538,False,False,3274.182954969046,True,0.75,0.5,23.565909938092002,3274.182954969046,adverse_first,volatility_stop,0.006,,8.361993885736192e-05,4.180996942868096e-05,4.180996942868096e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-04-08 15:00:00,2022-04-08 15:30:00,2022-04-08 17:30:00,short,,,3285.0,3246.6375748813466,3165.1224235910922,3332.951030563563,r_trailing_stop,5,0.00480020028780828,0.004717991418600046,8.220886920823432e-05,,,,,0.7863319031000076,1.163687189705602,-0.17413598627315713,,,,,,,,2022-04-08 15:00:00,2022-04-08 15:30:00,2022-04-08 17:30:00,-1.0,3285.0,3246.6375748813466,3165.1224235910922,0.41104434604117096,8.22088692082342e-05,0.7863319031000076,1.163687189705602,-0.17413598627315713,False,False,3246.6375748813466,True,0.75,0.5,23.97514976269325,3246.6375748813466,adverse_first,volatility_stop,0.006,,8.220886920823432e-05,4.110443460411716e-05,4.110443460411716e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-04-11 18:30:00,2022-04-11 19:00:00,2022-04-11 19:30:00,short,,,3037.0,3006.129903663814,2934.2043473948725,3078.118261042051,r_trailing_stop,2,0.004504581986764845,0.004415949833856605,8.863215290823984e-05,,,,,0.7359916389761009,1.2816689875601581,-0.0753922933858897,,,,,,,,2022-04-11 18:30:00,2022-04-11 19:00:00,2022-04-11 19:30:00,-1.0,3037.0,3006.129903663814,2934.2043473948725,0.4431607645412008,8.863215290824016e-05,0.7359916389761009,1.2816689875601581,-0.0753922933858897,False,False,3006.129903663814,True,0.75,0.5,20.55980732762745,3006.129903663814,adverse_first,volatility_stop,0.006,,8.863215290823984e-05,4.431607645411992e-05,4.431607645411992e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-04-11 20:00:00,2022-04-11 20:30:00,2022-04-11 21:00:00,short,,,3007.9,3001.6131959191275,2900.2644658064005,3050.95421367744,r_trailing_stop,2,0.0008761238741424675,0.0007922881774312918,8.383569671117572e-05,,,,,0.13204802957188197,0.694473256996622,-0.2543305071609758,,,,,,,,2022-04-11 20:00:00,2022-04-11 20:30:00,2022-04-11 21:00:00,-1.0,3007.9,3001.6131959191275,2900.2644658064005,0.4191784835558786,8.383569671117573e-05,0.13204802957188197,0.694473256996622,-0.2543305071609758,False,False,3001.6131959191275,True,0.75,0.5,21.52639183825471,3001.6131959191275,adverse_first,volatility_stop,0.006,,8.383569671117572e-05,4.191784835558786e-05,4.191784835558786e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-04-12 07:00:00,2022-04-12 07:30:00,2022-04-12 12:30:00,short,,,3019.9,3063.371498309914,2911.221254225215,3063.371498309914,stop_loss,11,-0.006,-0.006083362206063497,8.336220606349701e-05,,,,,-1.0138937010105828,0.1840286236045278,-1.4400239797054277,,,,,,,,2022-04-12 07:00:00,2022-04-12 07:30:00,2022-04-12 12:30:00,-1.0,3019.9,3063.371498309914,2911.221254225215,0.41681103031748334,8.336220606349668e-05,-1.0138937010105828,0.1840286236045278,-1.4400239797054277,False,False,3063.371498309914,False,0.75,0.5,21.73538885896562,,adverse_first,volatility_stop,0.006,,8.336220606349701e-05,4.168110303174851e-05,4.168110303174851e-05,0.0,0.0,fractional_return,R,False
