asset,signal_time,entry_time,exit_time,side,signal_module,entry_cluster,entry_price,exit_price,take_profit_price,stop_loss_price,exit_reason,bars_held,gross_return,net_return,cost_return,gross_pnl_currency,net_pnl_currency,cost_currency,gross_r_multiple,net_r_multiple,mfe_r_multiple,mae_r_multiple,realized_r,cost,entry_context_age_bars,entry_macro_context_age_bars,entry_laggard_gap,signal_strength,entry_relay_score,signal_timestamp,entry_timestamp,exit_timestamp,signal,raw_entry_price,raw_exit_price,target_price,position_size,cost_paid,trade_r,max_favorable_r,max_adverse_r,breakeven_activated,profit_lock_activated,effective_stop_price,r_trailing_activated,r_trailing_activation_r,r_trailing_distance_r,initial_risk_distance,effective_trailing_stop,intrabar_policy,stop_mode,effective_risk_per_trade,risk_guard_reason,total_cost,entry_cost,exit_cost,holding_cost,cost_component_reconciliation,return_unit,r_multiple_unit,currency_pnl_available
ETHUSD,2022-10-15 23:00:00,2022-10-15 23:30:00,2022-10-16 01:00:00,long,,,1276.45,1278.9687457230286,1306.260208476265,1264.525916609494,r_trailing_stop,4,0.0012673908629492248,0.0011389331903687413,0.0001284576725804835,,,,,0.18982219839479023,0.5199561087384308,-0.2515916655185937,,,,,,,,2022-10-15 23:00:00,2022-10-15 23:30:00,2022-10-16 01:00:00,1.0,1276.45,1278.9687457230286,1306.260208476265,0.6422883629024178,0.00012845767258048356,0.18982219839479023,0.5199561087384308,-0.2515916655185937,False,False,1278.9687457230286,True,0.75,0.5,5.962508553942144,1278.9687457230286,adverse_first,volatility_stop,0.006,,0.0001284576725804835,6.422883629024175e-05,6.422883629024175e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-16 21:30:00,2022-10-16 22:00:00,2022-10-16 22:30:00,long,,,1293.45,1307.3000000000002,1319.4038576155901,1283.068456953764,r_trailing_stop,2,0.008004590418775041,0.007855080852317795,0.0001495095664572465,,,,,1.3091801420529658,2.051718121779857,-0.2167307875119791,,,,,,,,2022-10-16 21:30:00,2022-10-16 22:00:00,2022-10-16 22:30:00,1.0,1293.45,1307.3000000000002,1319.4038576155901,0.7475478322862362,0.00014950956645724725,1.3091801420529658,2.051718121779857,-0.2167307875119791,False,False,1308.30461429323,True,0.75,0.5,5.190771413540154,1308.30461429323,adverse_first,volatility_stop,0.006,,0.0001495095664572465,7.475478322862324e-05,7.475478322862324e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-16 23:00:00,2022-10-16 23:30:00,2022-10-17 00:00:00,long,,,1304.15,1305.8,1332.055809935881,1292.9876760256477,r_trailing_stop,2,0.0008869120823537303,0.0007467100954201979,0.00014020198693353236,,,,,0.12445168257003297,0.4479353951281542,-0.2598025291743376,,,,,,,,2022-10-16 23:00:00,2022-10-16 23:30:00,2022-10-17 00:00:00,1.0,1304.15,1305.8,1332.055809935881,0.7010099346676617,0.00014020198693353236,0.12445168257003297,0.4479353951281542,-0.2598025291743376,False,False,1306.3593118830115,True,0.75,0.5,5.581376233976958,1306.3593118830115,adverse_first,volatility_stop,0.006,,0.00014020198693353236,7.010099346676618e-05,7.010099346676618e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-17 00:00:00,2022-10-17 00:30:00,2022-10-17 06:30:00,long,,,1302.25,1308.65,1330.3961907894118,1290.9915236842353,r_trailing_stop,13,0.003410763492590039,0.0032719614063954953,0.00013880208619454363,,,,,0.5453269010659159,0.8615730697428031,-0.5595783855030511,,,,,,,,2022-10-17 00:00:00,2022-10-17 00:30:00,2022-10-17 06:30:00,1.0,1302.25,1308.65,1330.3961907894118,0.6940104309727175,0.00013880208619454352,0.5453269010659159,0.8615730697428031,-0.5595783855030511,False,False,1309.1351649086687,True,0.75,0.5,5.629670182662804,1309.1351649086687,adverse_first,volatility_stop,0.006,,0.00013880208619454363,6.940104309727181e-05,6.940104309727181e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-21 09:00:00,2022-10-21 09:30:00,2022-10-21 11:30:00,short,,,1280.65,1280.3000000000002,1252.5880553100492,1291.8747778759805,r_trailing_stop,5,0.00018708610746705724,5.01764940226327e-05,0.00013690961344442454,,,,,0.008362749003772117,0.5167140110996264,-0.11136077825422634,,,,,,,,2022-10-21 09:00:00,2022-10-21 09:30:00,2022-10-21 11:30:00,-1.0,1280.65,1280.3000000000002,1252.5880553100492,0.6845480672221227,0.00013690961344442454,0.008362749003772117,0.5167140110996264,-0.11136077825422634,False,False,1279.005975290935,True,0.75,0.5,5.61195058187007,1279.005975290935,adverse_first,volatility_stop,0.006,,0.00013690961344442454,6.845480672221227e-05,6.845480672221227e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-23 22:00:00,2022-10-23 22:30:00,2022-10-23 22:30:00,short,,,1361.65,1370.8796567166225,1338.575858208444,1370.8796567166225,stop_loss,1,-0.006,-0.006177035836777899,0.00017703583677789857,,,,,-1.0295059727963165,0.027086597874193326,-1.0401253583690138,,,,,,,,2022-10-23 22:00:00,2022-10-23 22:30:00,2022-10-23 22:30:00,-1.0,1361.65,1370.8796567166225,1338.575858208444,0.8851791838894926,0.00017703583677789852,-1.0295059727963165,0.027086597874193326,-1.0401253583690138,False,False,1370.8796567166225,False,0.75,0.5,4.6146589308373835,,adverse_first,volatility_stop,0.006,,0.00017703583677789857,8.851791838894929e-05,8.851791838894929e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-23 22:30:00,2022-10-23 23:00:00,2022-10-23 23:30:00,short,,,1365.35,1361.7618642682226,1341.7296275421045,1374.7981489831582,r_trailing_stop,2,0.002278627742750468,0.0021052159979821996,0.00017341174476826838,,,,,0.35086933299703327,0.6297529823678641,-0.29635434464372906,,,,,,,,2022-10-23 22:30:00,2022-10-23 23:00:00,2022-10-23 23:30:00,-1.0,1365.35,1361.7618642682226,1341.7296275421045,0.8670587238413423,0.00017341174476826846,0.35086933299703327,0.6297529823678641,-0.29635434464372906,False,False,1361.7618642682226,True,0.75,0.5,4.723728536444936,1361.7618642682226,adverse_first,volatility_stop,0.006,,0.00017341174476826838,8.670587238413419e-05,8.670587238413419e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-23 23:30:00,2022-10-24 00:00:00,2022-10-24 01:00:00,short,,,1364.15,1360.9688295002184,1339.960819177772,1373.8256723288914,r_trailing_stop,3,0.0019726818302534858,0.0018034966879340178,0.00016918514231946792,,,,,0.3005827813223363,1.0438551096694109,-0.6614527427607918,,,,,,,,2022-10-23 23:30:00,2022-10-24 00:00:00,2022-10-24 01:00:00,-1.0,1364.15,1360.9688295002184,1339.960819177772,0.8459257115973392,0.00016918514231946784,0.3005827813223363,1.0438551096694109,-0.6614527427607918,False,False,1360.9688295002184,True,0.75,0.5,4.837659000437007,1360.9688295002184,adverse_first,volatility_stop,0.006,,0.00016918514231946792,8.459257115973396e-05,8.459257115973396e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-24 01:00:00,2022-10-24 01:30:00,2022-10-24 03:30:00,short,,,1356.6,1349.45,1331.1437630710657,1366.7824947715735,r_trailing_stop,5,0.004213112892506723,0.0040532385162836545,0.00015987437622306828,,,,,0.6755397527139424,1.1735827287985012,-0.21114668342401027,,,,,,,,2022-10-24 01:00:00,2022-10-24 01:30:00,2022-10-24 03:30:00,-1.0,1356.6,1349.45,1331.1437630710657,0.7993718811153423,0.00015987437622306847,0.6755397527139424,1.1735827287985012,-0.21114668342401027,False,False,1347.1955298321868,True,0.75,0.5,5.091059664373296,1347.1955298321868,adverse_first,volatility_stop,0.006,,0.00015987437622306828,7.993718811153414e-05,7.993718811153414e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-24 05:00:00,2022-10-24 05:30:00,2022-10-24 06:00:00,short,,,1346.7,1342.95,1321.0477110002423,1356.960915599903,r_trailing_stop,2,0.002192786772382436,0.002035292055242841,0.00015749471713959531,,,,,0.3392153425404735,0.7065646266565663,0.0,,,,,,,,2022-10-24 05:00:00,2022-10-24 05:30:00,2022-10-24 06:00:00,-1.0,1346.7,1342.95,1321.0477110002423,0.7874735856979773,0.00015749471713959548,0.3392153425404735,0.7065646266565663,0.0,False,False,1342.0153242191918,True,0.75,0.5,5.130648438383475,1342.0153242191918,adverse_first,volatility_stop,0.006,,0.00015749471713959531,7.874735856979766e-05,7.874735856979766e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-24 06:30:00,2022-10-24 07:00:00,2022-10-24 08:00:00,short,,,1338.85,1336.95,1312.6478700707898,1349.3308519716838,r_trailing_stop,3,0.0010876978351376985,0.0009344068618140999,0.00015329097332359852,,,,,0.15573447696901666,0.5915549629696448,-0.5438489175688873,,,,,,,,2022-10-24 06:30:00,2022-10-24 07:00:00,2022-10-24 08:00:00,-1.0,1338.85,1336.95,1312.6478700707898,0.7664548666179923,0.00015329097332359847,0.15573447696901666,0.5915549629696448,-0.5438489175688873,False,False,1335.2698215640296,True,0.75,0.5,5.23964312805888,1335.2698215640296,adverse_first,volatility_stop,0.006,,0.00015329097332359852,7.664548666179926e-05,7.664548666179926e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-24 08:00:00,2022-10-24 08:30:00,2022-10-24 09:30:00,short,,,1335.9,1346.6107249681838,1309.1231875795406,1346.6107249681838,stop_loss,3,-0.006,-0.006149670540954226,0.00014967054095422604,,,,,-1.0249450901590376,0.11203723404014679,-1.0410126329563116,,,,,,,,2022-10-24 08:00:00,2022-10-24 08:30:00,2022-10-24 09:30:00,-1.0,1335.9,1346.6107249681838,1309.1231875795406,0.7483527047711289,0.0001496705409542258,-1.0249450901590376,0.11203723404014679,-1.0410126329563116,False,False,1346.6107249681838,False,0.75,0.5,5.355562956492844,,adverse_first,volatility_stop,0.006,,0.00014967054095422604,7.483527047711302e-05,7.483527047711302e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-24 09:30:00,2022-10-24 10:00:00,2022-10-24 14:00:00,short,,,1345.75,1348.65,1318.9769255112624,1356.459229795495,r_trailing_stop,9,-0.0016247667042610789,-0.0017755618623479213,0.00015079515808684245,,,,,-0.2959269770579869,1.9982762914474232,-0.8310588314898212,,,,,,,,2022-10-24 09:30:00,2022-10-24 10:00:00,2022-10-24 14:00:00,-1.0,1345.75,1348.65,1318.9769255112624,0.7539757904342126,0.00015079515808684254,-0.2959269770579869,1.9982762914474232,-0.8310588314898212,False,False,1343.7275063423754,True,0.75,0.5,5.355012684750766,1343.7275063423754,adverse_first,volatility_stop,0.006,,0.00015079515808684245,7.539757904342123e-05,7.539757904342123e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-24 15:00:00,2022-10-24 15:30:00,2022-10-24 16:00:00,long,,,1336.25,1339.1102702314365,1366.645021950244,1324.0919912199024,r_trailing_stop,2,0.0014115486918147681,0.0012796603185619953,0.0001318883732527728,,,,,0.21327671976033255,0.5922022372435113,-0.20562577682066233,,,,,,,,2022-10-24 15:00:00,2022-10-24 15:30:00,2022-10-24 16:00:00,1.0,1336.25,1339.1102702314365,1366.645021950244,0.6594418662638641,0.00013188837325277283,0.21327671976033255,0.5922022372435113,-0.20562577682066233,False,False,1339.1102702314365,True,0.75,0.5,6.079459537127357,1339.1102702314365,adverse_first,volatility_stop,0.006,,0.0001318883732527728,6.59441866263864e-05,6.59441866263864e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-24 16:00:00,2022-10-24 16:30:00,2022-10-24 19:30:00,long,,,1338.5,1347.05,1369.1453949725255,1326.2418420109898,r_trailing_stop,7,0.004184968087863793,0.004053936981767755,0.0001310311060960384,,,,,0.6756561636279592,1.1788068005776136,-0.6077585234811936,,,,,,,,2022-10-24 16:00:00,2022-10-24 16:30:00,2022-10-24 19:30:00,1.0,1338.5,1347.05,1369.1453949725255,0.6551555304801927,0.00013103110609603854,0.6756561636279592,1.1788068005776136,-0.6077585234811936,False,False,1349.8853458946367,True,0.75,0.5,6.129308210726709,1349.8853458946367,adverse_first,volatility_stop,0.006,,0.0001310311060960384,6.55155530480192e-05,6.55155530480192e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-24 20:00:00,2022-10-24 20:30:00,2022-10-24 21:30:00,long,,,1348.9,1348.5,1379.491011118144,1336.6635955527427,r_trailing_stop,3,-0.00019613604718161237,-0.00032842000420321823,0.00013228395702160586,,,,,-0.054736667367203035,0.8090611946239649,-0.2696870648746673,,,,,,,,2022-10-24 20:00:00,2022-10-24 20:30:00,2022-10-24 21:30:00,1.0,1348.9,1348.5,1379.491011118144,0.6614197851080291,0.00013228395702160584,-0.054736667367203035,0.8090611946239649,-0.2696870648746673,False,False,1355.7410123058191,True,0.75,0.5,6.11797538836224,1355.7410123058191,adverse_first,volatility_stop,0.006,,0.00013228395702160586,6.614197851080293e-05,6.614197851080293e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-24 22:00:00,2022-10-24 22:30:00,2022-10-25 04:30:00,long,,,1344.9,1346.05,1376.121995732747,1332.4112017069012,r_trailing_stop,13,0.0005524951110637797,0.0004232689067385953,0.00012922620432518435,,,,,0.07054481778976589,0.5004484701665547,-0.7686888501758389,,,,,,,,2022-10-24 22:00:00,2022-10-24 22:30:00,2022-10-25 04:30:00,1.0,1344.9,1346.05,1376.121995732747,0.6461310216259217,0.00012922620432518435,0.07054481778976589,0.5004484701665547,-0.7686888501758389,False,False,1348.0279164056606,True,0.75,0.5,6.244167188679047,1348.0279164056606,adverse_first,volatility_stop,0.006,,0.00012922620432518435,6.461310216259217e-05,6.461310216259217e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-25 13:30:00,2022-10-25 14:00:00,2022-10-25 14:30:00,long,,,1382.4,1381.0,1411.5997257471086,1370.7201097011566,r_trailing_stop,2,-0.000719184836935674,-0.0008612135681613665,0.0001420287312256925,,,,,-0.14353559469356109,0.5222651792032603,-0.3981201775893843,,,,,,,,2022-10-25 13:30:00,2022-10-25 14:00:00,2022-10-25 14:30:00,1.0,1382.4,1381.0,1411.5997257471086,0.7101436561284624,0.00014202873122569248,-0.14353559469356109,0.5222651792032603,-0.3981201775893843,False,False,1385.5801329465487,True,0.75,0.5,5.8397341069025375,1385.5801329465487,adverse_first,volatility_stop,0.006,,0.0001420287312256925,7.101436561284625e-05,7.101436561284625e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-28 02:00:00,2022-10-28 02:30:00,2022-10-28 07:30:00,long,,,1516.8,1489.207124876976,1585.78218780756,1489.207124876976,stop_loss,11,-0.005999999999999999,-0.006065964854763584,6.596485476358452e-05,,,,,-1.0109941424605975,0.12140815283162851,-1.0093185242867777,,,,,,,,2022-10-28 02:00:00,2022-10-28 02:30:00,2022-10-28 07:30:00,1.0,1516.8,1489.207124876976,1585.78218780756,0.3298242738179223,6.596485476358446e-05,-1.0109941424605975,0.12140815283162851,-1.0093185242867777,False,False,1489.207124876976,False,0.75,0.5,13.79689246028044,,adverse_first,volatility_stop,0.006,,6.596485476358452e-05,3.298242738179226e-05,3.298242738179226e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-28 07:30:00,2022-10-28 08:00:00,2022-10-28 09:00:00,long,,,1493.65,1498.5718203456945,1557.936100476049,1467.9355598095806,r_trailing_stop,3,0.0011484178483173457,0.0010787146003863335,6.970324793101226e-05,,,,,0.17978576673105556,0.6124963204864174,-0.19055441081800006,,,,,,,,2022-10-28 07:30:00,2022-10-28 08:00:00,2022-10-28 09:00:00,1.0,1493.65,1498.5718203456945,1557.936100476049,0.34851623965506123,6.970324793101225e-05,0.17978576673105556,0.6124963204864174,-0.19055441081800006,False,False,1498.5718203456945,True,0.75,0.5,12.856359308610989,1498.5718203456945,adverse_first,volatility_stop,0.006,,6.970324793101226e-05,3.485162396550613e-05,3.485162396550613e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-10-28 10:30:00,2022-10-28 11:00:00,2022-10-28 13:00:00,long,,,1501.05,1510.5085984503755,1563.4660913948435,1476.0835634420625,r_trailing_stop,5,0.0022731153711325336,0.002200968110716736,7.21472604157977e-05,,,,,0.3668280184527893,1.4719761834940885,-0.7650270776799172,,,,,,,,2022-10-28 10:30:00,2022-10-28 11:00:00,2022-10-28 13:00:00,1.0,1501.05,1510.5085984503755,1563.4660913948435,0.360736302078988,7.214726041579761e-05,0.3668280184527893,1.4719761834940885,-0.7650270776799172,False,False,1510.5085984503755,True,0.75,0.5,12.482803099248741,1510.5085984503755,adverse_first,volatility_stop,0.006,,7.21472604157977e-05,3.607363020789885e-05,3.607363020789885e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-11-04 14:00:00,2022-11-04 14:30:00,2022-11-04 15:00:00,long,,,1655.0,1660.4,1713.9704187237658,1631.4118325104937,r_trailing_stop,2,0.0013735700331284338,0.0012893752773940803,8.419475573435346e-05,,,,,0.21489587956568004,0.5172084692644087,-0.4345399024557516,,,,,,,,2022-11-04 14:00:00,2022-11-04 14:30:00,2022-11-04 15:00:00,1.0,1655.0,1660.4,1713.9704187237658,0.42097377867176716,8.419475573435343e-05,0.21489587956568004,0.5172084692644087,-0.4345399024557516,False,False,1661.3034925465004,True,0.75,0.5,11.793014906999455,1661.3034925465004,adverse_first,volatility_stop,0.006,,8.419475573435346e-05,4.209737786717673e-05,4.209737786717673e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-11-04 15:00:00,2022-11-04 15:30:00,2022-11-04 16:00:00,long,,,1645.25,1621.3860627005342,1704.9098432486644,1621.3860627005342,stop_loss,2,-0.006,-0.0060827315281307,8.273152813069971e-05,,,,,-1.0137885880217832,0.2220924373665114,-1.546266214872521,,,,,,,,2022-11-04 15:00:00,2022-11-04 15:30:00,2022-11-04 16:00:00,1.0,1645.25,1621.3860627005342,1704.9098432486644,0.41365764065349736,8.273152813069947e-05,-1.0137885880217832,0.2220924373665114,-1.546266214872521,False,False,1621.3860627005342,False,0.75,0.5,11.931605872205644,,adverse_first,volatility_stop,0.006,,8.273152813069971e-05,4.136576406534986e-05,4.136576406534986e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-11-04 16:00:00,2022-11-04 16:30:00,2022-11-04 19:00:00,long,,,1625.1,1637.9499999999998,1687.2434420705772,1600.242623171769,r_trailing_stop,6,0.0031016949428241806,0.0030232425778189877,7.845236500519286e-05,,,,,0.5038737629698313,0.9333245482947148,-0.4566048975493494,,,,,,,,2022-11-04 16:00:00,2022-11-04 16:30:00,2022-11-04 19:00:00,1.0,1625.1,1637.9499999999998,1687.2434420705772,0.3922618250259653,7.845236500519306e-05,0.5038737629698313,0.9333245482947148,-0.4566048975493494,False,False,1641.2858469245439,True,0.75,0.5,12.428306150912443,1641.2858469245439,adverse_first,volatility_stop,0.006,,7.845236500519286e-05,3.922618250259643e-05,3.922618250259643e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-11-04 19:00:00,2022-11-04 19:30:00,2022-11-04 20:30:00,long,,,1640.1,1642.1999999999998,1703.1552301222923,1614.877907951083,r_trailing_stop,3,0.0004995620496333979,0.00042153045748065615,7.803159215274177e-05,,,,,0.07025507624677603,0.3964778171693897,-0.04559494897448342,,,,,,,,2022-11-04 19:00:00,2022-11-04 19:30:00,2022-11-04 20:30:00,1.0,1640.1,1642.1999999999998,1703.1552301222923,0.3901579607637089,7.803159215274178e-05,0.07025507624677603,0.3964778171693897,-0.04559494897448342,False,False,1643.7946693634658,True,0.75,0.5,12.610661273068063,1643.7946693634658,adverse_first,volatility_stop,0.006,,7.803159215274177e-05,3.9015796076370885e-05,3.9015796076370885e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-11-05 00:30:00,2022-11-05 01:00:00,2022-11-05 12:30:00,long,,,1658.3000000000002,1641.35,1718.8475847674536,1634.0809660930188,max_holding_close,24,-0.004199176581138771,-0.004281341708271542,8.216512713277082e-05,,,,,-0.7135569513785903,0.053676790122705445,-0.8732800854580487,,,,,,,,2022-11-05 00:30:00,2022-11-05 01:00:00,2022-11-05 12:30:00,1.0,1658.3000000000002,1641.35,1718.8475847674536,0.4108256356638521,8.216512713277043e-05,-0.7135569513785903,0.053676790122705445,-0.8732800854580487,False,False,1634.0809660930188,False,0.75,0.5,12.10988213121565,,adverse_first,volatility_stop,0.006,,8.216512713277082e-05,4.108256356638541e-05,4.108256356638541e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-11-06 23:30:00,2022-11-07 00:00:00,2022-11-07 00:30:00,long,,,1568.25,1576.5233476588578,1610.0058742524125,1551.547650299035,r_trailing_stop,2,0.0029720420684449973,0.0028593692988231716,0.00011267276962182576,,,,,0.4765615498038619,0.7454041031891901,-0.19757699120676986,,,,,,,,2022-11-06 23:30:00,2022-11-07 00:00:00,2022-11-07 00:30:00,1.0,1568.25,1576.5233476588578,1610.0058742524125,0.5633638481091293,0.00011267276962182587,0.4765615498038619,0.7454041031891901,-0.19757699120676986,False,False,1576.5233476588578,True,0.75,0.5,8.35330468228467,1576.5233476588578,adverse_first,volatility_stop,0.006,,0.00011267276962182576,5.633638481091288e-05,5.633638481091288e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-11-07 00:30:00,2022-11-07 01:00:00,2022-11-07 02:30:00,long,,,1573.35,1588.4751953031323,1616.0898964776657,1556.2540414089335,r_trailing_stop,4,0.005308340642929394,0.005197904016053928,0.00011043662687546581,,,,,0.866317336008988,1.286853842258149,-0.2866174466847616,,,,,,,,2022-11-07 00:30:00,2022-11-07 01:00:00,2022-11-07 02:30:00,1.0,1573.35,1588.4751953031323,1616.0898964776657,0.5521831343773281,0.00011043662687546564,0.866317336008988,1.286853842258149,-0.2866174466847616,False,False,1588.4751953031323,True,0.75,0.5,8.549609393735606,1588.4751953031323,adverse_first,volatility_stop,0.006,,0.00011043662687546581,5.521831343773291e-05,5.521831343773291e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-11-07 03:00:00,2022-11-07 03:30:00,2022-11-07 05:30:00,long,,,1585.65,1587.15,1628.7324200890494,1568.4170319643804,r_trailing_stop,5,0.0005222547840509355,0.0004118396776068774,0.0001104151064440581,,,,,0.06863994626781289,0.5251561995179266,-0.5106491221831904,,,,,,,,2022-11-07 03:00:00,2022-11-07 03:30:00,2022-11-07 05:30:00,1.0,1585.65,1587.15,1628.7324200890494,0.5520755322202904,0.00011041510644405808,0.06863994626781289,0.5251561995179266,-0.5106491221831904,False,False,1587.9910787322324,True,0.75,0.5,8.617842535535225,1587.9910787322324,adverse_first,volatility_stop,0.006,,0.0001104151064440581,5.520755322202905e-05,5.520755322202905e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-11-07 06:30:00,2022-11-07 07:00:00,2022-11-07 07:30:00,long,,,1575.65,1558.4683901985643,1618.6040245035897,1558.4683901985643,stop_loss,2,-0.006,-0.006110046731467618,0.00011004673146761818,,,,,-1.0183411219112697,0.02328070562785317,-1.6762108052060105,,,,,,,,2022-11-07 06:30:00,2022-11-07 07:00:00,2022-11-07 07:30:00,1.0,1575.65,1558.4683901985643,1618.6040245035897,0.5502336573380889,0.0001100467314676178,-1.0183411219112697,0.02328070562785317,-1.6762108052060105,False,False,1558.4683901985643,False,0.75,0.5,8.591895409532631,,adverse_first,volatility_stop,0.006,,0.00011004673146761818,5.502336573380909e-05,5.502336573380909e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-11-07 07:30:00,2022-11-07 08:00:00,2022-11-07 09:30:00,long,,,1550.1,1570.177062291741,1595.3279170523397,1532.008833179064,r_trailing_stop,4,0.006658629315774242,0.006555810077058949,0.00010281923871529285,,,,,1.0926350128431583,1.4067638783004335,-0.17411812246153893,,,,,,,,2022-11-07 07:30:00,2022-11-07 08:00:00,2022-11-07 09:30:00,1.0,1550.1,1570.177062291741,1595.3279170523397,0.5140961935764657,0.00010281923871529316,1.0926350128431583,1.4067638783004335,-0.17411812246153893,False,False,1570.177062291741,True,0.75,0.5,9.045875416518049,1570.177062291741,adverse_first,volatility_stop,0.006,,0.00010281923871529285,5.140961935764642e-05,5.140961935764642e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-11-07 09:30:00,2022-11-07 10:00:00,2022-11-07 10:30:00,long,,,1564.65,1579.5298629197157,1610.852848835732,1546.1688604657074,r_trailing_stop,2,0.004830826440795614,0.0047292320560707955,0.00010159438472481883,,,,,0.7882053426784659,1.0551297426122888,-0.01623276527096813,,,,,,,,2022-11-07 09:30:00,2022-11-07 10:00:00,2022-11-07 10:30:00,1.0,1564.65,1579.5298629197157,1610.852848835732,0.5079719236240953,0.00010159438472481906,0.7882053426784659,1.0551297426122888,-0.01623276527096813,False,False,1579.5298629197157,True,0.75,0.5,9.240274160568841,1579.5298629197157,adverse_first,volatility_stop,0.006,,0.00010159438472481883,5.0797192362409416e-05,5.0797192362409416e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-11-07 10:30:00,2022-11-07 11:00:00,2022-11-07 13:30:00,long,,,1578.55,1578.45,1625.7765805307542,1559.6593677876983,r_trailing_stop,6,-3.176177447403196e-05,-0.00013203687266616365,0.00010027509819213168,,,,,-0.02200614544436061,0.5928864568495795,-0.14822161421239188,,,,,,,,2022-11-07 10:30:00,2022-11-07 11:00:00,2022-11-07 13:30:00,1.0,1578.55,1578.45,1625.7765805307542,0.5013754909606584,0.00010027509819213168,-0.02200614544436061,0.5928864568495795,-0.14822161421239188,False,False,1585.0267435718974,True,0.75,0.5,9.44651285620511,1585.0267435718974,adverse_first,volatility_stop,0.006,,0.00010027509819213168,5.013754909606584e-05,5.013754909606584e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-11-10 12:00:00,2022-11-10 12:30:00,2022-11-10 13:30:00,long,,,1189.85,1194.3000000000002,1324.7861786418594,1135.8755285432562,r_trailing_stop,3,0.0004946783040089495,0.00046822468692917353,2.6453617079776016e-05,,,,,0.07803744782152894,2.214009637792746,-0.020380005034073802,,,,,,,,2022-11-10 12:00:00,2022-11-10 12:30:00,2022-11-10 13:30:00,1.0,1189.85,1194.3000000000002,1324.7861786418594,0.13226808539888005,2.645361707977601e-05,0.07803744782152894,2.214009637792746,-0.020380005034073802,False,False,1197.1552481304075,True,0.75,0.5,26.98950373918501,1197.1552481304075,adverse_first,volatility_stop,0.006,,2.6453617079776016e-05,1.3226808539888008e-05,1.3226808539888008e-05,0.0,0.0,fractional_return,R,False
ETHUSD,2022-11-10 13:30:00,2022-11-10 14:00:00,2022-11-10 18:00:00,short,,,1292.25,1261.581021442389,1149.4287324361503,1349.3785070255399,r_trailing_stop,9,0.0032210516417556655,0.00319390757514621,2.7144066609455578e-05,,,,,0.5323179291910349,0.7868225924389148,-0.9793709465396463,,,,,,,,2022-11-10 13:30:00,2022-11-10 14:00:00,2022-11-10 18:00:00,-1.0,1292.25,1261.581021442389,1149.4287324361503,0.13572033304727743,2.7144066609455486e-05,0.5323179291910349,0.7868225924389148,-0.9793709465396463,False,False,1261.581021442389,True,0.75,0.5,28.562042884778332,1261.581021442389,adverse_first,volatility_stop,0.006,,2.7144066609455578e-05,1.3572033304727789e-05,1.3572033304727789e-05,0.0,0.0,fractional_return,R,False
