metric,value
counterfactual.baseline.avg_r,0.5187585628697461
counterfactual.baseline.median_r,0.44131683187167586
counterfactual.baseline.profit_factor,1.2500572260294676
counterfactual.baseline.trade_count,691
counterfactual.baseline.win_rate,0.5600578871201157
counterfactual.best_policy_by_avg_r,time_exit_after_4_bars_if_mfe_lt_0_3r
counterfactual.best_policy_by_profit_factor,time_exit_after_4_bars_if_mfe_lt_0_3r
counterfactual.breakeven_after_0_5r.avg_r,-0.20129329260506876
counterfactual.breakeven_after_0_5r.median_r,0.0
counterfactual.breakeven_after_0_5r.profit_factor,0.458489948463947
counterfactual.breakeven_after_0_5r.trade_count,691
counterfactual.breakeven_after_0_5r.win_rate,0.020260492040520984
counterfactual.breakeven_after_1_0r.avg_r,-0.2313832756036144
counterfactual.breakeven_after_1_0r.median_r,0.0
counterfactual.breakeven_after_1_0r.profit_factor,0.6973303548343895
counterfactual.breakeven_after_1_0r.trade_count,691
counterfactual.breakeven_after_1_0r.win_rate,0.1085383502170767
counterfactual.exit_at_first_0_5r.avg_r,0.09216200237384048
counterfactual.exit_at_first_0_5r.median_r,0.5
counterfactual.exit_at_first_0_5r.profit_factor,1.2479300229493464
counterfactual.exit_at_first_0_5r.trade_count,691
counterfactual.exit_at_first_0_5r.win_rate,0.9290882778581766
counterfactual.exit_at_first_1_0r.avg_r,0.07222905799274472
counterfactual.exit_at_first_1_0r.median_r,1.0
counterfactual.exit_at_first_1_0r.profit_factor,1.0944819511966875
counterfactual.exit_at_first_1_0r.trade_count,691
counterfactual.exit_at_first_1_0r.win_rate,0.8451519536903039
counterfactual.partial_50pct_at_1r.avg_r,0.2954938104312454
counterfactual.partial_50pct_at_1r.median_r,0.7206584159358379
counterfactual.partial_50pct_at_1r.profit_factor,1.2275363087880027
counterfactual.partial_50pct_at_1r.trade_count,691
counterfactual.partial_50pct_at_1r.win_rate,0.6425470332850941
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.avg_r,0.6093765885206651
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.median_r,0.1731333363709884
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.profit_factor,1.3315937630052959
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.trade_count,691
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.win_rate,0.5267727930535456
counterfactual.trail_0_5r_after_1_0r.avg_r,0.18732348355294626
counterfactual.trail_0_5r_after_1_0r.median_r,0.7599463554824561
counterfactual.trail_0_5r_after_1_0r.profit_factor,1.2450355677187532
counterfactual.trail_0_5r_after_1_0r.trade_count,691
counterfactual.trail_0_5r_after_1_0r.win_rate,0.8451519536903039
