asset,signal_timestamp,entry_timestamp,exit_timestamp,side,signal,entry_price,exit_price,raw_entry_price,raw_exit_price,take_profit_price,stop_loss_price,target_price,position_size,gross_return,cost_paid,net_return,trade_r,bars_held,exit_reason,max_favorable_r,max_adverse_r,breakeven_activated,profit_lock_activated,effective_stop_price,r_trailing_activated,r_trailing_activation_r,r_trailing_distance_r,initial_risk_distance,effective_trailing_stop,intrabar_policy,stop_mode,effective_risk_per_trade,risk_guard_reason,entry_risk_modifier,entry_risk_modifier_rules,cost_return,net_r_multiple,mfe_r_multiple,mae_r_multiple,total_cost,entry_cost,exit_cost,holding_cost,cost_component_reconciliation,gross_pnl_currency,net_pnl_currency,cost_currency,gross_r_multiple,return_unit,r_multiple_unit,currency_pnl_available
ETHUSD,2022-09-27 16:30:00,2022-09-27 17:00:00,2022-09-28 04:30:00,short,-1.0,1331.75,1283.95,1331.75,1283.95,783.319825457409,1386.593017454259,783.319825457409,0.2428294542893676,0.008715785932068149,0.000254970927003836,0.008460815005064312,0.8460815005064312,24,max_holding_close,1.1706139264409545,-0.1531644389735844,False,False,1386.593017454259,False,1.0,0.5,,,adverse_first,volatility_stop,0.01,,1.0,,0.00025497092700383674,0.8460815005064312,1.1706139264409545,-0.1531644389735844,0.00025497092700383674,0.00012748546350191837,0.00012748546350191837,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-09-28 06:00:00,2022-09-28 06:30:00,2022-09-28 18:00:00,long,1.0,1285.55,1324.35,1285.55,1324.35,1842.6532459614798,1229.839675403852,1842.6532459614798,0.23075614965791955,0.006964597726052862,0.0002422939571408155,0.006722303768912047,0.6722303768912047,24,max_holding_close,0.9621196858671012,-0.5564498183186578,False,False,1229.839675403852,False,1.0,0.5,,,adverse_first,volatility_stop,0.01,,1.0,,0.00024229395714081559,0.6722303768912047,0.9621196858671012,-0.5564498183186578,0.00024229395714081559,0.00012114697857040779,0.00012114697857040779,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-09-29 01:00:00,2022-09-29 01:30:00,2022-09-29 13:00:00,long,1.0,1343.15,1326.05,1343.15,1326.05,1934.7293014736847,1283.9920698526316,1934.7293014736847,0.2270447929219423,-0.002890567664791909,0.00023839703256803939,-0.0031289646973599486,-0.31289646973599483,24,max_holding_close,0.14706396891046097,-0.5121883055157572,False,False,1283.9920698526316,False,1.0,0.5,,,adverse_first,volatility_stop,0.01,,1.0,,0.0002383970325680394,-0.31289646973599483,0.14706396891046097,-0.5121883055157572,0.0002383970325680394,0.0001191985162840197,0.0001191985162840197,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-10-03 07:00:00,2022-10-03 07:30:00,2022-10-03 19:00:00,long,1.0,1293.8,1317.35,1293.8,1317.35,1660.2149026200175,1257.1585097379982,1660.2149026200175,0.353096992166202,0.006427140335070368,0.0003707518417745121,0.006056388493295856,0.6056388493295856,24,max_holding_close,0.9783990701158131,-0.2060505712517243,False,False,1257.1585097379982,False,1.0,0.5,,,adverse_first,volatility_stop,0.01,,1.0,,0.00037075184177451197,0.6056388493295856,0.9783990701158131,-0.2060505712517243,0.00037075184177451197,0.00018537592088725598,0.00018537592088725598,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-10-03 20:30:00,2022-10-03 21:00:00,2022-10-04 08:30:00,long,1.0,1323.8000000000002,1348.05,1323.8000000000002,1348.05,1695.82074571047,1286.5979254289532,1695.82074571047,0.3558403705341383,0.006518453682922507,0.0003736323890608452,0.006144821293861662,0.6144821293861662,24,max_holding_close,0.9636559362176178,-0.22713787060081322,False,False,1286.5979254289532,False,1.0,0.5,,,adverse_first,volatility_stop,0.01,,1.0,,0.0003736323890608448,0.6144821293861662,0.9636559362176178,-0.22713787060081322,0.0003736323890608448,0.0001868161945304224,0.0001868161945304224,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-10-05 00:00:00,2022-10-05 00:30:00,2022-10-05 12:00:00,short,-1.0,1358.9499999999998,1332.15,1358.9499999999998,1332.15,1012.5584428895263,1393.5891557110472,1012.5584428895263,0.39231614400076,0.00773690912779737,0.00041193195120079796,0.007324977176596572,0.7324977176596572,24,max_holding_close,0.8429766661630023,-0.03319942349614847,False,False,1393.5891557110472,False,1.0,0.5,,,adverse_first,volatility_stop,0.01,,1.0,,0.00041193195120079774,0.7324977176596572,0.8429766661630023,-0.03319942349614847,0.00041193195120079774,0.00020596597560039887,0.00020596597560039887,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-10-05 16:00:00,2022-10-05 16:30:00,2022-10-06 04:00:00,long,1.0,1337.95,1376.7,1337.95,1376.7,1672.5826588676312,1304.486734113237,1672.5826588676312,0.39982648571347185,0.011579861968980218,0.0004198178099991454,0.011160044158981072,1.1160044158981073,24,max_holding_close,1.3791242061120872,-0.025400987544863828,False,False,1304.486734113237,False,1.0,0.5,,,adverse_first,volatility_stop,0.01,,1.0,,0.0004198178099991453,1.1160044158981073,1.3791242061120872,-0.025400987544863828,0.0004198178099991453,0.00020990890499957265,0.00020990890499957265,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-10-06 06:00:00,2022-10-06 06:30:00,2022-10-06 18:00:00,short,-1.0,1365.8,1363.15,1365.8,1363.15,1002.5152944393456,1402.1284705560654,1002.5152944393456,0.3759585743892443,0.0007294554269522957,0.0003947565031087065,0.0003346989238435892,0.03346989238435892,24,max_holding_close,0.45831822108514175,-0.40051231932665743,False,False,1402.1284705560654,False,1.0,0.5,,,adverse_first,volatility_stop,0.01,,1.0,,0.0003947565031087065,0.03346989238435892,0.45831822108514175,-0.40051231932665743,0.0003947565031087065,0.00019737825155435325,0.00019737825155435325,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-10-10 08:30:00,2022-10-10 09:00:00,2022-10-10 20:30:00,short,-1.0,1306.7,1307.35,1306.7,1307.35,1066.429780415073,1330.7270219584927,1066.429780415073,0.5438460089882792,-0.00027052874098283463,0.0005710383094376931,-0.0008415670504205277,-0.08415670504205276,24,max_holding_close,0.318391518233748,-0.5348145110200858,False,False,1330.7270219584927,False,1.0,0.5,,,adverse_first,volatility_stop,0.01,,1.0,,0.000571038309437693,-0.08415670504205276,0.318391518233748,-0.5348145110200858,0.000571038309437693,0.0002855191547188465,0.0002855191547188465,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-10-14 10:00:00,2022-10-14 10:30:00,2022-10-14 21:30:00,long,1.0,1332.6,1290.956907152105,1332.6,1290.956907152105,1749.0309284789487,1290.956907152105,1749.0309284789487,0.3200050497851927,-0.01,0.0003360053022744523,-0.010336005302274453,-1.0336005302274451,23,stop_loss,0.24854061723523846,-1.040988962043229,False,False,1290.956907152105,False,1.0,0.5,,,adverse_first,volatility_stop,0.01,,1.0,,0.00033600530227445233,-1.0336005302274451,0.24854061723523846,-1.040988962043229,0.00033600530227445233,0.00016800265113722616,0.00016800265113722616,0.0,0.0,,,,,fractional_return,R,False
