rank,feature,mean_abs_shap,asset,fold
1,bollinger_bandwidth,0.03722635635855099,asset,0
2,atr_over_price_48,0.029608272994098205,asset,0
3,vol_rolling_192,0.02309909675955303,asset,0
4,ema_trend_48_192,0.02160096048053265,asset,0
5,atr_48,0.019927763387325544,asset,0
6,vol_rolling_96,0.019571495709497906,asset,0
7,ret_48,0.012531497522148613,asset,0
8,bollinger_bandwidth_rank_192,0.012332109889598231,asset,0
9,mama_minus_fama_over_atr,0.012126264758357468,asset,0
10,atr_pct_rank_192,0.011335931350143935,asset,0
11,vol_rolling_48,0.011277948840414578,asset,0
12,bollinger_percent_b,0.009880404552721546,asset,0
13,frama_slope_over_atr,0.009019102922556584,asset,0
14,close_over_bb_mid_192,0.008823444292720115,asset,0
15,vol_rolling_24,0.008521215977649276,asset,0
16,close_over_bb_upper_192,0.007614419617494828,asset,0
17,atr_pct,0.007507459978547399,asset,0
18,ret_16,0.006977603567807626,asset,0
19,close_minus_decycler_over_atr,0.005187540421314224,asset,0
20,distance_from_ema96_atr,0.0050919436517702895,asset,0
21,rolling_return_48,0.0034386113162056873,asset,0
22,roofing_filter_over_atr,0.0033208044871391525,asset,0
23,ret_24,0.003291816755683588,asset,0
24,instantaneous_trendline_slope_over_atr,0.0032668427874282977,asset,0
25,distance_from_ema24_atr,0.0019130862888392744,asset,0
26,ret_4,0.0018547840505620133,asset,0
27,decycler_slope_over_atr,0.0017361325312593664,asset,0
28,close_ret,0.0017065148426796874,asset,0
29,close_location,0.0016516230285094336,asset,0
30,range_to_atr,0.0015748578330932628,asset,0
31,upper_wick_ratio,0.0014585637439059218,asset,0
32,lower_wick_ratio,0.001450585133777226,asset,0
33,lag_close_ret_2,0.0014105797644877272,asset,0
34,lag_close_ret_4,0.0013949245123084412,asset,0
35,lag_close_ret_1,0.0013553779649176003,asset,0
36,supersmoother_slope_over_atr,0.0012574595876103198,asset,0
37,rolling_return_24,0.0008651876093907747,asset,0
38,ema_alignment_score,0.0008220879826576747,asset,0
39,lag_close_ret_48,0.0007290003122306119,asset,0
40,lag_close_ret_24,0.0006526349773610918,asset,0
41,body_ratio,0.0005867501276994876,asset,0
42,lag_close_ret_16,0.0004888763936172202,asset,0
43,ret_8,0.00048532230514698125,asset,0
44,lag_close_ret_8,0.00046026984590249965,asset,0
45,ret_1,0.00044305231193636073,asset,0
46,dominant_cycle_phase_normalized,0.0003405614087041537,asset,0
1,bollinger_bandwidth,0.03445348396352547,asset,1
2,ema_trend_48_192,0.026169979802326507,asset,1
3,vol_rolling_192,0.018812132445713302,asset,1
4,atr_over_price_48,0.017571503885383474,asset,1
5,vol_rolling_96,0.01594846566196385,asset,1
6,atr_48,0.015381565613583933,asset,1
7,vol_rolling_48,0.013258736756830923,asset,1
8,bollinger_bandwidth_rank_192,0.012758870166410242,asset,1
9,ret_48,0.012323961356196768,asset,1
10,atr_pct_rank_192,0.010858852774872868,asset,1
11,mama_minus_fama_over_atr,0.010851649928006801,asset,1
12,close_over_bb_mid_192,0.01066111568093835,asset,1
13,bollinger_percent_b,0.008345252294214754,asset,1
14,vol_rolling_24,0.007499459381377558,asset,1
15,close_over_bb_upper_192,0.00731799503226336,asset,1
16,frama_slope_over_atr,0.00711005527609695,asset,1
17,ema_alignment_score,0.0054604229090369424,asset,1
18,ret_24,0.005054288915980786,asset,1
19,close_minus_decycler_over_atr,0.004515459096574745,asset,1
20,ret_16,0.004271134844501931,asset,1
21,atr_pct,0.004266138407403861,asset,1
22,distance_from_ema96_atr,0.0034514487492669902,asset,1
23,rolling_return_48,0.002865142351441843,asset,1
