regime,rows,realized_mean,sharpe,hit_rate,calibration_slope,prediction_correlation,turnover_mean,cost_mean,asset
low_volatility,2906,-0.11729011054439355,-0.04504910387188074,0.4907088781830695,0.20711553411930164,0.04498843878410734,,,ETHUSD
high_volatility,2913,0.14975606089916058,0.061782230288781756,0.4806041881222108,-0.4092748030281491,-0.10261319220090061,,,ETHUSD
