regime,rows,realized_mean,sharpe,hit_rate,calibration_slope,prediction_correlation,turnover_mean,cost_mean,asset
all,43800,0.0038125092055075753,0.0015257216399932453,0.523972602739726,0.13599732033606823,0.05304041717970723,,0.04136714288883983,ETHUSD
