regime,rows,realized_mean,sharpe,hit_rate,calibration_slope,prediction_correlation,turnover_mean,cost_mean,asset
all,43800,0.0038125092055075753,0.0015257216399932453,0.5239041095890411,0.12187330362649,0.047702986330859946,,,ETHUSD
