fold,cumulative_return,annualized_return,annualized_vol,sharpe,sortino,calmar,max_drawdown,profit_factor,hit_rate,annualization_mode,metric_scope,avg_turnover,total_turnover,gross_pnl,net_pnl,total_cost,cost_drag,cost_to_gross_pnl,gross_return_sum,net_return_sum,cost_return_sum,conventional_sharpe,return_over_vol_sharpe,sharpe_legacy_alias,bar_return_profit_factor,profit_factor_scope,bankrupt,bankruptcy_time,drawdown_guard_trigger_count,liquidate_at_end,terminal_open_exposure,terminal_liquidation_turnover,trade_count,trade_rate
0,0.02191037095742132,0.09056417397687055,0.25779949617591574,0.351296939366677,0.6464091473956327,0.7718344989863949,-0.11733626068257275,1.0324277986244783,0.50418410041841,fixed_periods,bar_returns,0.008675799086757991,38.0,0.0258040456710229,0.02191037095742132,0.0038,0.0038936747136015804,0.15089396303363584,0.03379162909395539,0.02999162909395539,0.0038,0.4653481413088547,0.351296939366677,return_over_vol_sharpe,1.0324277986244783,bar_returns,False,,0.0,False,0.0,0.0,38.0,0.008675799086757991
1,0.40156413716916206,2.85879676213922,0.4369602528424264,6.542464088078372,5.4678434268843725,23.62395036051376,-0.12101264684832536,1.2027839160659382,0.4900924702774108,fixed_periods,bar_returns,0.0136986301369863,60.0,0.40999781520586764,0.40156413716916206,0.006,0.008433678036705583,0.020570056044008123,0.3672810541253323,0.3612810541253323,0.006,3.3072212108556704,6.542464088078372,return_over_vol_sharpe,1.2027839160659382,bar_returns,False,,0.0,False,0.0,0.0,60.0,0.0136986301369863
2,0.2036536049484099,1.09896928556766,0.30644884896263797,3.5861426443198865,4.521178782349343,15.984089235679312,-0.06875395084222669,1.2474546726418407,0.4746136865342163,fixed_periods,bar_returns,0.00821917808219178,36.0,0.20799378036817617,0.2036536049484099,0.0036,0.004340175419766279,0.020866851941839806,0.20051997381329878,0.19691997381329876,0.0036,2.57034705112966,3.5861426443198865,return_over_vol_sharpe,1.2474546726418407,bar_returns,False,,0.0,False,0.0,0.0,36.0,0.00821917808219178
3,0.3070130705403644,1.9182313771637118,0.20527817009580374,9.344546360036576,10.889057996455607,42.75396521419935,-0.044866747857263856,1.560501538700773,0.4961832061068702,fixed_periods,bar_returns,0.009589041095890411,42.0,0.3125130948006667,0.3070130705403644,0.004200000000000001,0.005500024260302272,0.017599340161443176,0.277167876418256,0.27296787641825604,0.004200000000000001,5.318984990773474,9.344546360036576,return_over_vol_sharpe,1.560501538700773,bar_returns,False,,0.0,False,0.0,0.0,42.0,0.009589041095890411
4,0.09130619045635036,0.4183600001446397,0.15598653718044694,2.6820263319306603,4.048088079683503,13.196707100893134,-0.03170184781295371,1.1919296420488557,0.5052854122621564,fixed_periods,bar_returns,0.008675799086757991,38.0,0.09546174046775713,0.09130619045635036,0.0038000000000000004,0.004155550011406772,0.04353105224192239,0.09419472957752784,0.09039472957752784,0.0038000000000000004,2.318013623777242,2.6820263319306603,return_over_vol_sharpe,1.1919296420488557,bar_returns,False,,0.0,False,0.0,0.0,38.0,0.008675799086757991
5,-0.024558791702152583,-0.09467524653211257,0.10434561102353333,-0.9073237063201461,-1.2060288594177777,-1.2736497113862746,-0.07433381854188581,0.9383562803906582,0.48232848232848236,fixed_periods,bar_returns,0.008675799086757991,38.0,-0.02084505841631723,-0.024558791702152583,0.0038000000000000004,0.0037137332858353522,0.1781589291651153,-0.019702960352228627,-0.02350296035222863,0.0038000000000000004,-0.9009659389287759,-0.9073237063201461,return_over_vol_sharpe,0.9383562803906582,bar_returns,False,,0.0,False,0.0,0.0,38.0,0.008675799086757991
6,-0.06128146729498429,-0.2234998067695697,0.14645959473531844,-1.5260168319697882,-2.086641050977666,-2.3634513103098302,-0.09456501422077979,0.8836509603682473,0.5130023640661938,fixed_periods,bar_returns,0.007762557077625571,34.0,-0.05808404468077322,-0.06128146729498429,0.0034000000000000002,0.003197422614211076,0.055048208708328404,-0.05715014726630785,-0.06055014726630783,0.0034000000000000002,-1.653702439249104,-1.5260168319697882,return_over_vol_sharpe,0.8836509603682473,bar_returns,False,,0.0,False,0.0,0.0,34.0,0.007762557077625571
7,0.11432311507269954,0.5418586365400286,0.17809061966159637,3.042600657854163,3.7027771523729496,11.295279815928364,-0.04797213042707549,1.2054271505901484,0.5106951871657754,fixed_periods,bar_returns,0.00684931506849315,30.0,0.11767234763179091,0.11432311507269954,0.003,0.003349232559091364,0.02846235862967112,0.11521074261122866,0.11221074261122867,0.003,2.5203066354521964,3.042600657854163,return_over_vol_sharpe,1.2054271505901484,bar_returns,False,,0.0,False,0.0,0.0,30.0,0.00684931506849315
8,0.08263014380378864,0.3737903460199794,0.17445634388710102,2.1426010524551455,2.746581983304897,7.700804208208597,-0.048539131227559484,1.1425458339268677,0.5047169811320755,fixed_periods,bar_returns,0.007762557077625571,34.0,0.0863204403422233,0.08263014380378864,0.0034000000000000002,0.0036902965384346675,0.04275113198918164,0.08659702614463283,0.08319702614463283,0.0034000000000000002,1.9075723883901536,2.1426010524551455,return_over_vol_sharpe,1.1425458339268677,bar_returns,False,,0.0,False,0.0,0.0,34.0,0.007762557077625571
9,0.14255379983900607,0.7041453584245156,0.17377069268009343,4.052152567066219,5.247622469579539,14.149395029325355,-0.04976505051736402,1.2842460784515486,0.5106382978723404,fixed_periods,bar_returns,0.00684931506849315,30.0,0.1459900487640815,0.14255379983900607,0.003,0.0034362489250754358,0.023537555841414783,0.14002774642416316,0.13702774642416318,0.003,3.154219950689317,4.052152567066219,return_over_vol_sharpe,1.2842460784515486,bar_returns,False,,0.0,False,0.0,0.0,30.0,0.00684931506849315
