probability_bucket,decile,trade_count,avg_pred_prob,actual_win_rate,avg_realized_r,avg_trade_r,median_trade_r,avg_mfe_r,avg_mae_r,avg_giveback_r,profit_factor,expected_r_after_cost,avg_bars_held
"(0.0696, 0.19]","(0.0696, 0.19]",20,0.14157498218119144,0.55,-0.03021750753987309,-0.03021750753987309,0.2177566102498103,3.8840337750220746,-3.3736147759110446,3.914251282561947,0.9797979241608706,-0.06824845194683893,24.0
"(0.19, 0.23]","(0.19, 0.23]",20,0.20953874439001083,0.7,0.19020526828356404,0.19020526828356404,0.9331747097317066,2.7960785341880072,-2.9024635942833834,2.6058732659044432,1.1867142543161489,0.15375607046732653,24.0
"(0.23, 0.268]","(0.23, 0.268]",20,0.24853728264570235,0.7,1.1418412283101018,1.1418412283101018,0.4050493410797241,4.397891174284756,-2.963766486429445,3.256049945974655,1.7897333730847447,1.097674063419032,24.1
"(0.268, 0.312]","(0.268, 0.312]",19,0.2881338925738084,0.10526315789473684,-2.08350008068058,-2.08350008068058,-2.238438189587099,2.005272588067073,-3.5977987184138795,4.088772668747652,0.11328668146593206,-2.125197040550057,24.36842105263158
"(0.312, 0.692]","(0.312, 0.692]",20,0.6576403230428696,0.6,1.272090375267317,1.272090375267317,0.8803422424217084,3.2755907580306216,-1.5323671822233966,2.0035003827633036,4.86165771439644,1.2314824443313912,24.1
"(0.692, 0.721]","(0.692, 0.721]",20,0.7090973198413849,0.5,0.8322475936656396,0.8322475936656396,-0.15102217353599404,4.21825043742918,-3.237417279919152,3.3860028437635408,1.625013380867256,0.7888978362312613,24.0
"(0.721, 0.748]","(0.721, 0.748]",19,0.7349022532764234,0.42105263157894735,-0.6537298644430902,-0.6537298644430902,-0.3266091306192318,3.5311459568729924,-4.256673415099748,4.184875821316083,0.679355027970784,-0.6960465588393298,24.05263157894737
"(0.748, 0.781]","(0.748, 0.781]",20,0.7632575362920762,0.5,1.2837455371271802,1.2837455371271802,0.9141056127970262,4.09803057379788,-3.0933973496899663,2.8142850366706993,1.9132817356131833,1.2466162404243784,24.1
"(0.781, 0.826]","(0.781, 0.826]",20,0.8055406481027603,0.55,1.0630164906956565,1.0630164906956565,0.727431762906423,3.725961377101375,-2.6844590339735697,2.662944886405719,1.8924735089800981,1.0179334938172864,24.0
"(0.826, 0.953]","(0.826, 0.953]",20,0.8680739551782608,0.6,1.183901230542684,1.183901230542684,0.3587072350354212,4.171339272437856,-2.044232536380196,2.9874380418951727,3.3566189464669223,1.1406374769268057,24.1
