time,close_ret,lag_close_ret_1,lag_close_ret_2,lag_close_ret_4,lag_close_ret_8,lag_close_ret_16,lag_close_ret_24,lag_close_ret_48,ret_1,ret_4,ret_8,ret_16,ret_24,ret_48,rolling_return_24,rolling_return_48,vol_rolling_24,vol_rolling_48,vol_rolling_96,vol_rolling_192,atr_48,atr_over_price_48,atr_pct,atr_pct_rank_192,ema_trend_48_192,close_over_bb_upper_192,close_over_bb_mid_192,bollinger_percent_b,bollinger_bandwidth,bollinger_bandwidth_rank_192,ema_alignment_score,distance_from_ema24_atr,distance_from_ema96_atr,mama_minus_fama_over_atr,close_minus_decycler_over_atr,instantaneous_trendline_slope_over_atr,decycler_slope_over_atr,frama_slope_over_atr,supersmoother_slope_over_atr,roofing_filter_over_atr,dominant_cycle_phase_normalized,body_ratio,upper_wick_ratio,lower_wick_ratio,close_location,range_to_atr,close_over_vwap_32,close_ret_robust_z_128,pred_ret
2026-05-20 03:30:00+00:00,-0.0018681864402770865,0.0028458273057130334,-0.001515474414529705,0.0054206985093077087,-0.0016548463356973464,0.0002841514527240907,0.0017808804673029588,0.0014802979393313542,-0.0018681864021345973,-0.0019153917673975229,-0.00052095664432272315,-0.00082853966159746051,0.00045035436050966382,-0.0097132939845323563,0.00045035436050966382,-0.0097132939845323563,0.0026497461733130797,0.0027625484964095555,0.0035997046597271922,0.0032740470505085856,10.03106484866367,0.0047531579621136189,0.0047531579621136189,0.625,-0.016821423545479774,-0.049470741301774979,-0.018076667562127113,0.2263432119089451,0.066055982221059129,0.1354166716337204,-1,0.18802206218242645,1.5414530038833618,-0.27287796139717102,0.12892374396324158,0.020981106907129288,0.02192370593547821,-0.0048468383029103279,0.065948642790317535,0.23511548340320587,0.5916752815246582,0.65420562028884888,0.15887850522994995,0.18691588938236237,0.18691588938236237,0.53334319591522217,-0.0006036903359927237,-0.76906198263168335,1.0031787157058716
2026-05-20 04:00:00+00:00,0.0008529188779375918,-0.0018681864402770865,0.0028458273057130334,-0.001371515051195149,-0.0014207909069381408,0.0012309731789883482,0.00097181729834794339,-0.00091502041199376105,0.00085291889263316989,0.00030783074907958508,0.0017548019532114267,-0.0012058162828907371,0.00033151789102703333,-0.0079609230160713196,0.00033151789102703333,-0.0079609230160713196,0.0026480039556048304,0.0027645918497769357,0.0035988651521889499,0.0032742740958780227,9.8981259976498457,0.0046861688606441021,0.0046861688606441021,0.61458331346511841,-0.016700563952326775,-0.048136383295059204,-0.016972122713923454,0.24080653110026357,0.065480518990436429,0.1302083283662796,-1,0.0079991435632109642,1.3518433570861816,-0.2708161473274231,0.30690327286720276,0.0050778989680111408,0.0056046172976493835,-0.001134432852268219,0.028765957802534103,0.25058409571647644,0.27215486764907837,0.42647057771682739,0.54411762952804565,0.029411764815449715,0.45588234066963196,0.34349936246871948,0.00026552597410045564,0.36318552494049072,0.85026556253433228
2026-05-20 04:30:00+00:00,-4.7344001514959544e-05,0.0008529188779375918,-0.0018681864402770865,-0.001515474414529705,0.0010671093194214443,0.0014186074004018945,0.0043334122661615737,0.0021370030293776932,-4.7344001359306276e-05,0.0017786420648917556,0.00063958310056477785,-0.0026679257862269878,-0.004031782504171133,-0.010123260319232941,-0.004031782504171133,-0.010123260319232941,0.0024834133651748837,0.0027438306885969347,0.003573064680208965,0.0032740433433318577,9.8273317060321403,0.0046528722159564495,0.0046528722159564495,0.609375,-0.016580281779170036,-0.047638151794672012,-0.016749579459428787,0.24178702532972707,0.064867303809019367,0.1197916641831398,-1,0.016773872077465057,1.3434737920761108,-0.26757955551147461,0.28082624077796936,0.017397770658135414,0.018112203106284142,-0.0013253085780888796,0.027768956497311592,0.2596135139465332,0.07014397531747818,0.038461539894342422,0.053846154361963272,0.9076923131942749,0.9076923131942749,0.66142064332962036,0.00029692210955545306,-0.0046010701917111874,0.88596862554550171
2026-05-20 05:00:00+00:00,0.0053501254675443199,-4.7344001514959544e-05,0.0008529188779375918,0.0028458273057130334,-0.0036479924197558855,0.00014165978042735006,-0.00082521868295093448,-0.0020152786239864273,0.0053501254878938198,0.0042802751995623112,0.0096764219924807549,0.0025259081739932299,0.0021237435285001993,-0.0028176950290799141,0.0021237435285001993,-0.0028176950290799141,0.002720654441898767,0.0028447215862164236,0.0036153160636016118,0.003298792251374819,9.9121789621564727,0.0046680695377290249,0.0046680695377290249,0.609375,-0.016298284754157066,-0.041957303881645203,-0.011243813671171665,0.32463644900094335,0.064117166229503669,0.109375,-1,1.0335109233856201,0.18800416588783264,-0.20461814105510712,1.3222402334213257,0.094032526016235352,0.096193857491016388,0.033083505928516388,0.16311483085155487,0.38517343997955322,0.80615568161010742,0.80811810493469238,0.19188192486763,0,0.80811810493469238,1.3670052289962769,0.0055155763402581215,2.2628445625305176,0.69189506769180298
2026-05-20 05:30:00+00:00,0.00061222567580276888,0.0053501254675443199,-4.7344001514959544e-05,-0.0018681864402770865,0.0054206985093077087,-0.0008970515332501483,-0.0018877719571478435,0.002465483234713961,0.00061222567455843091,0.0067759668454527855,0.0048475963994860649,0.0040403562597930431,0.004633788950741291,-0.0046611856669187546,0.004633788950741291,-0.0046611856669187546,0.0026892385498488176,0.0028222753670937096,0.0036049854139327971,0.0032993422239844588,9.8535919004448775,0.0046376390382647514,0.0046376390382647514,0.59375,-0.01600521057844162,-0.040782898664474487,-0.010398228652775288,0.33586857014420507,0.063353064377046978,0.098958335816860199,-1,1.0778604745864868,0.056011218577623367,-0.14261516928672791,1.2850344181060791,0.17348951101303101,0.17699916660785675,0.098283059895038605,0.34051111340522766,0.65237748622894287,0.11379033327102661,0.14084507524967194,0.69014084339141846,0.16901408135890961,0.30985915660858154,0.72054940462112427,0.0061345226131379604,0.25193449854850769,0.88779598474502563
2026-05-20 06:00:00+00:00,0.0017884877865110838,0.00061222567580276888,0.0053501254675443199,0.0008529188779375918,-0.001371515051195149,-0.0062613708858065831,-0.0014894321244501851,0.00014053826154158955,0.0017884877743199468,0.007717072032392025,0.0080272788181900978,0.012173664756119251,0.0079318098723888397,-0.0030211480334401131,0.0079318098723888397,-0.0030211480334401131,0.0026831438356527491,0.002835176024998247,0.0035995858978065971,0.0032983774114055168,9.829558735852272,0.0046180686913430691,0.0046180686913430691,0.58854168653488159,-0.01566615141928196,-0.038534127175807953,-0.008410165086388588,0.36578645491440009,0.062662567868502078,0.088541664183139801,-1,1.3497180938720703,0.32362768054008484,-0.065238632261753082,1.4791432619094849,0.19213202595710754,0.19562207162380219,0.14592970907688141,0.39333254098892212,0.91696852445602417,0.90982168912887573,0.50574713945388794,0.42528736591339111,0.068965516984462738,0.57471263408660889,0.88508552312850952,0.0076281339861452579,0.72631055116653442,0.85985511541366577
2026-05-20 06:30:00+00:00,0.0019027484143763207,0.0017884877865110838,0.00061222567580276888,-4.7344001514959544e-05,-0.001515474414529705,0.00095106757335106096,0.0012548833905527967,0.00093679008876090819,0.0019027483649551868,0.0096823070198297501,0.011478169821202755,0.013136016204953194,0.0085839955136179924,-0.0020590093918144703,0.0085839955136179924,-0.0020590093918144703,0.0026960530874338313,0.0028458035152305276,0.0035940510087823984,0.0032992454631876624,9.7820679288553443,0.0045870286412537098,0.0045870286412537098,0.58333331346511841,-0.015280010178685188,-0.03621455654501915,-0.0063253538683056831,0.39801862520725428,0.062024598592201677,0.078125,-1,1.6286702156066895,0.72398006916046143,0.027052715420722961,1.6679667234420776,0.22856414318084717,0.23238052427768707,0.16935358941555023,0.41824561357498169,1.1547735929489136,0.20685601234436035,0.5231788158416748,0.10596026480197906,0.37086093425750732,0.89403975009918213,0.77182042598724365,0.0089899301528930664,0.74107778072357178,0.82468283176422119
2026-05-20 07:00:00+00:00,0.00067993716442749097,0.0019027484143763207,0.0017884877865110838,0.0053501254675443199,0.0028458273057130334,0.0047983277115302148,-0.0013479001135073831,0.00051475233393394326,0.00067993719130754471,0.0049919937737286091,0.0092936363071203232,0.0089834518730640411,0.010631999932229519,-0.0018942494643852115,0.010631999932229519,-0.0018942494643852115,0.0026718787155230392,0.0028465871333059429,0.0035944078558517644,0.0032235576054193281,9.7261915136708463,0.0045577278360724449,0.0045577278360724449,0.578125,-0.01488635316491127,-0.035285960882902145,-0.005507925059646368,0.4107803396236131,0.061734432638969022,0.072916664183139801,-1,1.6441401243209839,0.8591342568397522,0.31873545050621033,1.5779449939727783,0.24499087035655975,0.24868609011173248,0.23005643486976624,0.39524546265602112,1.3240897655487061,0.19847951829433441,0.22535210847854614,0.23239436745643616,0.54225349426269531,0.76760566234588623,0.72998768091201782,0.0093103386461734772,0.24285474419593811,0.83697283267974854
2026-05-20 07:30:00+00:00,-0.0025538894095594733,0.00067993716442749097,0.0019027484143763207,0.00061222567580276888,-0.0018681864402770865,-0.0016548463356973464,0.0002841514527240907,0.0011926755688596025,-0.0025538892950862646,0.0018120205495506525,0.0086002657189965248,0.0080748284235596657,0.0077646002173423767,-0.005629262886941433,0.0077646002173423767,-0.005629262886941433,0.0027411733973402553,0.0028635083169208206,0.0036042101684976178,0.0032279066623373868,9.6631458571360334,0.0045397784560918808,0.0045397784560918808,0.57291668653488159,-0.014583954587578773,-0.037461977452039719,-0.0078903818503022194,0.37158636118082133,0.061445045507924949,0.067708335816860199,-1,1.0035990476608276,0.2945401668548584,0.36438065767288208,0.82973110675811768,0.19231869280338287,0.19451038539409637,0.13184158504009247,0.23417806625366211,1.3088446855545044,0.15532942116260529,0.75,0.0546875,0.1953125,0.1953125,0.66231018304824829,0.006468702107667923,-1.0203324556350708,0.89669543504714966
2026-05-20 08:00:00+00:00,0.0009865871132928028,-0.0025538894095594733,0.00067993716442749097,0.0017884877865110838,0.0008529188779375918,-0.0014207909069381408,0.0012309731789883482,-0.0032701111837802888,0.00098658713977783918,0.001010101055726409,0.0087349684908986092,0.010505098849534988,0.0075186192989349365,-0.0013826396316289902,0.0075186192989349365,-0.0013826396316289902,0.0027381174224668375,0.0028293829561255586,0.0036054291506446242,0.0032285864576116026,9.559746985112362,0.0044867750257253647,0.0044867750257253647,0.5625,-0.014260840602219105,-0.036210149526596069,-0.0067562991753220558,0.38946008672103882,0.061120900605705041,0.057291667908430099,-1,1.1353951692581177,0.50672900676727295,0.41935953497886658,0.907695472240448,0.14965106546878815,0.15068118274211884,0.14524033665657043,0.064387895166873932,1.1351708173751831,0.079547323286533356,0.47872340679168701,0.1702127605676651,0.35106381773948669,0.82978725433349609,0.49164479970932007,0.0072084772400557995,0.36140185594558716,0.82212084531784058
