regime,rows,realized_mean,sharpe,hit_rate,calibration_slope,prediction_correlation,turnover_mean,cost_mean,asset
low_volatility,14580,-0.026520931283371286,-0.010524319491879819,0.5186556927297667,0.09438002372214913,0.038190567327438564,,,ETHUSD
high_volatility,14554,0.03077043643605342,0.012654449174247332,0.5195135357977189,0.07770365246746729,0.03051898805307171,,,ETHUSD
