name,upper,lower,net_pnl,profitable_fold_count,median_fold_return,worst_3_fold_average_return,cumulative_return,annualized_return,annualized_vol,sharpe,sortino,calmar,max_drawdown,profit_factor,hit_rate,total_turnover,total_cost,cost_to_gross_pnl,active_rows,long_rate,short_rate,flat_rate
sym_0.35,0.35,-0.35,2.9531439200684795,8.0,0.1957886349868868,-0.12004469063544636,2.9531439200684795,0.7329141594454747,0.5300664867538872,1.3826834515304318,2.0493883918742477,1.7530137128865155,-0.4180880925561369,1.042795137589525,0.4891734407596576,1731.0,0.17309999999999998,0.09121007953742194,30516.0,0.3608447488584475,0.3358675799086758,0.3032876712328767
sym_0.5,0.5,-0.5,1.6227368846386643,8.0,0.09514286476971678,-0.14134552304726203,1.6227368846386643,0.47062481396822076,0.5052407220341396,0.9314863063164179,1.3477503468131653,1.038828082434248,-0.45303435854893603,1.0345671880176424,0.4891603645530347,1686.0,0.16860000000000003,0.11613661573780806,25566.0,0.3005022831050228,0.28319634703196345,0.4163013698630137
sym_0.75,0.75,-0.75,0.2523861575448114,8.0,0.026305041381439742,-0.0834888420493527,0.2523861575448114,0.09419645525606968,0.4630258374338242,0.20343671484538325,0.2920661303777199,0.2289797771425576,-0.41137456080859536,1.0153102790061341,0.4868379606713765,1541.0,0.15410000000000001,0.23822155683881407,18235.0,0.21109589041095891,0.2052283105022831,0.583675799086758
sym_1,1.0,-1.0,-0.16612922935516883,4.0,-0.021931806001583787,-0.22689636884118167,-0.16612922935516883,-0.07009303545060075,0.43854119943475756,-0.1598322701286555,-0.22292872564498456,-0.15632222004381396,-0.4483881781550638,1.0021842962180234,0.4876354086880403,1329.0,0.13290000000000002,0.6917238910530016,12650.0,0.1430821917808219,0.14573059360730595,0.7111872146118722
sym_1.25,1.25,-1.25,0.44070144095752717,5.0,0.0073169387704069555,-0.1402240738568278,0.44070144095752717,0.15725641323824746,0.3939197029662759,0.3992093110704606,0.5719922523617672,0.3038444752919084,-0.5175556115909912,1.0258735809339077,0.48669991687448044,1066.0,0.1066,0.16015971195966988,8454.0,0.09381278538812786,0.09920091324200914,0.806986301369863
