regime,rows,realized_mean,sharpe,hit_rate,calibration_slope,prediction_correlation,turnover_mean,cost_mean,asset
low_volatility,14580,-0.026520931283371386,-0.010524319491879848,0.5075445816186557,0.03123192128499888,0.006413439302458961,,,ETHUSD
high_volatility,14554,0.03077043643605341,0.012654449174247316,0.5226741789198845,0.15796977916647328,0.0439578331131595,,,ETHUSD
