trade_id,asset,side,signal_timestamp,entry_timestamp,exit_timestamp,entry_price,exit_price,raw_entry_price,raw_exit_price,bars_held,position_size,gross_return,net_return,entry_cost,exit_cost,holding_cost,total_cost,entry_turnover,exit_turnover,holding_turnover,total_turnover,trade_r,gross_trade_r,total_cost_r,max_favorable_r,max_adverse_r,time_to_mfe,time_to_mae,exit_reason,risk_distance,risk_distance_source,cost_return,gross_r_multiple,net_r_multiple,mfe_r_multiple,mae_r_multiple,cost_component_reconciliation,gross_pnl_currency,net_pnl_currency,cost_currency,return_unit,r_multiple_unit,currency_pnl_available,was_ever_positive,was_ever_0_5r,lost_but_reached_0_5r,was_ever_1r,lost_but_reached_1r,was_ever_1_5r,lost_but_reached_1_5r,was_ever_2r,lost_but_reached_2r,lost_but_was_positive,giveback_r,capture_ratio,positive_mfe_capture_ratio,abs_mae_r,pred_prob,pred_is_oos
25,ETHUSD,long,2022-05-20 15:00:00,2022-05-20 15:00:00,2022-05-21 03:00:00,1965.5,1949.1,1965.5,1949.1,24,1.0,-0.008343932841516244,-0.00854268146781989,0.0001,9.874862630364642e-05,0.0,0.00019874862630364643,1.0,1.0,0.0,2.0,-0.9111901142038729,-0.8898605899413162,0.021329524262556677,0.5751537959376719,-2.4091347678898964,16,6,position_exit,18.429853153831235,atr_48,0.00019874862630364643,-0.8898605899413162,-0.9111901142038729,0.5751537959376719,-2.4091347678898964,0.0,,,,fractional_return,R,False,True,True,True,False,False,False,False,False,False,True,1.4863439101415448,-1.584254716981154,-1.584254716981154,2.4091347678898964,0.6350130438804626,True
26,ETHUSD,long,2022-05-23 22:00:00,2022-05-23 22:00:00,2022-05-24 10:00:00,1968.2,1970.1,1968.2,1970.1,24,1.0,0.00096534904989376,0.0007651405883544182,0.0001,0.00010020846153934179,0.0,0.0002002084615393418,1.0,1.0,0.0,2.0,0.10397082604831961,0.13114034460010288,0.027169518551783265,1.6012926288013742,-1.2147737184010496,13,22,position_exit,14.488295007868793,atr_48,0.0002002084615393418,0.13114034460010288,0.10397082604831961,1.6012926288013742,-1.2147737184010496,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,False,False,False,1.4973218027530546,0.06492931034482158,0.06492931034482158,1.2147737184010496,0.6338929533958435,True
27,ETHUSD,long,2022-05-26 03:00:00,2022-05-26 03:00:00,2022-05-26 15:00:00,1935.9,1850.1,1935.9,1850.1,24,1.0,-0.04432047109871384,-0.04451170591352849,0.0001,9.123481481464477e-05,0.0,0.00019123481481464477,1.0,1.0,0.0,2.0,-6.262363542449795,-6.23423102997676,0.02813251247303493,0.9155164449616136,-14.444815020505576,2,20,position_exit,13.762723836739177,atr_48,0.00019123481481464477,-6.23423102997676,-6.262363542449795,0.9155164449616136,-14.444815020505576,0.0,,,,fractional_return,R,False,True,True,True,False,False,False,False,False,False,True,7.1778799874114085,-6.840252380952445,-6.840252380952445,14.444815020505576,0.5759641528129578,True
28,ETHUSD,long,2022-05-31 06:00:00,2022-05-31 06:00:00,2022-05-31 18:00:00,1968.8,1960.0,1968.8,1960.0,24,1.0,-0.004469727752946406,-0.00466913873323882,0.0001,9.941098029241377e-05,0.0,0.00019941098029241378,1.0,1.0,0.0,2.0,-0.6061284581321803,-0.5801685525359793,0.025959905596200955,1.9580688648089433,-2.6503154331757406,20,16,position_exit,15.168005851979059,atr_48,0.00019941098029241378,-0.5801685525359793,-0.6061284581321803,1.9580688648089433,-2.6503154331757406,0.0,,,,fractional_return,R,False,True,True,True,True,True,True,True,False,False,True,2.5641973229411237,-0.30955420875420675,-0.30955420875420675,2.6503154331757406,0.6054856777191162,True
29,ETHUSD,short,2022-06-01 14:00:00,2022-06-01 14:00:00,2022-06-02 02:00:00,1921.0,1827.6,1921.0,1827.6,24,1.0,0.04935009608009522,0.049140003004343846,0.0001,0.00011009307575137192,0.0,0.00021009307575137193,1.0,1.0,0.0,2.0,6.110072914451215,6.135310454887701,0.025237540436486645,10.424772689407668,-0.3153050340841612,13,1,position_exit,15.223353518417783,atr_48,0.00021009307575137193,6.135310454887701,6.110072914451215,10.424772689407668,-0.3153050340841612,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,4.314699774956453,0.5861109010712048,0.5861109010712048,0.3153050340841612,0.39539894461631775,True
30,ETHUSD,short,2022-06-03 21:30:00,2022-06-03 21:30:00,2022-06-04 09:30:00,1787.35,1772.15,1787.35,1772.15,24,1.0,0.008372319702697473,0.008170746191005218,0.0001,0.00010157351169225457,0.0,0.00020157351169225457,1.0,1.0,0.0,2.0,0.992462145665598,1.0163647716472255,0.023902625981627505,2.724793713462167,-0.42794306174621144,10,1,position_exit,14.955260575752867,atr_48,0.00020157351169225457,1.0163647716472255,0.992462145665598,2.724793713462167,-0.42794306174621144,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,1.7323315677965692,0.36423386503067035,0.36423386503067035,0.42794306174621144,0.41780343651771545,True
31,ETHUSD,long,2022-06-07 00:00:00,2022-06-07 00:00:00,2022-06-07 12:30:00,1808.0,1749.6,1808.0,1749.6,25,1.0,-0.03230088495575256,-0.03249374039048647,0.0001,9.285543473390731e-05,0.0,0.00019285543473390732,1.0,1.0,0.0,2.0,-4.4702749668801935,-4.442766331512472,0.02750863536772102,0.03803738297527796,-6.32181305049119,1,4,position_exit,13.144963214871284,atr_48,0.00019285543473390732,-4.442766331512472,-4.4702749668801935,0.03803738297527796,-6.32181305049119,0.0,,,,fractional_return,R,False,True,False,False,False,False,False,False,False,False,True,4.508312349855472,-117.52320000000019,-117.52320000000019,6.32181305049119,0.6031893491744995,True
32,ETHUSD,long,2022-06-11 08:30:00,2022-06-11 08:30:00,2022-06-11 20:30:00,1577.5,1521.65,1577.5,1521.65,24,1.0,-0.03540412044373964,-0.035598031458319745,0.0001,9.391101458010595e-05,0.0,0.00019391101458010596,1.0,1.0,0.0,2.0,-4.049531561909051,-4.026784017459481,0.02274754444956971,2.5126843869017508,-5.584143637461728,2,14,position_exit,13.869628904317537,atr_48,0.00019391101458010596,-4.026784017459481,-4.049531561909051,2.5126843869017508,-5.584143637461728,0.0,,,,fractional_return,R,False,True,True,True,True,True,True,True,True,True,True,6.562215948810802,-1.6116355810616945,-1.6116355810616945,5.584143637461728,0.6470282673835754,True
33,ETHUSD,short,2022-06-15 01:30:00,2022-06-15 01:30:00,2022-06-15 13:30:00,1219.25,1137.95,1219.25,1137.95,24,1.0,0.06235429854855301,0.06214066964394371,0.0001,0.00011362890460929762,0.0,0.00021362890460929762,1.0,1.0,0.0,2.0,2.8079399897219393,2.8163874198860133,0.00844743016407386,7.14143009359781,-0.03810610285208315,15,1,position_exit,28.866767201825656,atr_48,0.00021362890460929762,2.8163874198860133,2.8079399897219393,7.14143009359781,-0.03810610285208315,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,4.333490103875871,0.393190152801358,0.393190152801358,0.03810610285208315,0.4007466435432434,True
34,ETHUSD,long,2022-06-18 20:00:00,2022-06-18 20:00:00,2022-06-19 08:00:00,900.1500000000001,960.45,900.1500000000001,960.45,24,1.0,0.06698883519413346,0.06677614791034725,0.0001,0.00011268728378620593,0.0,0.00021268728378620594,1.0,1.0,0.0,2.0,3.4813013619543023,3.49172616230255,0.010424800348247573,6.404393259546634,-0.7875203284795222,5,1,position_exit,17.269395478663856,atr_48,0.00021268728378620594,3.49172616230255,3.4813013619543023,6.404393259546634,-0.7875203284795222,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,2.9230918975923315,0.5435801989150091,0.5435801989150091,0.7875203284795222,0.802818238735199,True
35,ETHUSD,long,2022-06-19 20:00:00,2022-06-19 20:00:00,2022-06-20 08:00:00,1124.1,1114.45,1124.1,1114.45,24,1.0,-0.008584645494173149,-0.00877969861889527,0.0001,9.50531247221221e-05,0.0,0.0001950531247221221,1.0,1.0,0.0,2.0,-0.4598669237518377,-0.44939713475336585,0.010469788998471827,1.5251560790852787,-3.3739712344955164,1,13,position_exit,21.47321211848823,atr_48,0.0001950531247221221,-0.44939713475336585,-0.4598669237518377,1.5251560790852787,-3.3739712344955164,0.0,,,,fractional_return,R,False,True,True,True,True,True,True,True,False,False,True,1.9850230028371163,-0.30152122137404164,-0.30152122137404164,3.3739712344955164,0.6367266178131104,True
36,ETHUSD,long,2022-06-20 20:00:00,2022-06-20 20:00:00,2022-06-21 08:00:00,1116.85,1156.05,1116.85,1156.05,24,1.0,0.03509871513632157,0.03489247569011056,0.0001,0.00010623944621100953,0.0,0.00020623944621100954,1.0,1.0,0.0,2.0,1.8684161002645525,1.8791237500617795,0.010707649797227018,2.3680794197207136,-1.3038817857571428,24,4,position_exit,20.860786842117918,atr_48,0.00020623944621100954,1.8791237500617795,1.8684161002645525,2.3680794197207136,-1.3038817857571428,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,0.49966331945616105,0.7890006072874489,0.7890006072874489,1.3038817857571428,0.6351490616798401,True
37,ETHUSD,long,2022-06-25 15:30:00,2022-06-25 15:30:00,2022-06-26 03:30:00,1183.05,1232.6,1183.05,1232.6,24,1.0,0.04188326782469032,0.04167480439330551,0.0001,0.00010846343138480882,0.0,0.00020846343138480883,1.0,1.0,0.0,2.0,3.7243813565958153,3.7422512672384243,0.01786991064260917,5.44533433638529,-0.27566533048273967,12,1,position_exit,13.240692957681896,atr_48,0.00020846343138480883,3.7422512672384243,3.7243813565958153,5.44533433638529,-0.27566533048273967,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,1.720952979789475,0.6839582524271827,0.6839582524271827,0.27566533048273967,0.6092800498008728,True
38,ETHUSD,long,2022-07-02 00:00:00,2022-07-02 00:00:00,2022-07-02 12:00:00,1061.6,1045.25,1061.6,1045.25,24,1.0,-0.01540128108515415,-0.015597927256499666,0.0001,9.664617134551587e-05,0.0,0.00019664617134551587,1.0,1.0,0.0,2.0,-1.184901827551314,-1.169712025879465,0.015189801671848892,0.13950693886637852,-2.5433188085636185,1,18,position_exit,13.97779935425296,atr_48,0.00019664617134551587,-1.169712025879465,-1.184901827551314,0.13950693886637852,-2.5433188085636185,0.0,,,,fractional_return,R,False,True,False,False,False,False,False,False,False,False,True,1.3244087664176925,-8.4934974358962,-8.4934974358962,2.5433188085636185,0.6157329082489014,True
39,ETHUSD,long,2022-07-05 02:00:00,2022-07-05 02:00:00,2022-07-05 14:00:00,1145.15,1100.05,1145.15,1100.05,24,1.0,-0.03938348687944759,-0.039575076679473575,0.0001,9.158980002598191e-05,0.0,0.00019158980002598192,1.0,1.0,0.0,2.0,-4.56971494638243,-4.546625949901147,0.023088996481282854,2.706805027823614,-5.968076634903487,8,23,position_exit,9.919443670306924,atr_48,0.00019158980002598192,-4.546625949901147,-4.56971494638243,2.706805027823614,-5.968076634903487,0.0,,,,fractional_return,R,False,True,True,True,True,True,True,True,True,True,True,7.276519974206044,-1.6882320297951692,-1.6882320297951692,5.968076634903487,0.5825893878936768,True
40,ETHUSD,long,2022-07-06 13:00:00,2022-07-06 13:00:00,2022-07-07 01:00:00,1141.55,1184.45,1141.55,1184.45,24,1.0,0.03758048267706182,0.03737306454776457,0.0001,0.00010741812929725433,0.0,0.00020741812929725434,1.0,1.0,0.0,2.0,3.4855586977017268,3.5042077811168033,0.018649083415076356,5.011262176492212,-1.2252474759149636,20,1,position_exit,12.242424730398753,atr_48,0.00020741812929725434,3.5042077811168033,3.4855586977017268,5.011262176492212,-1.2252474759149636,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,1.5257034787904855,0.6955450692746535,0.6955450692746535,1.2252474759149636,0.594713032245636,True
41,ETHUSD,long,2022-07-07 14:30:00,2022-07-07 14:30:00,2022-07-08 02:30:00,1222.15,1253.05,1222.15,1253.05,24,1.0,0.025283312195719887,0.02507892848627402,0.0001,0.00010438370944586559,0.0,0.0002043837094458656,1.0,1.0,0.0,2.0,2.8315135572454833,2.8540904285545965,0.022576871309113376,4.913838537187854,-0.877471167354977,21,2,position_exit,10.826566562450727,atr_48,0.0002043837094458656,2.8540904285545965,2.8315135572454833,4.913838537187854,-0.877471167354977,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,2.082324979942371,0.5762325187969919,0.5762325187969919,0.877471167354977,0.5970501899719238,True
