trade_id,asset,side,signal_timestamp,entry_timestamp,exit_timestamp,entry_price,exit_price,raw_entry_price,raw_exit_price,bars_held,position_size,gross_return,net_return,entry_cost,exit_cost,holding_cost,total_cost,entry_turnover,exit_turnover,holding_turnover,total_turnover,trade_r,gross_trade_r,total_cost_r,max_favorable_r,max_adverse_r,time_to_mfe,time_to_mae,exit_reason,risk_distance,risk_distance_source,cost_return,gross_r_multiple,net_r_multiple,mfe_r_multiple,mae_r_multiple,cost_component_reconciliation,gross_pnl_currency,net_pnl_currency,cost_currency,return_unit,r_multiple_unit,currency_pnl_available,was_ever_positive,was_ever_0_5r,lost_but_reached_0_5r,was_ever_1r,lost_but_reached_1r,was_ever_1_5r,lost_but_reached_1_5r,was_ever_2r,lost_but_reached_2r,lost_but_was_positive,giveback_r,capture_ratio,positive_mfe_capture_ratio,abs_mae_r,pred_prob,pred_is_oos
77,ETHUSD,short,2022-10-06 04:00:00,2022-10-06 04:00:00,2022-10-06 16:00:00,1376.7,1364.0,1376.7,1364.0,24,1.0,0.008850478194603717,0.008648536343859536,0.0001,0.00010194185074418058,0.0,0.00020194185074418058,1.0,1.0,0.0,2.0,1.6820974047365531,1.719373974028603,0.037276569292049914,3.7298230696447057,-0.4941507878113499,20,19,position_exit,7.386409351214695,atr_48,0.00020194185074418058,1.719373974028603,1.6820974047365531,3.7298230696447057,-0.4941507878113499,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,2.0477256649081523,0.4509858439201476,0.4509858439201476,0.4941507878113499,0.4054850935935974,True
78,ETHUSD,short,2022-10-10 08:30:00,2022-10-10 08:30:00,2022-10-10 20:30:00,1306.75,1307.35,1306.75,1307.35,24,1.0,-0.0006463833303664845,-0.000846190613930653,0.0001,9.980728356416843e-05,0.0,0.00019980728356416844,1.0,1.0,0.0,2.0,-0.17923924525692836,-0.1248546434714716,0.05438460178545675,1.602301257884138,-2.663565727391836,15,8,position_exit,4.805588188932715,atr_48,0.00019980728356416844,-0.1248546434714716,-0.17923924525692836,1.602301257884138,-2.663565727391836,0.0,,,,fractional_return,R,False,True,True,True,True,True,True,True,False,False,True,1.7815405031410663,-0.11186363636362388,-0.11186363636362388,2.663565727391836,0.3825708329677582,True
79,ETHUSD,short,2022-10-12 09:00:00,2022-10-12 09:00:00,2022-10-12 21:00:00,1303.75,1299.9,1303.75,1299.9,24,1.0,0.0028449947351574245,0.002644354636446966,0.0001,0.0001006400987104584,0.0,0.0002006400987104584,1.0,1.0,0.0,2.0,0.6514524305334106,0.6987788138339862,0.04732638330057564,3.0764417907756823,-0.45375247651558615,7,1,position_exit,5.5096118024473775,atr_48,0.0002006400987104584,0.6987788138339862,0.6514524305334106,3.0764417907756823,-0.45375247651558615,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,2.4249893602422716,0.211755162241882,0.211755162241882,0.45375247651558615,0.4094430208206177,True
80,ETHUSD,long,2022-10-13 10:00:00,2022-10-13 10:00:00,2022-10-13 22:00:00,1242.6,1294.5500000000002,1242.6,1294.5500000000002,24,1.0,0.041807500402382125,0.04159911713302766,0.0001,0.00010838326935446183,0.0,0.00020838326935446183,1.0,1.0,0.0,2.0,9.422805199179486,9.468098980868135,0.04529378168864941,10.68920125559026,-9.13092894978807,20,5,position_exit,5.486845892187425,atr_48,0.00020838326935446183,9.468098980868135,9.422805199179486,10.68920125559026,-9.13092894978807,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,1.266396056410775,0.8815256606990656,0.8815256606990656,9.13092894978807,0.6342718601226807,True
81,ETHUSD,long,2022-10-14 10:00:00,2022-10-14 10:00:00,2022-10-14 22:00:00,1332.55,1291.9,1332.55,1291.9,24,1.0,-0.030505421935386856,-0.030699322411541496,0.0001,9.390047615464034e-05,0.0,0.00019390047615464034,1.0,1.0,0.0,2.0,-4.912945144495106,-4.880944638820028,0.032000505675078235,1.2487533639293706,-5.199136601744348,5,23,position_exit,8.328305893227059,atr_48,0.00019390047615464034,-4.880944638820028,-4.912945144495106,1.2487533639293706,-5.199136601744348,0.0,,,,fractional_return,R,False,True,True,True,True,True,False,False,False,False,True,6.161698508424477,-3.9342798076922594,-3.9342798076922594,5.199136601744348,0.7013539671897888,True
82,ETHUSD,long,2022-10-15 21:00:00,2022-10-15 21:00:00,2022-10-16 09:00:00,1276.65,1285.95,1276.65,1285.95,24,1.0,0.007284690400658045,0.007083016401128406,0.0001,0.00010167399952963904,0.0,0.00020167399952963905,1.0,1.0,0.0,2.0,1.5291645565521226,1.5723326971503373,0.043168140598214805,2.2147912185666,-2.113350399395625,22,4,position_exit,5.9147787340777676,atr_48,0.00020167399952963905,1.5723326971503373,1.5291645565521226,2.2147912185666,-2.113350399395625,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,0.6856266620144773,0.6904328244274822,0.6904328244274822,2.113350399395625,0.6285231113433838,True
83,ETHUSD,long,2022-10-16 21:30:00,2022-10-16 21:30:00,2022-10-17 09:30:00,1293.45,1317.9,1293.45,1317.9,24,1.0,0.018902934013685035,0.01869967382813531,0.0001,0.00010326018554972513,0.0,0.00020326018554972514,1.0,1.0,0.0,2.0,4.66044602482338,4.710282548027851,0.049836523204471274,5.182274050795432,-0.43346158417438513,24,1,position_exit,5.190771413540154,atr_48,0.00020326018554972514,4.710282548027851,4.66044602482338,5.182274050795432,-0.43346158417438513,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,0.5218280259720522,0.8993052044609728,0.8993052044609728,0.43346158417438513,0.6446612477302551,True
84,ETHUSD,short,2022-10-21 08:30:00,2022-10-21 08:30:00,2022-10-21 20:30:00,1278.3000000000002,1302.8000000000002,1278.3000000000002,1302.8000000000002,24,1.0,-0.019172310709474005,-0.01936838002122887,0.0001,9.606931175486508e-05,0.0,0.00019606931175486508,1.0,1.0,0.0,2.0,-4.443043880356156,-4.397159076701079,0.045884803655077466,4.343316312496625,-5.177879157666355,7,23,position_exit,5.571779317654539,atr_48,0.00019606931175486508,-4.397159076701079,-4.443043880356156,4.343316312496625,-5.177879157666355,0.0,,,,fractional_return,R,False,True,True,True,True,True,True,True,True,True,True,8.786360192852781,-1.0229611570247819,-1.0229611570247819,5.177879157666355,0.4045451879501343,True
85,ETHUSD,short,2022-10-23 22:00:00,2022-10-23 22:00:00,2022-10-24 11:00:00,1361.6,1348.45,1361.6,1348.45,26,1.0,0.009539142780816023,0.009337383158115387,0.0001,0.00010175962270063685,0.0,0.00020175962270063685,1.0,1.0,0.0,2.0,2.7906027710834653,2.8496147162957595,0.05901194521229424,6.2734863906283325,-2.091162130209477,19,1,position_exit,4.6146589308373835,atr_48,0.00020175962270063685,2.8496147162957595,2.7906027710834653,6.2734863906283325,-2.091162130209477,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,3.482883619544867,0.44482487046631936,0.44482487046631936,2.091162130209477,0.35447147488594055,True
86,ETHUSD,long,2022-10-25 01:00:00,2022-10-25 01:00:00,2022-10-25 15:30:00,1337.55,1408.75,1337.55,1408.75,29,1.0,0.0532316548914058,0.053022327324212304,0.0001,0.00010932756719349576,0.0,0.00020932756719349577,1.0,1.0,0.0,2.0,11.746697181903489,11.790997881951252,0.044300700047763736,13.314553788046084,-0.23184546397092887,29,1,position_exit,6.038505028398614,atr_48,0.00020932756719349577,11.790997881951252,11.746697181903489,13.314553788046084,-0.23184546397092887,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,1.5678566061425947,0.882244900497512,0.882244900497512,0.23184546397092887,0.6574720740318298,True
87,ETHUSD,short,2022-10-27 11:00:00,2022-10-27 11:00:00,2022-10-27 23:00:00,1554.0,1516.65,1554.0,1516.65,24,1.0,0.022812961189873526,0.022608469442815915,0.0001,0.0001044917470576113,0.0,0.0002044917470576113,1.0,1.0,0.0,2.0,2.8394341469249933,2.863260151073687,0.02382600414869355,3.8061811646802983,-1.782350696451496,24,4,position_exit,13.04457088399534,atr_48,0.0002044917470576113,2.863260151073687,2.8394341469249933,3.8061811646802983,-1.782350696451496,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,0.966747017755305,0.7460060422960694,0.7460060422960694,1.782350696451496,0.38617849349975586,True
88,ETHUSD,long,2022-11-04 14:00:00,2022-11-04 14:00:00,2022-11-05 02:00:00,1654.85,1651.8,1654.85,1651.8,24,1.0,-0.001843067347493621,-0.0020428247028426716,0.0001,9.975735534905059e-05,0.0,0.0001997573553490506,1.0,1.0,0.0,2.0,-0.2866925910517812,-0.25862767274123444,0.02806491831054677,1.0472300847063372,-3.9430120598254366,1,4,position_exit,11.793014906999455,atr_48,0.0001997573553490506,-0.25862767274123444,-0.2866925910517812,1.0472300847063372,-3.9430120598254366,0.0,,,,fractional_return,R,False,True,True,True,True,True,False,False,False,False,True,1.3339226757581184,-0.2737627530364305,-0.2737627530364305,3.9430120598254366,0.6464025974273682,True
89,ETHUSD,long,2022-11-06 23:30:00,2022-11-06 23:30:00,2022-11-07 11:30:00,1568.65,1580.25,1568.65,1580.25,24,1.0,0.007394893698401628,0.007193431167882958,0.0001,0.00010146253051867013,0.0,0.00020146253051867014,1.0,1.0,0.0,2.0,1.3511143708112727,1.3886719617208136,0.03755759090954089,3.1963397739608412,-2.609745583233985,6,16,position_exit,8.35330468228467,atr_48,0.00020146253051867014,1.3886719617208136,1.3511143708112727,3.1963397739608412,-2.609745583233985,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,1.8452254031495685,0.42270674157303323,0.42270674157303323,2.609745583233985,0.6720648407936096,True
90,ETHUSD,long,2022-11-10 12:00:00,2022-11-10 12:00:00,2022-11-11 00:00:00,1189.95,1285.1999999999998,1189.95,1285.1999999999998,24,1.0,0.08004538005798567,0.07982839444472467,0.0001,0.0001169856132610004,0.0,0.0002169856132610004,1.0,1.0,0.0,2.0,3.520331863755447,3.529149736151317,0.008817872395870384,5.863390506519123,-0.044461728959388463,8,2,position_exit,26.98950373918501,atr_48,0.0002169856132610004,3.529149736151317,3.520331863755447,5.863390506519123,-0.044461728959388463,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,2.3430586427636766,0.6003918483412316,0.6003918483412316,0.044461728959388463,0.6184229254722595,True
91,ETHUSD,long,2022-11-11 16:00:00,2022-11-11 16:00:00,2022-11-12 04:00:00,1233.3,1255.3000000000002,1233.3,1255.3000000000002,24,1.0,0.017838319954593507,0.01763467734006352,0.0001,0.00010364261452998633,0.0,0.00020364261452998633,1.0,1.0,0.0,2.0,0.7927930656083316,0.8017825052788811,0.008989439670549399,2.1283681049220937,-0.06195592086246001,15,1,position_exit,27.438862603204402,atr_48,0.00020364261452998633,0.8017825052788811,0.7927930656083316,2.1283681049220937,-0.06195592086246001,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,1.335575039313762,0.3724886986301417,0.3724886986301417,0.06195592086246001,0.5700599551200867,True
92,ETHUSD,long,2022-11-17 15:30:00,2022-11-17 15:30:00,2022-11-18 03:30:00,1192.6999999999998,1219.25,1192.6999999999998,1219.25,24,1.0,0.022260417540035604,0.022055606805148287,0.0001,0.00010481073488731738,0.0,0.00020481073488731738,1.0,1.0,0.0,2.0,2.617028640524976,2.640754652381058,0.023726011856081853,3.8939941484262883,-0.35309525483811566,22,1,position_exit,10.053944229942436,atr_48,0.00020481073488731738,2.640754652381058,2.617028640524976,3.8939941484262883,-0.35309525483811566,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,1.2769655079013122,0.6720679438058779,0.6720679438058779,0.35309525483811566,0.5977922677993774,True
93,ETHUSD,long,2022-11-21 02:30:00,2022-11-21 02:30:00,2022-11-21 14:30:00,1121.55,1133.45,1121.55,1133.45,24,1.0,0.01061031608042362,0.01040793666310047,0.0001,0.00010237941732315079,0.0,0.0002023794173231508,1.0,1.0,0.0,2.0,1.5210360939859122,1.5502578021883378,0.029221708202425496,2.937673398264427,-2.110434991214366,21,13,position_exit,7.676142628150039,atr_48,0.0002023794173231508,1.5502578021883378,1.5210360939859122,2.937673398264427,-2.110434991214366,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,1.4166373042785148,0.517768957871402,0.517768957871402,2.110434991214366,0.6069143414497375,True
94,ETHUSD,short,2022-11-22 22:30:00,2022-11-22 22:30:00,2022-11-23 11:00:00,1136.35,1174.5,1136.35,1174.5,25,1.0,-0.03331622956611435,-0.033509626707851625,0.0001,9.339714173727262e-05,0.0,0.00019339714173727263,1.0,1.0,0.0,2.0,-3.7636629130497843,-3.7413745202003494,0.022288392849434634,0.9169554852915555,-4.172882983866977,5,24,position_exit,10.19678724864924,atr_48,0.00019339714173727263,-3.7413745202003494,-3.7636629130497843,0.9169554852915555,-4.172882983866977,0.0,,,,fractional_return,R,False,True,True,True,False,False,False,False,False,False,True,4.680618398341339,-4.104520855615023,-4.104520855615023,4.172882983866977,0.3480946719646454,True
95,ETHUSD,long,2022-11-28 21:00:00,2022-11-28 21:00:00,2022-11-29 09:00:00,1171.2,1213.95,1171.2,1213.95,24,1.0,0.036501024590164244,0.03629366218237706,0.0001,0.00010736240778718162,0.0,0.00020736240778718162,1.0,1.0,0.0,2.0,7.04962341572256,7.088463219806948,0.03883980408438783,8.365215659397915,-2.097521865042305,23,6,position_exit,6.030926404547851,atr_48,0.00020736240778718162,7.088463219806948,7.04962341572256,8.365215659397915,-2.097521865042305,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,1.315592243675355,0.842730624380574,0.842730624380574,2.097521865042305,0.5738160610198975,True
96,ETHUSD,long,2022-11-29 22:00:00,2022-11-29 22:00:00,2022-11-30 10:00:00,1218.8000000000002,1266.95,1218.8000000000002,1266.95,24,1.0,0.03950607154578267,0.03929822995036081,0.0001,0.00010784159542186486,0.0,0.00020784159542186487,1.0,1.0,0.0,2.0,7.726915860140784,7.766232513045874,0.03931665290508968,10.177554965175396,-1.0000133246290066,8,4,position_exit,6.1999173884012,atr_48,0.00020784159542186487,7.766232513045874,7.726915860140784,10.177554965175396,-1.0000133246290066,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,2.450639105034612,0.7592114104595868,0.7592114104595868,1.0000133246290066,0.6026818156242371,True
97,ETHUSD,long,2022-12-01 05:30:00,2022-12-01 05:30:00,2022-12-01 17:30:00,1282.45,1274.9499999999998,1282.45,1274.9499999999998,24,1.0,-0.005848181215641901,-0.006046919771531489,0.0001,9.873855588958822e-05,0.0,0.00019873855588958822,1.0,1.0,0.0,2.0,-1.0675430097754335,-1.032241719297744,0.03530129047768937,2.03695699274748,-2.6425388014021505,16,19,position_exit,7.265740048854679,atr_48,0.00019873855588958822,-1.032241719297744,-1.0675430097754335,2.03695699274748,-2.6425388014021505,0.0,,,,fractional_return,R,False,True,True,True,True,True,True,True,True,True,True,3.1045000025229137,-0.5240871621621792,-0.5240871621621792,2.6425388014021505,0.6437786221504211,True
98,ETHUSD,short,2022-12-05 13:30:00,2022-12-05 13:30:00,2022-12-06 01:30:00,1286.15,1263.6,1286.15,1263.6,24,1.0,0.01742577682196389,0.0172224623526962,0.0001,0.00010331446926769025,0.0,0.00020331446926769026,1.0,1.0,0.0,2.0,4.279008372562476,4.328382646090361,0.04937427352788535,7.447505395490264,-0.33590552685845104,12,1,position_exit,5.209798172619653,atr_48,0.00020331446926769026,4.328382646090361,4.279008372562476,7.447505395490264,-0.33590552685845104,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,3.168497022927788,0.5745559278350535,0.5745559278350535,0.33590552685845104,0.27366191148757935,True
99,ETHUSD,short,2022-12-07 06:30:00,2022-12-07 06:30:00,2022-12-07 18:30:00,1250.25,1229.45,1250.25,1229.45,24,1.0,0.016530355373312045,0.01632741249394698,0.0001,0.0001029428793650645,0.0,0.0002029428793650645,1.0,1.0,0.0,2.0,3.8352619668081154,3.881929100051767,0.04666713324365127,5.776235848394357,-0.16796808605994956,3,1,position_exit,5.3581607144042325,atr_48,0.0002029428793650645,3.881929100051767,3.8352619668081154,5.776235848394357,-0.16796808605994956,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,1.9409738815862418,0.6639725363489474,0.6639725363489474,0.16796808605994956,0.3711768388748169,True
100,ETHUSD,short,2022-12-08 07:00:00,2022-12-08 07:00:00,2022-12-08 19:00:00,1232.65,1281.75,1232.65,1281.75,24,1.0,-0.03899626906293474,-0.03918805875223952,0.0001,9.178968930477768e-05,0.0,0.0001917896893047777,1.0,1.0,0.0,2.0,-9.571832634512049,-9.524012779714026,0.04781985479802247,0.7176954640518239,-11.560716123644726,9,23,position_exit,5.1553899743375,atr_48,0.0001917896893047777,-9.524012779714026,-9.571832634512049,0.7176954640518239,-11.560716123644726,0.0,,,,fractional_return,R,False,True,True,True,False,False,False,False,False,False,True,10.289528098563872,-13.336899999998995,-13.336899999998995,11.560716123644726,0.41251227259635925,True
101,ETHUSD,long,2022-12-09 13:30:00,2022-12-09 13:30:00,2022-12-10 01:30:00,1275.35,1265.65,1275.35,1265.65,24,1.0,-0.007605755282863114,-0.007804365331476881,0.0001,9.861004861376763e-05,0.0,0.00019861004861376763,1.0,1.0,0.0,2.0,-1.7658804932547656,-1.7206348910224858,0.04524560223227976,0.48780886085689945,-3.379185017935968,6,16,position_exit,5.637453971560231,atr_48,0.00019861004861376763,-1.7206348910224858,-1.7658804932547656,0.48780886085689945,-3.379185017935968,0.0,,,,fractional_return,R,False,True,False,False,False,False,False,False,False,False,True,2.253689354111665,-3.6200254545453885,-3.6200254545453885,3.379185017935968,0.5817259550094604,True
102,ETHUSD,long,2022-12-14 18:00:00,2022-12-14 18:00:00,2022-12-15 06:00:00,1343.5,1291.0,1343.5,1291.0,24,1.0,-0.03907703758838843,-0.03926919396538864,0.0001,9.215637700020771e-05,0.0,0.0001921563770002077,1.0,1.0,0.0,2.0,-9.570080207926885,-9.521349036761594,0.048731171165292186,1.3873965739281342,-11.180784154597202,1,15,position_exit,5.513924528688041,atr_48,0.0001921563770002077,-9.521349036761594,-9.570080207926885,1.3873965739281342,-11.180784154597202,0.0,,,,fractional_return,R,False,True,True,True,True,True,False,False,False,False,True,10.95747678185502,-6.89786928104567,-6.89786928104567,11.180784154597202,0.5893514156341553,True
103,ETHUSD,long,2022-12-15 18:30:00,2022-12-15 18:30:00,2022-12-16 06:30:00,1272.05,1271.25,1272.05,1271.25,24,1.0,-0.0006289060964588256,-0.0008285109237060606,0.0001,9.960482724723505e-05,0.0,0.00019960482724723505,1.0,1.0,0.0,2.0,-0.18536977008348227,-0.14064340822524804,0.04472636185823424,0.6504757630418172,-2.118441336392911,2,10,position_exit,5.688144294105211,atr_48,0.00019960482724723505,-0.14064340822524804,-0.18536977008348227,0.6504757630418172,-2.118441336392911,0.0,,,,fractional_return,R,False,True,True,True,False,False,False,False,False,False,True,0.8358455331252994,-0.28497567567565985,-0.28497567567565985,2.118441336392911,0.6628921031951904,True
104,ETHUSD,short,2022-12-17 22:30:00,2022-12-17 22:30:00,2022-12-18 10:30:00,1186.0,1180.65,1186.0,1180.65,24,1.0,0.004354943212364848,0.004154116268017205,0.0001,0.00010082694434764292,0.0,0.00020082694434764292,1.0,1.0,0.0,2.0,0.8932364320799193,0.9346766765035933,0.04144024442367404,2.349794635322126,-1.851882760923023,22,12,position_exit,5.723904462891924,atr_48,0.00020082694434764292,0.9346766765035933,0.8932364320799193,2.349794635322126,-1.851882760923023,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,1.4565582032422069,0.3801338289962809,0.3801338289962809,1.851882760923023,0.3079497218132019,True
105,ETHUSD,short,2022-12-19 05:30:00,2022-12-19 05:30:00,2022-12-19 17:30:00,1179.25,1173.5,1179.25,1173.5,24,1.0,0.004802863179139916,0.00460183548186488,0.0001,0.00010102769727503577,0.0,0.00020102769727503578,1.0,1.0,0.0,2.0,1.1266436702739921,1.1748322232937904,0.048188553019798346,2.860461065410968,-2.0840502047993827,24,18,position_exit,4.894315874209807,atr_48,0.00020102769727503578,1.1748322232937904,1.1266436702739921,2.860461065410968,-2.0840502047993827,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,1.733817395136976,0.39386785714285716,0.39386785714285716,2.0840502047993827,0.40897512435913086,True
106,ETHUSD,long,2022-12-26 01:30:00,2022-12-26 01:30:00,2022-12-26 14:00:00,1221.0,1217.1999999999998,1221.0,1217.1999999999998,25,1.0,-0.003112203112202616,-0.0033114478648645918,0.0001,9.92447526619756e-05,0.0,0.0001992447526619756,1.0,1.0,0.0,2.0,-1.2791688332090805,-1.2019290752669305,0.07723975794215009,0.8223725251825684,-2.530377000561838,1,23,position_exit,3.1615842217281074,atr_48,0.0001992447526619756,-1.2019290752669305,-1.2791688332090805,0.8223725251825684,-2.530377000561838,0.0,,,,fractional_return,R,False,True,True,True,False,False,False,False,False,False,True,2.101541358391649,-1.5554615384616628,-1.5554615384616628,2.530377000561838,0.619954526424408,True
107,ETHUSD,long,2022-12-29 08:00:00,2022-12-29 08:00:00,2022-12-29 21:00:00,1192.85,1195.3000000000002,1192.85,1195.3000000000002,26,1.0,0.0020539045143981305,0.0018534199295798803,0.0001,0.00010048458481825015,0.0,0.00020048458481825016,1.0,1.0,0.0,2.0,0.5822485229903931,0.645061738932024,0.06281321594163095,3.475434675062018,-0.7898715170595332,14,1,position_exit,3.798086062361314,atr_48,0.00020048458481825016,0.645061738932024,0.5822485229903931,3.475434675062018,-0.7898715170595332,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,2.893186152071625,0.16753257575759298,0.16753257575759298,0.7898715170595332,0.75645512342453,True
108,ETHUSD,long,2022-12-30 09:00:00,2022-12-30 09:00:00,2022-12-30 21:30:00,1194.1,1198.5,1194.1,1198.5,25,1.0,0.003684783518968393,0.003483935180889741,0.0001,0.00010084833807865187,0.0,0.00020084833807865188,1.0,1.0,0.0,2.0,1.1132893649085367,1.1771836848195838,0.06389431991104709,1.872792225849299,-3.304140569891239,24,11,position_exit,3.737734439187746,atr_48,0.00020084833807865188,1.1771836848195838,1.1132893649085367,1.872792225849299,-3.304140569891239,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,False,False,False,0.7595028609407624,0.5944542857142987,0.5944542857142987,3.304140569891239,0.6944466829299927,True
109,ETHUSD,long,2023-01-04 01:00:00,2023-01-04 01:00:00,2023-01-04 13:00:00,1225.55,1252.2,1225.55,1252.2,24,1.0,0.021745338827465543,0.021541106041369273,0.0001,0.00010423278609627004,0.0,0.00020423278609627005,1.0,1.0,0.0,2.0,9.060427153764062,9.14453283644856,0.08410568268449903,12.112645745839876,-0.8921495450193375,14,1,position_exit,2.9143096182866444,atr_48,0.00020423278609627005,9.14453283644856,9.060427153764062,12.112645745839876,-0.8921495450193375,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,3.052218592075814,0.7480138810198336,0.7480138810198336,0.8921495450193375,0.6474457383155823,True
110,ETHUSD,long,2023-01-05 07:00:00,2023-01-05 07:00:00,2023-01-05 19:00:00,1248.4499999999998,1252.4,1248.4499999999998,1252.4,24,1.0,0.0031639232648488225,0.002963364584885664,0.0001,0.00010055867996315868,0.0,0.00020055867996315868,1.0,1.0,0.0,2.0,1.0412425695269028,1.1115036712143704,0.07026110168746759,2.082310675186297,-1.7164993403562254,10,15,position_exit,3.5537444475416895,atr_48,0.00020055867996315868,1.1115036712143704,1.0412425695269028,2.082310675186297,-1.7164993403562254,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,1.0410681056593944,0.5000418918919226,0.5000418918919226,1.7164993403562254,0.5800797939300537,True
111,ETHUSD,short,2023-01-06 09:00:00,2023-01-06 09:00:00,2023-01-06 21:00:00,1248.15,1266.8,1248.15,1266.8,24,1.0,-0.014984748492688937,-0.01518181566476573,0.0001,9.706717207679247e-05,0.0,0.00019706717207679247,1.0,1.0,0.0,2.0,-6.079388137609957,-5.999090393114875,0.0802977444950819,3.7635044289246555,-8.974510561281864,9,22,position_exit,3.108804631682892,atr_48,0.00019706717207679247,-5.999090393114875,-6.079388137609957,3.7635044289246555,-8.974510561281864,0.0,,,,fractional_return,R,False,True,True,True,True,True,True,True,True,True,True,9.842892566534612,-1.6153529914529734,-1.6153529914529734,8.974510561281864,0.36805596947669983,True
112,ETHUSD,short,2023-01-09 08:00:00,2023-01-09 08:00:00,2023-01-09 20:00:00,1309.35,1325.0,1309.35,1325.0,24,1.0,-0.012008441195154207,-0.012205630269243706,0.0001,9.718907408949881e-05,0.0,0.00019718907408949882,1.0,1.0,0.0,2.0,-4.2547827294120095,-4.1847595358243845,0.07002319358762461,0.26739677545203583,-9.479215689774682,1,20,position_exit,3.7397608789765475,atr_48,0.00019718907408949882,-4.1847595358243845,-4.2547827294120095,0.26739677545203583,-9.479215689774682,0.0,,,,fractional_return,R,False,True,False,False,False,False,False,False,False,False,True,4.522179504864045,-15.911870000000091,-15.911870000000091,9.479215689774682,0.3282688856124878,True
113,ETHUSD,short,2023-01-10 10:00:00,2023-01-10 10:00:00,2023-01-10 22:00:00,1333.3,1338.8000000000002,1333.3,1338.8000000000002,24,1.0,-0.0041695616774262145,-0.004368706653054444,0.0001,9.91449756282293e-05,0.0,0.0001991449756282293,1.0,1.0,0.0,2.0,-1.1893861651944402,-1.1343869603148848,0.0549992048795554,2.0522091372968525,-2.763779139676122,7,20,position_exit,4.848433728886948,atr_48,0.0001991449756282293,-1.1343869603148848,-1.1893861651944402,2.0522091372968525,-2.763779139676122,0.0,,,,fractional_return,R,False,True,True,True,True,True,True,True,True,True,True,3.2415953024912927,-0.5795638190954976,-0.5795638190954976,2.763779139676122,0.38222363591194153,True
114,ETHUSD,short,2023-01-11 19:00:00,2023-01-11 19:00:00,2023-01-12 07:00:00,1340.75,1401.05,1340.75,1401.05,24,1.0,-0.04387306906810873,-0.04406442175732095,0.0001,9.135268921222081e-05,0.0,0.00019135268921222082,1.0,1.0,0.0,2.0,-13.207222026245926,-13.14875042712431,0.05847159912161504,0.1962500063750097,-16.73576443253386,4,11,position_exit,4.585987112175178,atr_48,0.00019135268921222082,-13.14875042712431,-13.207222026245926,0.1962500063750097,-16.73576443253386,0.0,,,,fractional_return,R,False,True,False,False,False,False,False,False,False,False,True,13.403472032620936,-67.29794444443759,-67.29794444443759,16.73576443253386,0.4023178815841675,True
115,ETHUSD,long,2023-01-13 15:00:00,2023-01-13 15:00:00,2023-01-14 03:00:00,1423.85,1554.05,1423.85,1554.05,24,1.0,0.09144221652561679,0.09122365809635835,0.0001,0.00011855842925844193,0.0,0.00021855842925844193,1.0,1.0,0.0,2.0,19.01224109239894,19.05391531254913,0.04167422015018905,25.134485060908695,-2.42930103063221,19,2,position_exit,6.833241245396363,atr_48,0.00021855842925844193,19.05391531254913,19.01224109239894,25.134485060908695,-2.42930103063221,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,6.122243968509753,0.756420553129549,0.756420553129549,2.42930103063221,0.5745185017585754,True
116,ETHUSD,short,2023-01-14 22:30:00,2023-01-14 22:30:00,2023-01-15 10:30:00,1551.35,1532.05,1551.35,1532.05,24,1.0,0.01235369672444575,0.01215106706290725,0.0001,0.00010262966153850037,0.0,0.00020262966153850037,1.0,1.0,0.0,2.0,1.8079424227468008,1.8374820894774837,0.029539666730682913,3.294138875436317,-0.2856189776389878,4,2,position_exit,10.503503740538884,atr_48,0.00020262966153850037,1.8374820894774837,1.8079424227468008,3.294138875436317,-0.2856189776389878,0.0,,,,fractional_return,R,False,True,True,False,True,False,True,False,True,False,False,1.4861964526895162,0.5488361271676302,0.5488361271676302,0.2856189776389878,0.4149872958660126,True
