regime,rows,realized_mean,sharpe,hit_rate,calibration_slope,prediction_correlation,turnover_mean,cost_mean,asset
all,43800,0.0038125092055075753,0.0015257216399932453,0.5228310502283106,0.13275496655001293,0.05382175815254584,,,ETHUSD
