regime,rows,realized_mean,sharpe,hit_rate,calibration_slope,prediction_correlation,turnover_mean,cost_mean,asset
all,43800,0.0012666618061910283,0.006700472470785335,0.5158447488584474,0.1144046056762624,0.0507970083841704,,,ETHUSD
