probability_bucket,decile,trade_count,avg_pred_prob,actual_win_rate,avg_realized_r,avg_trade_r,median_trade_r,avg_mfe_r,avg_mae_r,avg_giveback_r,profit_factor,expected_r_after_cost,avg_bars_held
"(0.0644, 0.168]","(0.0644, 0.168]",31,0.13601541615301563,0.5806451612903226,0.14724635462206243,0.14724635462206243,0.5945492501103102,3.242414070622582,-2.6875641017685656,3.095167716000519,1.1095634371441172,0.10983190033511478,24.0
"(0.168, 0.226]","(0.168, 0.226]",30,0.19959196547667185,0.6666666666666666,1.7230169799410449,1.7230169799410449,1.443157064198521,4.560719994904714,-2.230436855240553,2.837703014963668,3.049765251578453,1.6851167801061389,24.233333333333334
"(0.226, 0.257]","(0.226, 0.257]",30,0.24289033065239587,0.5,0.3988916926290669,0.3988916926290669,0.0372628997757207,3.7442604955274086,-2.9938066190881676,3.345368802898341,1.2742143394166825,0.35825268845742125,24.366666666666667
"(0.257, 0.309]","(0.257, 0.309]",30,0.2854180604219437,0.6666666666666666,-0.639365147254729,-0.639365147254729,0.46380023164821466,3.1967580732028043,-3.9017181528997056,3.8361232204575324,0.678135634954469,-0.68425961182054,24.2
"(0.309, 0.683]","(0.309, 0.683]",30,0.5755407045284907,0.6,0.28736762847216757,0.28736762847216757,0.3847858328710065,3.3484029933792816,-3.0302963199408546,3.0610353649071143,1.2086658890439868,0.24547100641619016,24.033333333333335
"(0.683, 0.708]","(0.683, 0.708]",30,0.6942181964715322,0.4666666666666667,-0.5076466387923709,-0.5076466387923709,-0.517473075789332,2.239092560339977,-3.211537262845754,2.746739199132348,0.6990322382878938,-0.5494072778455511,24.166666666666668
"(0.708, 0.74]","(0.708, 0.74]",30,0.7236266175905863,0.43333333333333335,0.5167712129317369,0.5167712129317369,-0.5857527926843794,3.0454057834278587,-2.58851518667604,2.5286345704961217,1.506895779473558,0.48153122387568126,24.1
"(0.74, 0.768]","(0.74, 0.768]",30,0.7544877529144287,0.6333333333333333,0.9080372952580068,0.9080372952580068,1.3996710734969837,3.662374678190666,-2.721740247435449,2.7543373829326594,1.8918274165265656,0.8636910299620328,24.0
"(0.768, 0.813]","(0.768, 0.813]",30,0.7885244727134705,0.6333333333333333,1.8683150631146768,1.8683150631146768,1.3757541420261878,3.907703110797685,-2.297273837144299,2.039388047683009,4.360873787591146,1.832870992114458,24.033333333333335
"(0.813, 0.968]","(0.813, 0.968]",31,0.8569065543913073,0.45161290322580644,0.620006501901506,0.620006501901506,-0.2056784211888053,3.5229222842423122,-2.4172130129409806,2.902915782340807,1.64198656018174,0.578965446374803,24.516129032258064
