probability_bucket,decile,trade_count,avg_pred_prob,actual_win_rate,avg_realized_r,avg_trade_r,median_trade_r,avg_mfe_r,avg_mae_r,avg_giveback_r,profit_factor,expected_r_after_cost,avg_bars_held
"(0.268, 0.375]","(0.268, 0.375]",33,0.34182017319130176,0.5757575757575758,0.24516621521604676,0.24516621521604676,0.4378310075307324,3.78581599029072,-2.998297319568437,3.540649775074673,1.1560200671360592,0.2044809589062679,24.0
"(0.375, 0.404]","(0.375, 0.404]",33,0.3905826978611224,0.6363636363636364,-0.022020329625216405,-0.022020329625216405,0.6354215480442262,3.843485866858241,-3.926708285606264,3.865506196483457,0.9881973901455764,-0.05895001775196331,24.0
"(0.404, 0.415]","(0.404, 0.415]",32,0.4099527643993497,0.65625,1.6837295138233748,1.6837295138233748,1.3580277411227633,4.272443487168005,-2.128315394236206,2.588713973344629,3.610763543446156,1.6428758682764815,24.1875
"(0.415, 0.421]","(0.415, 0.421]",33,0.4182174422524192,0.5151515151515151,0.7686228823741459,0.7686228823741459,0.1727878345823377,3.465434381039252,-2.643424170250545,2.6968114986651055,1.615190814837195,0.7294802238021626,24.151515151515152
"(0.421, 0.562]","(0.421, 0.562]",32,0.48811247665435076,0.53125,-0.39982474114718,-0.39982474114718,0.10848708359684545,2.467093335286756,-3.1641751922353674,2.866918076433936,0.6975780869640738,-0.44311886597217376,24.0
"(0.562, 0.571]","(0.562, 0.571]",33,0.5661808234272581,0.6060606060606061,1.1795241738627629,1.1795241738627629,1.0167650937470099,3.753466981357464,-2.2657026107328444,2.5739428074947015,2.388584493355265,1.1385953300017653,24.060606060606062
"(0.571, 0.581]","(0.571, 0.581]",32,0.5748790130019188,0.65625,1.059419289265577,1.059419289265577,1.515059231000695,4.056988307589759,-3.6252186507178146,2.9975690183241817,1.6385398428371487,1.0233041168223351,24.15625
"(0.581, 0.604]","(0.581, 0.604]",33,0.590508060021834,0.5454545454545454,1.030366595905418,1.030366595905418,0.3492092776403397,2.8699366936184205,-2.4693275515456854,1.8395700977130027,2.8058639224651976,0.9948773887704218,24.060606060606062
"(0.604, 0.636]","(0.604, 0.636]",32,0.6203444451093674,0.5625,0.9228621280395722,0.9228621280395722,0.6054099361955398,3.5021739924391273,-2.5282977904153903,2.579311864399555,2.2515972262686743,0.8781186934958403,24.03125
"(0.636, 0.783]","(0.636, 0.783]",33,0.6745883732131033,0.5151515151515151,1.0267682720942906,1.0267682720942906,0.10397082604831961,3.429330663397785,-2.2780536720228635,2.402562391303495,2.4014708959232767,0.9860665049929088,24.575757575757574
