metric,value
counterfactual.baseline.avg_r,0.6314472644269532
counterfactual.baseline.median_r,0.5822485229903942
counterfactual.baseline.profit_factor,1.5358235030080798
counterfactual.baseline.trade_count,299
counterfactual.baseline.win_rate,0.5953177257525084
counterfactual.best_policy_by_avg_r,baseline
counterfactual.best_policy_by_profit_factor,exit_at_first_0_5r
counterfactual.breakeven_after_0_5r.avg_r,-0.10404804196732967
counterfactual.breakeven_after_0_5r.median_r,0.0
counterfactual.breakeven_after_0_5r.profit_factor,0.29527981516533297
counterfactual.breakeven_after_0_5r.trade_count,299
counterfactual.breakeven_after_0_5r.win_rate,0.016722408026755852
counterfactual.breakeven_after_1_0r.avg_r,0.01598959376690172
counterfactual.breakeven_after_1_0r.median_r,0.0
counterfactual.breakeven_after_1_0r.profit_factor,1.035410050662911
counterfactual.breakeven_after_1_0r.trade_count,299
counterfactual.breakeven_after_1_0r.win_rate,0.13712374581939799
counterfactual.exit_at_first_0_5r.avg_r,0.33228863500532024
counterfactual.exit_at_first_0_5r.median_r,0.5
counterfactual.exit_at_first_0_5r.profit_factor,3.2505998561023985
counterfactual.exit_at_first_0_5r.trade_count,299
counterfactual.exit_at_first_0_5r.win_rate,0.959866220735786
counterfactual.exit_at_first_1_0r.avg_r,0.4168205278382444
counterfactual.exit_at_first_1_0r.median_r,1.0
counterfactual.exit_at_first_1_0r.profit_factor,1.9230776105547938
counterfactual.exit_at_first_1_0r.trade_count,299
counterfactual.exit_at_first_1_0r.win_rate,0.8729096989966555
counterfactual.partial_50pct_at_1r.avg_r,0.5241338961325989
counterfactual.partial_50pct_at_1r.median_r,0.7847085325383459
counterfactual.partial_50pct_at_1r.profit_factor,1.7427177598822485
counterfactual.partial_50pct_at_1r.trade_count,299
counterfactual.partial_50pct_at_1r.win_rate,0.705685618729097
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.avg_r,0.5961520818054256
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.median_r,0.5250119644473569
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.profit_factor,1.4980950686056989
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.trade_count,299
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.win_rate,0.5819397993311036
counterfactual.trail_0_5r_after_1_0r.avg_r,0.6250675273649715
counterfactual.trail_0_5r_after_1_0r.median_r,0.8368327509984685
counterfactual.trail_0_5r_after_1_0r.profit_factor,2.384254855651836
counterfactual.trail_0_5r_after_1_0r.trade_count,299
counterfactual.trail_0_5r_after_1_0r.win_rate,0.8729096989966555
