regime,rows,realized_mean,sharpe,hit_rate,calibration_slope,prediction_correlation,turnover_mean,cost_mean,asset
low_volatility,14580,-0.026520931283371286,-0.010524319491879819,0.5128257887517147,0.08854042430125911,0.03602074194400919,,,ETHUSD
high_volatility,14554,0.03077043643605342,0.012654449174247332,0.5305070770922083,0.13062364933161077,0.05063889736478509,,,ETHUSD
