fold,cumulative_return,annualized_return,annualized_vol,sharpe,sortino,calmar,max_drawdown,profit_factor,hit_rate,avg_turnover,total_turnover,gross_pnl,net_pnl,total_cost,cost_drag,cost_to_gross_pnl,trade_count,trade_rate
0,0.027573403046676992,0.11493980097719803,0.306239776723232,0.37532616503007804,0.5365966379493697,1.108092530729535,-0.10372762002242275,1.0251235023119556,0.4871495327102804,0.015525114155251141,68.0,0.04571825150854303,0.038918251508543056,0.0068000000000000005,0.006799999999999973,0.1487370967966554,67.0,0.015296803652968037
1,0.6285202551467146,6.033518892546822,0.5225804257156788,11.545627420475732,19.280089771728928,44.85420537941591,-0.1345140069144034,1.231347644249351,0.49942987457240595,0.01598173515981735,70.0,0.5285362547700261,0.5215362547700261,0.007,0.007000000000000006,0.013244124573906104,70.0,0.01598173515981735
2,0.3452712885342424,2.2752125800151286,0.3588162872990643,6.340884348203504,11.072686967186948,33.09209946692633,-0.06875395084222669,1.2503522603489479,0.48727272727272725,0.015296803652968037,67.0,0.319182770428605,0.312482770428605,0.006699999999999999,0.006699999999999984,0.020991107981809625,67.0,0.015296803652968037
3,0.20556146654282026,1.1123089177991257,0.2597814339439172,4.281710593834262,6.684209744602616,12.235614981636576,-0.09090747947434585,1.174893691828091,0.4983783783783784,0.016894977168949773,74.0,0.20276318309001418,0.1953631830900142,0.0074,0.00739999999999999,0.03649577742481416,74.0,0.016894977168949773
4,0.07841980144067695,0.3525440378072988,0.20081529363309628,1.7555636895435947,2.6781888495294988,5.8674541747039815,-0.060084668292289645,1.1226449971865302,0.49837662337662336,0.011187214611872146,49.0,0.08542599504378823,0.08052599504378825,0.0049,0.004899999999999974,0.057359589402363124,49.0,0.011187214611872146
5,-0.08867949226125449,-0.31026133231665176,0.15669719748673774,-1.980005624177874,-2.542094536059621,-2.614813769418371,-0.11865523118522703,0.8730952551507366,0.47493403693931396,0.0136986301369863,60.0,-0.08378321760570273,-0.08978321760570274,0.006,0.006000000000000005,0.07161338716110144,60.0,0.0136986301369863
6,0.01155116612770657,0.04701142401016134,0.20041110601559034,0.23457494419747496,0.3203166665468226,0.5483004097474683,-0.08574026787945221,1.0160306254555849,0.4849137931034483,0.016894977168949773,74.0,0.023911573361495075,0.016511573361495096,0.0074,0.0073999999999999795,0.3094735711501217,74.0,0.016894977168949773
7,0.19465383316789242,1.0368935063845806,0.21580030792469623,4.804875008549134,7.237231858218903,15.80781451577277,-0.06559372931343455,1.215614022887009,0.5095846645367412,0.01141552511415525,50.0,0.18867720284131373,0.18367720284131375,0.005000000000000001,0.004999999999999977,0.02650028686404278,50.0,0.01141552511415525
8,0.09201828040956861,0.42206561054098457,0.27139180935909796,1.5551891987370898,2.3506881465861484,6.677348161143179,-0.06320856728679636,1.104061775625517,0.4936247723132969,0.01004566210045662,44.0,0.10159118203956374,0.09719118203956376,0.0044,0.004399999999999987,0.04331084560357277,44.0,0.01004566210045662
9,0.38352558105775847,2.6639435524715105,0.2897771505410241,9.193076636642449,18.953570101228397,57.18585729842109,-0.046583957613328675,1.4674336138497173,0.5095419847328244,0.009589041095890411,42.0,0.3391301020999139,0.3349301020999139,0.004200000000000001,0.0041999999999999815,0.012384627533779363,42.0,0.009589041095890411
