feature,mean_importance,mean_importance_normalized,fold_count,source,rank
atr_48,1193.9,0.10964897316413898,10,feature_importances_,1
vol_rolling_192,1094.5,0.10050008515465036,10,feature_importances_,2
bollinger_bandwidth,961.6,0.08827148626981154,10,feature_importances_,3
vol_rolling_96,796.8,0.07317504135434098,10,feature_importances_,4
ema_trend_48_192,750.1,0.0688730636630012,10,feature_importances_,5
atr_over_price_48,639.8,0.05875246819876424,10,feature_importances_,6
vol_rolling_48,601.4,0.05523229334080145,10,feature_importances_,7
bollinger_bandwidth_rank_192,582.7,0.05351675728515779,10,feature_importances_,8
vol_rolling_24,484.4,0.0444814672207416,10,feature_importances_,9
mama_minus_fama_over_atr,456.8,0.041923351249985905,10,feature_importances_,10
atr_pct_rank_192,456.7,0.04193222329129877,10,feature_importances_,11
close_over_bb_upper_192,298.9,0.02743469561892553,10,feature_importances_,12
ret_48,289.6,0.0266078082592363,10,feature_importances_,13
close_over_bb_mid_192,273.8,0.025146095030360683,10,feature_importances_,14
bollinger_percent_b,233.7,0.02147566815486025,10,feature_importances_,15
distance_from_ema96_atr,168.4,0.01545052348422991,10,feature_importances_,16
ret_24,165.8,0.01522118724168405,10,feature_importances_,17
atr_pct,143.7,0.01319726802374154,10,feature_importances_,18
ret_16,139.3,0.012799026890755525,10,feature_importances_,19
roofing_filter_over_atr,135.3,0.012422951573601976,10,feature_importances_,20
