feature,mean_importance,mean_importance_normalized,fold_count,source,rank
vol_rolling_192,1038.1,0.09560018983377264,10,feature_importances_,1
atr_48,979.5,0.09023189477820799,10,feature_importances_,2
bollinger_bandwidth,901.5,0.083000985878234,10,feature_importances_,3
vol_rolling_96,770.5,0.07093525021922883,10,feature_importances_,4
ema_trend_48_192,735.3,0.06773444573028936,10,feature_importances_,5
fractal_dimension_96,618.9,0.05701910613958653,10,feature_importances_,6
bollinger_bandwidth_rank_192,573.7,0.05284315573478637,10,feature_importances_,7
atr_over_price_48,553.8,0.05099861416892071,10,feature_importances_,8
vol_rolling_48,503.4,0.04636949951475201,10,feature_importances_,9
atr_pct_rank_192,441.6,0.0406878727264993,10,feature_importances_,10
mama_minus_fama_over_atr,392.6,0.03616596859460738,10,feature_importances_,11
vol_rolling_24,383.8,0.03536211005086879,10,feature_importances_,12
close_over_bb_upper_192,307.2,0.02829247470403786,10,feature_importances_,13
close_over_bb_mid_192,282.6,0.026021354445702777,10,feature_importances_,14
ret_48,276.9,0.025512356750422693,10,feature_importances_,15
bollinger_percent_b,228.6,0.021039771167860648,10,feature_importances_,16
distance_from_ema96_atr,185.1,0.017048276905684022,10,feature_importances_,17
ret_24,179.9,0.016565110888499636,10,feature_importances_,18
roofing_filter_over_atr,157.0,0.01446624329737981,10,feature_importances_,19
atr_pct,151.7,0.013970895764172788,10,feature_importances_,20
