metric,value
counterfactual.baseline.avg_r,0.81109512941552
counterfactual.baseline.median_r,0.5954139873923531
counterfactual.baseline.profit_factor,1.7869663752673801
counterfactual.baseline.trade_count,305
counterfactual.baseline.win_rate,0.6
counterfactual.best_policy_by_avg_r,baseline
counterfactual.best_policy_by_profit_factor,exit_at_first_0_5r
counterfactual.breakeven_after_0_5r.avg_r,-0.08631000557635615
counterfactual.breakeven_after_0_5r.median_r,0.0
counterfactual.breakeven_after_0_5r.profit_factor,0.23624640151986892
counterfactual.breakeven_after_0_5r.trade_count,305
counterfactual.breakeven_after_0_5r.win_rate,0.009836065573770493
counterfactual.breakeven_after_1_0r.avg_r,0.17286457036666705
counterfactual.breakeven_after_1_0r.median_r,0.0
counterfactual.breakeven_after_1_0r.profit_factor,1.5231744109007672
counterfactual.breakeven_after_1_0r.trade_count,305
counterfactual.breakeven_after_1_0r.win_rate,0.12786885245901639
counterfactual.exit_at_first_0_5r.avg_r,0.3738775877405348
counterfactual.exit_at_first_0_5r.median_r,0.5
counterfactual.exit_at_first_0_5r.profit_factor,4.308427002420776
counterfactual.exit_at_first_0_5r.trade_count,305
counterfactual.exit_at_first_0_5r.win_rate,0.9737704918032787
counterfactual.exit_at_first_1_0r.avg_r,0.560403146432698
counterfactual.exit_at_first_1_0r.median_r,1.0
counterfactual.exit_at_first_1_0r.profit_factor,2.6960594376278157
counterfactual.exit_at_first_1_0r.trade_count,305
counterfactual.exit_at_first_1_0r.win_rate,0.898360655737705
counterfactual.partial_50pct_at_1r.avg_r,0.685749137924109
counterfactual.partial_50pct_at_1r.median_r,0.7977069936961765
counterfactual.partial_50pct_at_1r.profit_factor,2.2157752193520674
counterfactual.partial_50pct_at_1r.trade_count,305
counterfactual.partial_50pct_at_1r.win_rate,0.7114754098360656
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.avg_r,0.7827886204562231
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.median_r,0.47350406742215756
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.profit_factor,1.7611704381481186
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.trade_count,305
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.win_rate,0.5836065573770491
counterfactual.trail_0_5r_after_1_0r.avg_r,0.7448063512199078
counterfactual.trail_0_5r_after_1_0r.median_r,0.8780296015144535
counterfactual.trail_0_5r_after_1_0r.profit_factor,3.2541555114972422
counterfactual.trail_0_5r_after_1_0r.trade_count,305
counterfactual.trail_0_5r_after_1_0r.win_rate,0.898360655737705
