probability_bucket,decile,trade_count,avg_pred_prob,actual_win_rate,avg_realized_r,avg_trade_r,median_trade_r,avg_mfe_r,avg_mae_r,avg_giveback_r,profit_factor,expected_r_after_cost,avg_bars_held
"(0.268, 0.372]","(0.268, 0.372]",31,0.3391203495763963,0.6129032258064516,0.31214330891382097,0.31214330891382097,0.6066861603016055,3.111128389531084,-2.569808154357527,2.7989850806172623,1.2658789219678224,0.2759516760930926,24.032258064516128
"(0.372, 0.392]","(0.372, 0.392]",30,0.3834123174349467,0.5666666666666667,-0.2875294408180091,-0.2875294408180091,0.2787697231425177,3.8295686935316158,-3.8240381650336817,4.117098134349626,0.8553407377637209,-0.32949532636172846,24.366666666666667
"(0.392, 0.402]","(0.392, 0.402]",31,0.3982418910149605,0.6774193548387096,1.81731294740388,1.81731294740388,1.8079424227468008,4.536017347178539,-2.574759141372549,2.7187043997746603,2.822138733680408,1.7781679016941494,24.0
"(0.402, 0.413]","(0.402, 0.413]",30,0.4087847530841827,0.6666666666666666,1.368989747373442,1.368989747373442,0.9497609330538286,3.7102236768721486,-2.1774924219825973,2.341233929498707,3.156589927993287,1.3278083238514538,24.0
"(0.413, 0.571]","(0.413, 0.571]",31,0.49496629449629015,0.6451612903225806,1.180070326205581,1.180070326205581,0.37716477089799527,3.4335219609523397,-2.2321175076437103,2.2534516347467592,2.501702394605333,1.1415178315669006,24.0
"(0.571, 0.58]","(0.571, 0.58]",30,0.5749950587749482,0.5666666666666667,-0.1374777602095887,-0.1374777602095887,0.8114932212275425,3.0320592321361652,-2.9718407394349398,3.169536992345755,0.9234803432775736,-0.17087328826213877,24.066666666666666
"(0.58, 0.596]","(0.58, 0.596]",30,0.5864304383595784,0.5,0.2730868830929093,0.2730868830929093,0.06732324788438415,2.2996813664503217,-2.5203744277753617,2.026594483357413,1.3903727343736916,0.23776189677549117,24.166666666666668
"(0.596, 0.612]","(0.596, 0.612]",31,0.6025798243861045,0.6774193548387096,1.630902301939591,1.630902301939591,1.8684161002645525,4.10562107603931,-1.9908767434585826,2.4747187740997183,3.026443210685379,1.5917327304063589,24.29032258064516
"(0.612, 0.641]","(0.612, 0.641]",30,0.6250245134035747,0.5333333333333333,0.8870556894028563,0.8870556894028563,0.7404400639247399,3.32163496684235,-2.5075282218626573,2.434579277439494,2.0560737931831685,0.8430591085229814,24.033333333333335
"(0.641, 0.807]","(0.641, 0.807]",31,0.6755874272315733,0.5483870967741935,1.0034504996172984,1.0034504996172984,0.10397082604831961,3.382745340766531,-2.3473104092796473,2.379294841149231,2.639565453822509,0.9580363441655504,24.161290322580644
