timestamp,open,high,low,close,volume
2020-10-01 00:00:00,12781.68,12790.4,12757.96,12773.5,0.8899
2020-10-01 00:30:00,12773.55,12793.39,12769.56,12770.87,0.7696
2020-10-01 01:00:00,12771.09,12820.88,12769.57,12807.58,0.8239
2020-10-01 01:30:00,12807.9,12836.37,12802.08,12831.07,0.9258
2020-10-01 02:00:00,12831.4,12840.07,12815.07,12828.7,0.6739
2020-10-01 02:30:00,12829.08,12838.07,12821.85,12829,0.682
2020-10-01 03:00:00,12829.2,12835.2,12821.5,12822.35,0.2453
2020-10-01 03:30:00,12822.39,12824.5,12805.57,12815.88,0.3093
2020-10-01 04:00:00,12815.86,12821.87,12807.58,12819.56,0.4272
2020-10-01 04:30:00,12819.58,12833,12808.9,12810.88,0.2127
2020-10-01 05:00:00,12810.85,12820.9,12795,12798.55,0.4838
2020-10-01 05:30:00,12799.55,12829.7,12793.4,12823.4,0.4729
2020-10-01 06:00:00,12823.27,12835.3,12799.15,12819.99,1.2231
2020-10-01 06:30:00,12820.15,12856.68,12815.16,12839.59,1.2661
2020-10-01 07:00:00,12839.02,12843.29,12781.05,12822.75,3.9584
2020-10-01 07:30:00,12823.07,12824.27,12746.2,12768.07,3.2703
2020-10-01 08:00:00,12768.2,12788.3,12739.75,12776.29,2.5995
2020-10-01 08:30:00,12776.25,12777.7,12716.08,12720.28,2.7408
2020-10-01 09:00:00,12721.08,12789.8,12716.79,12782.1,2.1727
2020-10-01 09:30:00,12782.25,12786.1,12764.55,12780.58,1.7115
2020-10-01 10:00:00,12780.79,12791.6,12739.55,12763.28,1.6822
2020-10-01 10:30:00,12763.9,12772.9,12751.2,12760.1,1.5826
2020-10-01 11:00:00,12759.9,12801.77,12754.58,12788.58,2.0421
2020-10-01 11:30:00,12788.5,12799.09,12773.09,12786.58,1.9068
2020-10-01 12:00:00,12787.57,12789.57,12739.79,12753.59,1.8802
2020-10-01 12:30:00,12753.58,12764.4,12738.26,12739.52,2.0285
2020-10-01 13:00:00,12739.07,12758.2,12723.08,12755.7,2.0144
2020-10-01 13:30:00,12755.4,12773.75,12726.26,12728.06,4.1187
2020-10-01 14:00:00,12722.4,12735.6,12665.8,12699.78,5.3389
2020-10-01 14:30:00,12700.06,12744.7,12693.75,12726.08,4.1672
2020-10-01 15:00:00,12726.2,12737.8,12701.56,12707.06,5.1261
2020-10-01 15:30:00,12708.09,12730.8,12703.45,12727.45,2.7556
2020-10-01 16:00:00,12727.45,12729.3,12696.98,12727.66,2.2033
2020-10-01 16:30:00,12727.65,12741.6,12723.67,12731.98,1.5144
2020-10-01 17:00:00,12732.47,12748.6,12725.68,12729.99,1.5452
2020-10-01 17:30:00,12730.1,12740.18,12697.1,12708.65,1.679
2020-10-01 18:00:00,12708.67,12727.69,12678.95,12713.18,3.752
2020-10-01 18:30:00,12713.18,12724.1,12710.45,12718.5,1.5365
2020-10-01 19:00:00,12720.1,12733.1,12693.16,12695.95,1.4578
2020-10-01 19:30:00,12696.1,12735.3,12683.99,12720.77,1.8221
2020-10-01 20:00:00,12720.79,12737.9,12708.48,12711.39,0.3958
2020-10-01 22:00:00,12716.08,12738.3,12699.56,12706.66,0.6622
2020-10-01 22:30:00,12707.06,12737.78,12690.7,12727.39,0.4914
2020-10-01 23:00:00,12727.87,12729.4,12709.46,12713.3,0.251
2020-10-01 23:30:00,12716.07,12719.87,12702.85,12710.36,0.3615
2020-10-02 00:00:00,12710.5,12728.9,12681.86,12714.08,0.9472
2020-10-02 00:30:00,12713.4,12714.7,12666.56,12677.7,0.9256
2020-10-02 01:00:00,12677.89,12694.58,12676,12690.2,0.5732
2020-10-02 01:30:00,12691.36,12694.09,12672.85,12677.87,0.5341
2020-10-02 02:00:00,12677.85,12684.6,12670.86,12680.37,0.3816
2020-10-02 02:30:00,12680.5,12695.57,12666.09,12675.85,0.6147
2020-10-02 03:00:00,12676.09,12682.38,12668.9,12672.7,0.4728
2020-10-02 03:30:00,12672.55,12715.4,12671.6,12713.89,0.5945
2020-10-02 04:00:00,12714.38,12714.38,12695.37,12701.57,0.4209
2020-10-02 04:30:00,12701.86,12712.4,12644.06,12654.7,0.7873
2020-10-02 05:00:00,12654.59,12654.59,12566.88,12577.5,2.1154
2020-10-02 05:30:00,12577.37,12606.5,12555.86,12580.3,1.3828
2020-10-02 06:00:00,12580.59,12654.99,12554.78,12635.16,3.2479
2020-10-02 06:30:00,12635.18,12640.1,12593.97,12606.77,2.2732
2020-10-02 07:00:00,12607.58,12643.4,12540.4,12621.05,5.0387
2020-10-02 07:30:00,12621.27,12645.29,12605.78,12635.58,3.3739
2020-10-02 08:00:00,12635.04,12659.58,12624.27,12652.9,2.5633
2020-10-02 08:30:00,12652.8,12669.4,12636.27,12642.59,2.2651
2020-10-02 09:00:00,12642.75,12661.8,12621.1,12623.59,2.0454
2020-10-02 09:30:00,12623.56,12629.7,12584.26,12596.55,2.2308
2020-10-02 10:00:00,12596.5,12608.59,12574.55,12595.08,2.0274
2020-10-02 10:30:00,12595.78,12617.9,12591.9,12602.58,2.0732
2020-10-02 11:00:00,12602.28,12611.4,12573.8,12584.1,2.2119
2020-10-02 11:30:00,12583.77,12589.4,12551.4,12559.07,2.5936
2020-10-02 12:00:00,12559.04,12600.79,12554.06,12600.1,1.873
2020-10-02 12:30:00,12600.26,12600.27,12565.58,12572.05,2.453
2020-10-02 13:00:00,12572.09,12572.09,12537.78,12560.26,2.7466
2020-10-02 13:30:00,12561.58,12644.8,12554.2,12619.25,5.8618
2020-10-02 14:00:00,12619.55,12660.28,12617.75,12628.09,4.7349
2020-10-02 14:30:00,12628.59,12638.57,12605.55,12629.3,4.1968
2020-10-02 15:00:00,12629.26,12691.2,12617.3,12674.09,4.2014
2020-10-02 15:30:00,12674.26,12694.3,12647.16,12649.17,3.2872
2020-10-02 16:00:00,12649.46,12738.1,12637.18,12718.48,4.7138
2020-10-02 16:30:00,12718.47,12738.1,12708.95,12719.3,3.4194
2020-10-02 17:00:00,12719.3,12726,12701.48,12719.96,2.9612
2020-10-02 17:30:00,12720.2,12724.3,12686.8,12697.6,3.0956
2020-10-02 18:00:00,12697.47,12726.18,12696.19,12713.95,1.7561
2020-10-02 18:30:00,12714.19,12727.5,12700.95,12716.96,2.4064
2020-10-02 19:00:00,12717.46,12731.47,12688.95,12709.96,2.2998
2020-10-02 19:30:00,12710.45,12729.2,12695.47,12705.57,2.2389
2020-10-02 20:00:00,12705.7,12724.6,12692.16,12707.48,0.4487
2020-10-04 22:00:00,12763.5,12775.59,12741.35,12767.3,0.7891
2020-10-04 22:30:00,12767.78,12780.7,12755.1,12772.55,0.5583
2020-10-04 23:00:00,12772.56,12779.7,12768.25,12772.98,0.429
2020-10-04 23:30:00,12773.49,12799.59,12765.35,12790.48,0.5811
2020-10-05 00:00:00,12790.46,12802.3,12760.06,12769.89,1.0701
2020-10-05 00:30:00,12770.59,12777.9,12760.88,12776.06,0.7771
2020-10-05 01:00:00,12777.07,12779.5,12766.7,12773.08,0.4133
2020-10-05 01:30:00,12773.37,12775.9,12746,12753.58,0.6879
2020-10-05 02:00:00,12754.5,12770.9,12749.09,12766.4,0.3443
2020-10-05 02:30:00,12766.37,12774,12760.85,12768.1,0.1795
2020-10-05 03:00:00,12770.08,12776.89,12770.06,12773.58,0.202
2020-10-05 03:30:00,12773.57,12778.39,12749.06,12749.06,0.2862
2020-10-05 04:00:00,12749.36,12763.57,12746.59,12757.86,0.3023
2020-10-05 04:30:00,12759.7,12772.6,12759.7,12770.89,0.5745
2020-10-05 05:00:00,12771.06,12783,12766.86,12781.86,0.5668
2020-10-05 05:30:00,12782.06,12789.36,12774.87,12781.9,0.5281
2020-10-05 06:00:00,12781.8,12801.8,12735.47,12760.3,1.6774
2020-10-05 06:30:00,12760.19,12790.1,12739.3,12780.29,1.6128
2020-10-05 07:00:00,12780.27,12831.59,12730.5,12756.58,5.1414
2020-10-05 07:30:00,12756.7,12774.2,12725.4,12729.7,3.6144
2020-10-05 08:00:00,12729.52,12766.8,12725.3,12740.1,2.8184
2020-10-05 08:30:00,12739.75,12776.75,12735.06,12759.08,2.1239
2020-10-05 09:00:00,12759,12784.7,12750.07,12780.07,1.9912
2020-10-05 09:30:00,12780.26,12783.78,12760.05,12770.74,1.7554
2020-10-05 10:00:00,12770.3,12780.3,12756.26,12769.6,1.7198
2020-10-05 10:30:00,12770.1,12783.2,12763.07,12783.08,1.2834
2020-10-05 11:00:00,12784.2,12798.1,12778.29,12780.3,1.3883
2020-10-05 11:30:00,12780.79,12796.8,12779.76,12782.07,1.2373
2020-10-05 12:00:00,12782.4,12793.1,12770.26,12777.76,1.4378
2020-10-05 12:30:00,12776.75,12793.7,12775.55,12785.26,1.4671
2020-10-05 13:00:00,12786.06,12797.8,12771.75,12774.78,1.6276
2020-10-05 13:30:00,12775.7,12813.9,12774.25,12780.75,3.564
2020-10-05 14:00:00,12781.76,12811.28,12781.09,12800.09,2.8576
2020-10-05 14:30:00,12800.9,12821.08,12798.25,12819.07,2.5357
2020-10-05 15:00:00,12819.1,12843.9,12809.26,12834.77,2.5802
2020-10-05 15:30:00,12835.78,12836.8,12810.95,12823.17,2.1045
2020-10-05 16:00:00,12823.6,12823.69,12815.17,12820.18,0.8767
2020-10-05 16:30:00,12820.48,12829.19,12818.66,12825.6,0.6296
2020-10-05 17:00:00,12825.45,12828.6,12817.96,12822.65,0.6287
2020-10-05 17:30:00,12823,12825.8,12812.45,12816.2,0.9154
2020-10-05 18:00:00,12816.6,12822.8,12806.96,12815,0.7081
2020-10-05 18:30:00,12815.6,12842.7,12815,12842.67,0.9836
2020-10-05 19:00:00,12842.97,12869.2,12834.7,12865.65,1.3033
2020-10-05 19:30:00,12865.8,12887.7,12861.95,12881.28,2.2614
