regime,rows,realized_mean,sharpe,hit_rate,calibration_slope,prediction_correlation,turnover_mean,cost_mean,asset
all,43800,0.0038125092055075753,0.0015257216399932453,0.5266210045662101,0.1230918825049353,0.048002175690582224,,,ETHUSD
