fold,cumulative_return,annualized_return,annualized_vol,sharpe,sortino,calmar,max_drawdown,profit_factor,hit_rate,avg_turnover,total_turnover,gross_pnl,net_pnl,total_cost,cost_drag,cost_to_gross_pnl,trade_count,trade_rate
0,0.0594318793758879,0.25977257213548843,0.3182494009407652,0.8162547089408005,1.14111892851588,2.4109297675082115,-0.10774788035570748,1.047186982061539,0.4943960149439601,0.014611872146118721,64.0,0.07680755809504192,0.07040755809504193,0.0064,0.006399999999999989,0.08332513308235395,62.0,0.014155251141552512
1,0.4365647029155777,3.2589325847384094,0.493483619044967,6.603932651392529,10.641454099363251,31.710920676338883,-0.1027700399493624,1.1755271731502388,0.4856194690265487,0.01643835616438356,72.0,0.3997244291624992,0.3925244291624992,0.0072,0.007199999999999984,0.018012409236746945,71.0,0.016210045662100457
2,0.2643235566163096,1.555247186637848,0.3295090323272957,4.719892427995865,7.923583862063316,22.62047733382992,-0.0687539508422268,1.2096206712105544,0.49165596919127086,0.014155251141552512,62.0,0.2541492677657319,0.2479492677657319,0.0062,0.006199999999999983,0.024395112582873923,61.0,0.013926940639269407
3,0.3387971605257394,2.2126183106827306,0.30149770665636744,7.338756686479763,12.303168575660953,18.831134743525002,-0.11749787470686168,1.2445110188185289,0.49951028403525954,0.01872146118721461,82.0,0.311276094410444,0.303076094410444,0.0082,0.00820000000000004,0.02634317298130708,82.0,0.01872146118721461
4,0.04348502228311002,0.18561825930945908,0.19861972651024498,0.9345409067406238,1.3741678902329,2.3195541508551663,-0.08002324896835278,1.0662256632792178,0.49613601236476046,0.011872146118721462,52.0,0.05268996126105285,0.04748996126105286,0.005200000000000001,0.005199999999999996,0.09869052615614116,51.0,0.011643835616438357
5,-0.11572694040790255,-0.3885716443684766,0.16968035790926725,-2.2900213622619567,-3.032199372659155,-2.7770071242155883,-0.139924611996894,0.8354241707056737,0.4497878359264498,0.012785388127853882,56.0,-0.11378573931740632,-0.11938573931740631,0.005600000000000001,0.005599999999999994,0.04921530618506377,56.0,0.012785388127853882
6,-0.03257746797682326,-0.12407929379809768,0.18464689125813538,-0.6719814937183831,-0.9167209418046401,-1.3906377796001996,-0.08922473962541833,0.9700345883751786,0.4806378132118451,0.01598173515981735,70.0,-0.0218543731514399,-0.028854373151439905,0.007,0.007000000000000006,0.3203020261205157,69.0,0.015753424657534248
7,0.19570145031756137,1.044047689542606,0.26395945198194765,3.955333600306191,6.03953040932011,10.481654023372913,-0.09960715047591695,1.161564370528639,0.4932975871313673,0.0136986301369863,60.0,0.1934323406338897,0.18743234063388975,0.006,0.00599999999999995,0.03101859792596021,60.0,0.0136986301369863
8,0.20334958315708507,1.0968494375693973,0.25672149975211483,4.272526604232576,6.293823056169597,19.629123511837868,-0.05587867623879961,1.1992707052916298,0.5016722408026756,0.010958904109589041,48.0,0.19814669055868916,0.19334669055868917,0.0048000000000000004,0.004799999999999999,0.024224477262103382,48.0,0.010958904109589041
9,0.4675050935984775,3.6378689123387122,0.3183812224839633,11.42614154175487,22.502323847233214,55.193292389274994,-0.06591143153195211,1.4152137409219712,0.5285714285714286,0.012785388127853882,56.0,0.40162780116481733,0.39602780116481734,0.005600000000000001,0.005599999999999994,0.013943257871488608,55.0,0.012557077625570776
