feature,mean_importance,mean_importance_normalized,fold_count,source,rank
atr_48,1126.0,0.10434712652023004,10,feature_importances_,1
vol_rolling_192,1076.9,0.09972631547417042,10,feature_importances_,2
bollinger_bandwidth,940.5,0.08709543705267477,10,feature_importances_,3
vol_rolling_96,783.1,0.07253015194480629,10,feature_importances_,4
ema_trend_48_192,727.2,0.06737381630516576,10,feature_importances_,5
bollinger_bandwidth_rank_192,600.4,0.05561559886013534,10,feature_importances_,6
atr_over_price_48,578.5,0.05358525315328122,10,feature_importances_,7
vol_rolling_48,551.9,0.05110775136680991,10,feature_importances_,8
atr_pct_rank_192,478.9,0.04436711412422099,10,feature_importances_,9
vol_rolling_24,423.1,0.03919258621640152,10,feature_importances_,10
mama_minus_fama_over_atr,413.8,0.03832271699967934,10,feature_importances_,11
ret_48,311.3,0.028848054305995734,10,feature_importances_,12
close_over_bb_upper_192,307.4,0.028482112771907153,10,feature_importances_,13
close_over_bb_mid_192,289.8,0.02683760914874237,10,feature_importances_,14
bollinger_percent_b,253.7,0.023490949307399905,10,feature_importances_,15
distance_from_ema96_atr,184.4,0.017084208263535065,10,feature_importances_,16
ret_24,180.6,0.01672294811068225,10,feature_importances_,17
roofing_filter_over_atr,162.6,0.0150614916303694,10,feature_importances_,18
atr_pct,135.4,0.012544897304072631,10,feature_importances_,19
ret_16,131.4,0.012163261770308584,10,feature_importances_,20
