metric,value
counterfactual.baseline.avg_r,0.3854916056208272
counterfactual.baseline.median_r,0.22426080323861025
counterfactual.baseline.profit_factor,1.302234327548501
counterfactual.baseline.trade_count,308
counterfactual.baseline.win_rate,0.551948051948052
counterfactual.best_policy_by_avg_r,trail_0_5r_after_1_0r
counterfactual.best_policy_by_profit_factor,exit_at_first_0_5r
counterfactual.breakeven_after_0_5r.avg_r,-0.10342101236448593
counterfactual.breakeven_after_0_5r.median_r,0.0
counterfactual.breakeven_after_0_5r.profit_factor,0.32585361280960445
counterfactual.breakeven_after_0_5r.trade_count,308
counterfactual.breakeven_after_0_5r.win_rate,0.01948051948051948
counterfactual.breakeven_after_1_0r.avg_r,0.013260451070255756
counterfactual.breakeven_after_1_0r.median_r,0.0
counterfactual.breakeven_after_1_0r.profit_factor,1.0284310930953193
counterfactual.breakeven_after_1_0r.trade_count,308
counterfactual.breakeven_after_1_0r.win_rate,0.13636363636363635
counterfactual.exit_at_first_0_5r.avg_r,0.3254857848176197
counterfactual.exit_at_first_0_5r.median_r,0.5
counterfactual.exit_at_first_0_5r.profit_factor,3.1216681301021363
counterfactual.exit_at_first_0_5r.trade_count,308
counterfactual.exit_at_first_0_5r.win_rate,0.9577922077922078
counterfactual.exit_at_first_1_0r.avg_r,0.3800862208450358
counterfactual.exit_at_first_1_0r.median_r,1.0
counterfactual.exit_at_first_1_0r.profit_factor,1.8149245204284612
counterfactual.exit_at_first_1_0r.trade_count,308
counterfactual.exit_at_first_1_0r.win_rate,0.8506493506493507
counterfactual.partial_50pct_at_1r.avg_r,0.3827889132329314
counterfactual.partial_50pct_at_1r.median_r,0.606949841636937
counterfactual.partial_50pct_at_1r.profit_factor,1.5081335581497362
counterfactual.partial_50pct_at_1r.trade_count,308
counterfactual.partial_50pct_at_1r.win_rate,0.6688311688311688
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.avg_r,0.345330422220912
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.median_r,0.14684754199076075
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.profit_factor,1.2723886702084088
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.trade_count,308
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.win_rate,0.5357142857142857
counterfactual.trail_0_5r_after_1_0r.avg_r,0.5738744976153051
counterfactual.trail_0_5r_after_1_0r.median_r,0.8395245429488413
counterfactual.trail_0_5r_after_1_0r.profit_factor,2.230416611040333
counterfactual.trail_0_5r_after_1_0r.trade_count,308
counterfactual.trail_0_5r_after_1_0r.win_rate,0.8506493506493507
