fold,cumulative_return,annualized_return,annualized_vol,sharpe,sortino,calmar,max_drawdown,profit_factor,hit_rate,annualization_mode,metric_scope,avg_turnover,total_turnover,gross_pnl,net_pnl,total_cost,cost_drag,cost_to_gross_pnl,gross_return_sum,net_return_sum,cost_return_sum,conventional_sharpe,return_over_vol_sharpe,sharpe_legacy_alias,bar_return_profit_factor,profit_factor_scope,bankrupt,bankruptcy_time,drawdown_guard_trigger_count,liquidate_at_end,terminal_open_exposure,terminal_liquidation_turnover,trade_count,trade_rate
0,-0.010780790898253012,-0.04243080937950228,0.13194332646581905,-0.3215835958970938,-0.35199693932918036,-0.5110816818906748,-0.08302158125201331,0.9684446771679527,0.32057416267942584,fixed_periods,bar_returns,0.034703196347031964,152.0,0.004369755924147789,-0.010780790898253012,0.015200000000000002,0.015150546822400801,3.467138001616311,0.006541495952016363,-0.008658504047983615,0.015200000000000002,-0.26249160999367915,-0.3215835958970938,return_over_vol_sharpe,0.9684446771679527,bar_returns,False,,0.0,False,0.0,0.0,152.0,0.034703196347031964
1,0.09153680792577745,0.419559305330814,0.2900651995600108,1.4464310298761383,2.299760559514561,3.3412709681773016,-0.1255687758720413,1.1475747486899015,0.3244047619047619,fixed_periods,bar_returns,0.053881278538812784,236.0,0.11760735207095552,0.09153680792577745,0.023600000000000003,0.026070544145178065,0.22167444199788666,0.12159772794622548,0.0979977279462255,0.023600000000000003,1.3513889717880618,1.4464310298761383,return_over_vol_sharpe,1.1475747486899015,bar_returns,False,,0.0,False,0.0,0.0,236.0,0.053881278538812784
2,0.02491853388563392,0.103462012079792,0.13402466879662073,0.7719624529480701,1.1487268002897475,1.3934468258596124,-0.07424898471885832,1.0999011511779244,0.3333333333333333,fixed_periods,bar_returns,0.038356164383561646,168.0,0.04227964130419326,0.02491853388563392,0.016800000000000002,0.01736110741855934,0.4106257026555587,0.04365812086266718,0.026858120862667208,0.016800000000000002,0.8015873824966887,0.7719624529480701,return_over_vol_sharpe,1.0999011511779244,bar_returns,False,,0.0,False,0.0,0.0,168.0,0.038356164383561646
3,-0.022573169348827138,-0.0872811383603398,0.13220482486343535,-0.6601963162123566,-0.8953542984279321,-1.1325733935965183,-0.07706444355290398,0.9079138126742062,0.30973451327433627,fixed_periods,bar_returns,0.03789954337899543,166.0,-0.006212707098942172,-0.022573169348827138,0.016600000000000004,0.016360462249884966,2.6333870226508242,-0.004049831701673612,-0.0206498317016736,0.016600000000000004,-0.624782997837013,-0.6601963162123566,return_over_vol_sharpe,0.9079138126742062,bar_returns,False,,0.0,False,0.0,0.0,166.0,0.03789954337899543
4,0.058003902076973146,0.25299424931613945,0.07127883518392468,3.549360040232483,6.5512252707180325,24.232043496280998,-0.01044048345963755,1.7531305953671064,0.34615384615384615,fixed_periods,bar_returns,0.023744292237442923,104.0,0.069057923602025,0.058003902076973146,0.010400000000000001,0.01105402152505186,0.1600688371222288,0.06741587692253126,0.05701587692253125,0.010400000000000001,3.19959644544752,3.549360040232483,return_over_vol_sharpe,1.7531305953671064,bar_returns,False,,0.0,False,0.0,0.0,104.0,0.023744292237442923
5,-0.07988057505395108,-0.2832349884744215,0.07839310967584752,-3.6130087152504506,-5.018391546593393,-2.986931062519606,-0.09482474906384364,0.5437515244494838,0.26865671641791045,fixed_periods,bar_returns,0.03424657534246575,150.0,-0.0659694104271501,-0.07988057505395108,0.015000000000000001,0.013911164626800976,0.2108729566738064,-0.06748048218954306,-0.08248048218954306,0.015000000000000001,-4.20855774343417,-3.6130087152504506,return_over_vol_sharpe,0.5437515244494838,bar_returns,False,,0.0,False,0.0,0.0,150.0,0.03424657534246575
6,-0.05433394201195785,-0.2002556028809691,0.08334127181300413,-2.402838335972241,-2.99993519916237,-2.2260144554358465,-0.08996150154908122,0.6898059755464312,0.3389830508474576,fixed_periods,bar_returns,0.0273972602739726,120.0,-0.042913924310795215,-0.05433394201195785,0.012,0.011420017701162632,0.266114504431138,-0.042989844284338385,-0.054989844284338375,0.012,-2.639261105000706,-2.402838335972241,return_over_vol_sharpe,0.6898059755464312,bar_returns,False,,0.0,False,0.0,0.0,120.0,0.0273972602739726
7,0.013709560723103476,0.05597629751016808,0.08169888326927432,0.6851537655132172,0.9886804018291058,1.8264017381647486,-0.030648403546974068,1.1235418056761939,0.3548387096774194,fixed_periods,bar_returns,0.014611872146118721,64.0,0.02021811963246245,0.013709560723103476,0.006400000000000001,0.006508558909358975,0.32191712323774935,0.020851255882398445,0.01445125588239846,0.006400000000000001,0.7075374988795399,0.6851537655132172,return_over_vol_sharpe,1.1235418056761939,bar_returns,False,,0.0,False,0.0,0.0,64.0,0.014611872146118721
8,0.022758201403298095,0.0941878374000229,0.08249201818756866,1.141781222831287,1.6106625626868072,4.882002936308954,-0.019292867830848492,1.230611056933073,0.3764705882352941,fixed_periods,bar_returns,0.015068493150684932,66.0,0.029529177852662958,0.022758201403298095,0.006600000000000001,0.006770976449364863,0.2292978315599888,0.029954146575869034,0.02335414657586904,0.006600000000000001,1.1324318201437071,1.141781222831287,return_over_vol_sharpe,1.230611056933073,bar_returns,False,,0.0,False,0.0,0.0,66.0,0.015068493150684932
9,0.0007143235922220104,0.0028603573762726597,0.07241273231119319,0.03950075193931773,0.12961479494623823,0.10632646474727142,-0.026901650337679106,1.017268733816511,0.2676056338028169,fixed_periods,bar_returns,0.012785388127853882,56.0,0.006332475227435852,0.0007143235922220104,0.0056,0.005618151635213842,0.887196780632136,0.00696588487205263,0.0013658848720526345,0.0056,0.07544998391624028,0.03950075193931773,return_over_vol_sharpe,1.017268733816511,bar_returns,False,,0.0,False,0.0,0.0,56.0,0.012785388127853882
