regime,rows,realized_mean,sharpe,hit_rate,calibration_slope,prediction_correlation,turnover_mean,cost_mean,asset
low_volatility,14580,-0.026520931283371286,-0.010524319491879819,0.5151577503429355,0.08899575522894539,0.03612094449130864,,,ETHUSD
high_volatility,14554,0.03077043643605342,0.012654449174247332,0.5227428885529751,0.09622908329880617,0.03703794501440949,,,ETHUSD
