asset,signal_timestamp,entry_timestamp,exit_timestamp,side,signal,entry_price,exit_price,raw_entry_price,raw_exit_price,take_profit_price,stop_loss_price,target_price,position_size,gross_return,cost_paid,net_return,trade_r,bars_held,exit_reason,max_favorable_r,max_adverse_r,breakeven_activated,profit_lock_activated,effective_stop_price,r_trailing_activated,r_trailing_activation_r,r_trailing_distance_r,initial_risk_distance,effective_trailing_stop,intrabar_policy,stop_mode,effective_risk_per_trade,risk_guard_reason,cost_return,net_r_multiple,mfe_r_multiple,mae_r_multiple,total_cost,entry_cost,exit_cost,holding_cost,cost_component_reconciliation,gross_pnl_currency,net_pnl_currency,cost_currency,gross_r_multiple,return_unit,r_multiple_unit,currency_pnl_available
ETHUSD,2022-04-13 03:00:00,2022-04-13 03:30:00,2022-04-13 11:00:00,short,-0.5,3060.5,3041.705253566764,3060.5,3041.705253566764,1964.903059836477,3148.147755213082,1964.903059836477,0.06983635787498654,0.00042887000100673124,7.332817576873587e-05,0.00035554182523799536,0.1777709126189977,16,r_trailing_stop,0.3394268333247589,-0.11238165742013442,False,False,3041.705253566764,True,1.0,0.5,21.910507133527705,3041.705253566764,adverse_first,volatility_stop,0.002,,7.332817576873588e-05,0.1777709126189977,0.3394268333247589,-0.11238165742013442,7.332817576873588e-05,3.666408788436794e-05,3.666408788436794e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-04-14 01:30:00,2022-04-14 02:00:00,2022-04-14 04:00:00,short,-0.5,3140.4,3123.323260906275,3140.4,3123.323260906275,2163.011678587273,3218.5910657130185,2163.011678587273,0.08032631276637399,0.0004367951488575695,8.434262840469269e-05,0.0003524525204528768,0.17622626022643842,5,r_trailing_stop,0.3433896156185724,-0.051156739756956955,False,False,3123.323260906275,True,1.0,0.5,19.546521812549948,3123.323260906275,adverse_first,volatility_stop,0.002,,8.43426284046927e-05,0.17622626022643842,0.3433896156185724,-0.051156739756956955,8.43426284046927e-05,4.217131420234635e-05,4.217131420234635e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-04-18 12:00:00,2022-04-18 12:30:00,2022-04-18 14:00:00,short,-0.5,2936.2,2924.6635648549063,2936.2,2924.6635648549063,2204.818594747968,2994.7105124201626,2204.818594747968,0.10036487046687335,0.0003943371769589207,0.00010538311399021701,0.00028895406296870367,0.14447703148435184,4,r_trailing_stop,0.32216432945653356,-0.27345513375621017,False,False,2924.6635648549063,True,1.0,0.5,14.627129709813202,2924.6635648549063,adverse_first,volatility_stop,0.002,,0.00010538311399021702,0.14447703148435184,0.32216432945653356,-0.27345513375621017,0.00010538311399021702,5.269155699510851e-05,5.269155699510851e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-04-18 14:00:00,2022-04-18 14:30:00,2022-04-18 15:30:00,short,-0.5,2935.45,2917.3387744978454,2935.45,2917.3387744978454,2171.559513764968,2996.5612388988025,2171.559513764968,0.0960690718399924,0.0005927297769939157,0.00010087252543199202,0.0004918572515619237,0.24592862578096183,3,r_trailing_stop,0.494998964921863,-0.05154534676045995,False,False,2917.3387744978454,True,1.0,0.5,15.277548995691193,2917.3387744978454,adverse_first,volatility_stop,0.002,,0.00010087252543199198,0.24592862578096183,0.494998964921863,-0.05154534676045995,0.00010087252543199198,5.043626271599599e-05,5.043626271599599e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-04-19 15:00:00,2022-04-19 15:30:00,2022-04-20 03:00:00,long,0.5,3119.6,3082.0,3119.6,3082.0,3962.0067106936126,3052.2074631445107,3962.0067106936126,0.09257998424037404,-0.0011158505601481091,9.720898345239275e-05,-0.001213059543600502,-0.6065297718002509,24,max_holding_close,0.1023852242689107,-0.7686311039318081,False,False,3052.2074631445107,False,1.0,0.5,16.84867381595951,,adverse_first,volatility_stop,0.002,,9.720898345239276e-05,-0.6065297718002509,0.1023852242689107,-0.7686311039318081,9.720898345239276e-05,4.860449172619638e-05,4.860449172619638e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-04-20 03:30:00,2022-04-20 04:00:00,2022-04-20 06:30:00,long,0.5,3092.8,3097.05,3092.8,3097.05,3890.6624961525204,3028.9710003077985,3890.6624961525204,0.09690892901076958,0.00013316830971798671,0.00010175437546130806,3.141393425667866e-05,0.015706967128339328,6,r_trailing_stop,0.2514531024674837,-0.2021024935719954,False,False,3100.871633094456,True,1.0,0.5,15.956733811089217,3100.871633094456,adverse_first,volatility_stop,0.002,,0.00010175437546130806,0.015706967128339328,0.2514531024674837,-0.2021024935719954,0.00010175437546130806,5.087718773065403e-05,5.087718773065403e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-04-20 07:00:00,2022-04-20 07:30:00,2022-04-20 09:30:00,long,0.5,3092.1,3104.4919865188026,3092.1,3104.4919865188026,3862.8764077582396,3030.4378873793407,3862.8764077582396,0.10029173080793953,0.00040193194790575694,0.0001053063173483365,0.0002966256305574204,0.1483128152787102,5,r_trailing_stop,0.39165054477729516,-0.07622184515334199,False,False,3104.4919865188026,True,1.0,0.5,15.416026962394817,3104.4919865188026,adverse_first,volatility_stop,0.002,,0.00010530631734833652,0.1483128152787102,0.39165054477729516,-0.07622184515334199,0.00010530631734833652,5.265315867416826e-05,5.265315867416826e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-04-20 09:30:00,2022-04-20 10:00:00,2022-04-20 11:00:00,long,0.5,3107.45,3127.1036005233,3107.45,3127.1036005233,3862.1021130867766,3047.077830953058,3862.1021130867766,0.10294312922843021,0.0006510814778915243,0.00010809028568985172,0.0005429911922016726,0.2714955961008363,3,r_trailing_stop,0.4505387238754185,-0.14659072449622695,False,False,3127.1036005233,True,1.0,0.5,15.092798953400234,3127.1036005233,adverse_first,volatility_stop,0.002,,0.00010809028568985169,0.2714955961008363,0.4505387238754185,-0.14659072449622695,0.00010809028568985169,5.4045142844925845e-05,5.4045142844925845e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-04-20 11:30:00,2022-04-20 12:00:00,2022-04-20 15:00:00,long,0.5,3154.7,3091.3918650604783,3154.7,3091.3918650604783,3946.051686744019,3091.3918650604783,3946.051686744019,0.09966175762447257,-0.002,0.0001046448455056962,-0.0021046448455056964,-1.0523224227528483,7,stop_loss,0.1279456424950493,-1.6127469257708562,False,False,3091.3918650604783,False,1.0,0.5,15.82728488869882,,adverse_first,volatility_stop,0.002,,0.00010464484550569636,-1.0523224227528483,0.1279456424950493,-1.6127469257708562,0.00010464484550569636,5.232242275284818e-05,5.232242275284818e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-04-20 22:00:00,2022-04-20 22:30:00,2022-04-21 08:30:00,long,0.5,3089.55,3100.2,3089.55,3100.2,3958.224491242273,3020.0560407006183,3958.224491242273,0.08891564191040366,0.0003065014601950955,9.336142400592384e-05,0.00021314003618917168,0.10657001809458584,21,r_trailing_stop,0.3014650512247638,-0.31369633015274284,False,False,3101.8122712611557,True,1.0,0.5,17.375457477688123,3101.8122712611557,adverse_first,volatility_stop,0.002,,9.336142400592383e-05,0.10657001809458584,0.3014650512247638,-0.31369633015274284,9.336142400592383e-05,4.668071200296191e-05,4.668071200296191e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-04-21 09:30:00,2022-04-21 10:00:00,2022-04-21 10:30:00,long,0.5,3089.8,3118.05,3089.8,3118.05,3876.9858870889993,3026.8251290328803,3876.9858870889993,0.09812802956319604,0.0008971832594861534,0.00010303443104135584,0.0007941488284447976,0.3970744142223988,2,r_trailing_stop,0.8011131936473606,-0.03334663442338463,False,False,3120.627759184861,True,1.0,0.5,15.744481630277761,3120.627759184861,adverse_first,volatility_stop,0.002,,0.00010303443104135582,0.3970744142223988,0.8011131936473606,-0.03334663442338463,0.00010303443104135582,5.151721552067791e-05,5.151721552067791e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-04-21 10:30:00,2022-04-21 11:00:00,2022-04-21 12:00:00,long,0.5,3129.7,3151.4768316143045,3129.7,3151.4768316143045,3951.9905958257614,3063.916752333939,3951.9905958257614,0.09515188474389304,0.0006620783371733666,9.990947898108768e-05,0.0005621688581922789,0.28108442909613945,3,r_trailing_stop,0.5328104227679112,-0.031923021050287,False,False,3151.4768316143045,True,1.0,0.5,16.44633677139044,3151.4768316143045,adverse_first,volatility_stop,0.002,,9.990947898108767e-05,0.28108442909613945,0.5328104227679112,-0.031923021050287,9.990947898108767e-05,4.9954739490543835e-05,4.9954739490543835e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-04-25 00:30:00,2022-04-25 01:00:00,2022-04-25 04:00:00,long,0.5,2856.8,2872.308083881159,2856.8,2872.308083881159,3605.965420327336,2796.8667663738133,3605.965420327336,0.09533275036746117,0.000517512002702379,0.00010009938788583422,0.0004174126148165448,0.2087063074082724,7,r_trailing_stop,0.38376037147360803,-0.23943310133245282,False,False,2872.308083881159,True,1.0,0.5,14.9838322376823,2872.308083881159,adverse_first,volatility_stop,0.002,,0.00010009938788583422,0.2087063074082724,0.38376037147360803,-0.23943310133245282,0.00010009938788583422,5.004969394291711e-05,5.004969394291711e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-04-28 01:00:00,2022-04-28 01:30:00,2022-04-28 02:00:00,short,-0.5,2894.9,2881.352133331493,2894.9,2881.352133331493,1829.7050426389092,2980.1155965888875,1829.7050426389092,0.06794296152067346,0.0003179668326179111,7.134010959670712e-05,0.000246626723021204,0.123313361510602,2,r_trailing_stop,0.2839855726968659,-0.0011734941020520844,False,False,2881.352133331493,True,1.0,0.5,21.304266662986,2881.352133331493,adverse_first,volatility_stop,0.002,,7.134010959670712e-05,0.123313361510602,0.2839855726968659,-0.0011734941020520844,7.134010959670712e-05,3.567005479835356e-05,3.567005479835356e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-04-28 08:00:00,2022-04-28 08:30:00,2022-04-28 13:30:00,short,-0.5,2930.75,2908.0,2930.75,2908.0,1920.2820738549344,3011.5874340916052,1920.2820738549344,0.07250972356888183,0.0005628580435697528,7.613520974732591e-05,0.0004867228338224269,0.24336141691121344,11,r_trailing_stop,0.7787233811585939,-0.20349483113675557,False,False,2903.6048515078833,True,1.0,0.5,20.209703015766934,2903.6048515078833,adverse_first,volatility_stop,0.002,,7.613520974732591e-05,0.24336141691121344,0.7787233811585939,-0.20349483113675557,7.613520974732591e-05,3.806760487366296e-05,3.806760487366296e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-04-29 18:30:00,2022-04-29 19:00:00,2022-04-30 02:30:00,long,0.5,2815.9,2827.468445325533,2815.9,2827.468445325533,3873.999101865664,2731.252071850747,3873.999101865664,0.06653204777877,0.000273330855898456,6.98586501677085e-05,0.00020347220573074752,0.10173610286537375,16,r_trailing_stop,0.2616720867750568,-0.46782007387323626,False,False,2827.468445325533,True,1.0,0.5,21.1631093489344,2827.468445325533,adverse_first,volatility_stop,0.002,,6.98586501677085e-05,0.10173610286537375,0.2616720867750568,-0.46782007387323626,6.98586501677085e-05,3.492932508385425e-05,3.492932508385425e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-05-01 20:30:00,2022-05-01 21:00:00,2022-05-01 21:30:00,short,-0.5,2813.15,2804.8,2813.15,2804.8,1937.945713024214,2883.166342958063,1937.945713024214,0.08035695328117806,0.00023851574210327238,8.437480094523696e-05,0.00015414094115803541,0.07707047057901771,2,r_trailing_stop,0.28707583330993186,-0.09069311151831091,False,False,2801.804376477668,True,1.0,0.5,17.508752955335794,2801.804376477668,adverse_first,volatility_stop,0.002,,8.437480094523696e-05,0.07707047057901771,0.28707583330993186,-0.09069311151831091,8.437480094523696e-05,4.218740047261848e-05,4.218740047261848e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-05-01 22:30:00,2022-05-01 23:00:00,2022-05-02 10:30:00,short,-0.5,2807.6000000000004,2806.0,2807.6000000000004,2806.0,1910.9391447830947,2879.332868417353,1910.9391447830947,0.07827931775054549,4.460995455225091e-05,8.219328363807276e-05,-3.7583329085821855e-05,-0.018791664542910928,24,max_holding_close,0.07249117614739578,-0.9340209234375442,False,False,2879.332868417353,False,1.0,0.5,17.93289830334432,,adverse_first,volatility_stop,0.002,,8.219328363807276e-05,-0.018791664542910928,0.07249117614739578,-0.9340209234375442,8.219328363807276e-05,4.109664181903638e-05,4.109664181903638e-05,0.0,0.0,,,,,fractional_return,R,False
ETHUSD,2022-05-02 12:30:00,2022-05-02 13:00:00,2022-05-02 13:30:00,long,0.5,2794.9,2814.740247719533,2794.9,2814.740247719533,3640.8298116201536,2727.225615070388,3640.8298116201536,0.08259846034528304,0.0005863443824474622,8.672838336254718e-05,0.000499615999084915,0.24980799954245747,2,r_trailing_stop,0.7048457115585582,-0.24085922638164028,False,False,2814.740247719533,True,1.0,0.5,16.91950456093431,2814.740247719533,adverse_first,volatility_stop,0.002,,8.672838336254722e-05,0.24980799954245747,0.7048457115585582,-0.24085922638164028,8.672838336254722e-05,4.336419168127361e-05,4.336419168127361e-05,0.0,0.0,,,,,fractional_return,R,False
