probability_bucket,decile,trade_count,avg_pred_prob,actual_win_rate,avg_realized_r,avg_trade_r,median_trade_r,avg_mfe_r,avg_mae_r,avg_giveback_r,profit_factor,expected_r_after_cost,avg_bars_held
"(0.235, 0.358]","(0.235, 0.358]",68,0.3287731330184376,0.7058823529411765,0.01887713852771964,0.01887713852771964,0.0937112113831178,0.468455197835443,-0.3594074606869971,0.44957805930772343,1.1100596254565216,,8.514705882352942
"(0.358, 0.39]","(0.358, 0.39]",68,0.3763895933242405,0.7352941176470589,0.01290573000131242,0.01290573000131242,0.14263254802011088,0.4484959900970367,-0.4266602616166385,0.4355902600957244,1.0680557067824823,,8.132352941176471
"(0.39, 0.404]","(0.39, 0.404]",67,0.3965652651751219,0.8059701492537313,0.07552538071923456,0.07552538071923456,0.13443263358564922,0.4426514085968851,-0.3313441790785756,0.3671260278776506,1.6522257965115685,,8.074626865671641
"(0.404, 0.414]","(0.404, 0.414]",68,0.40967971217982907,0.7647058823529411,-0.026936372263353457,-0.026936372263353457,0.10159146370411234,0.40363453088323864,-0.4007094389311861,0.4305709031465921,0.8546337622667367,,8.014705882352942
"(0.414, 0.573]","(0.414, 0.573]",67,0.5199748606824163,0.6716417910447762,-0.027178869566382633,-0.027178869566382633,0.10789214723993751,0.43880680767930086,-0.43358377260470277,0.4659856772456835,0.8607530100890933,,8.791044776119403
"(0.573, 0.585]","(0.573, 0.585]",68,0.5793276718434166,0.6470588235294118,-0.10163569670002442,-0.10163569670002442,0.11795271565313062,0.3817091063957113,-0.502233569326021,0.48334480309573574,0.5816593325481303,,9.573529411764707
"(0.585, 0.598]","(0.585, 0.598]",67,0.5907666247282455,0.7611940298507462,-0.005269365342145868,-0.005269365342145868,0.13521477388432107,0.37143252021515893,-0.41670533405056576,0.37670188555730466,0.9663320330508415,,9.686567164179104
"(0.598, 0.618]","(0.598, 0.618]",68,0.6080604940652847,0.7647058823529411,0.039264257058047404,0.039264257058047404,0.12737697925791192,0.4313962585066338,-0.43085700434565566,0.39213200144858645,1.2456768518733448,,10.029411764705882
"(0.618, 0.654]","(0.618, 0.654]",67,0.6333350619273399,0.6716417910447762,0.036154608488212954,0.036154608488212954,0.1134306943300027,0.49158971934283835,-0.4320765336866258,0.45543511085462524,1.1784962619177466,,7.835820895522388
"(0.654, 0.783]","(0.654, 0.783]",68,0.687626830795232,0.6029411764705882,0.005213753502115071,0.005213753502115071,0.09870962390130233,0.4212266070219941,-0.360653777560877,0.41601285351987893,1.0316531189065392,,9.161764705882353
