regime,rows,realized_mean,sharpe,hit_rate,calibration_slope,prediction_correlation,turnover_mean,cost_mean,asset
low_volatility,14580,-0.026520931283371386,-0.010524319491879848,0.5063786008230453,0.049790135580905524,0.020151008551604736,,,ETHUSD
high_volatility,14554,0.03077043643605341,0.012654449174247316,0.5312628830562045,0.11923671519015311,0.04602953780256489,,,ETHUSD
