regime,rows,realized_mean,sharpe,hit_rate,calibration_slope,prediction_correlation,turnover_mean,cost_mean,asset
low_volatility,14580,-0.026520931283371286,-0.010524319491879819,0.5099451303155007,0.06738033682128906,0.02775223949599453,,,ETHUSD
high_volatility,14554,0.03077043643605342,0.012654449174247332,0.5215748247904356,0.09493497343740653,0.036413717520764735,,,ETHUSD
