fold,cumulative_return,annualized_return,annualized_vol,sharpe,sortino,calmar,max_drawdown,profit_factor,hit_rate,annualization_mode,metric_scope,avg_turnover,total_turnover,gross_pnl,net_pnl,total_cost,cost_drag,cost_to_gross_pnl,gross_return_sum,net_return_sum,cost_return_sum,conventional_sharpe,return_over_vol_sharpe,sharpe_legacy_alias,bar_return_profit_factor,profit_factor_scope,bankrupt,bankruptcy_time,drawdown_guard_trigger_count,liquidate_at_end,terminal_open_exposure,terminal_liquidation_turnover,trade_count,trade_rate
0,0.04376017232026008,0.18686926705111606,0.24555506503951535,0.7610075850850178,1.1458267523233439,1.554660615230505,-0.1201993960742419,1.0592614806236427,0.5022222222222222,fixed_periods,bar_returns,0.00821917808219178,36.0,0.04752277908256053,0.04376017232026008,0.0036000000000000003,0.0037626067623004467,0.07917480490279688,0.053975105469874274,0.05037510546987427,0.0036000000000000003,0.8205915925500095,0.7610075850850178,return_over_vol_sharpe,1.0592614806236427,bar_returns,False,,0.0,False,0.0,0.0,36.0,0.00821917808219178
1,0.4335280586405348,3.2230360760861316,0.4091530454649616,7.877336150396908,6.225898860444155,27.0008835274935,-0.11936780042046746,1.238408236286203,0.5014285714285714,fixed_periods,bar_returns,0.012785388127853882,56.0,0.4415699340182979,0.4335280586405348,0.005600000000000001,0.00804187537776313,0.018212008468470337,0.38650545644047585,0.38090545644047585,0.005600000000000001,3.723843296902408,7.877336150396908,return_over_vol_sharpe,1.238408236286203,bar_returns,False,,0.0,False,0.0,0.0,56.0,0.012785388127853882
2,0.29377841677794425,1.8018159759610817,0.31105031961957996,5.792683248693441,6.157427312615625,26.206726361017473,-0.06875395084222669,1.3218289364927056,0.5009487666034156,fixed_periods,bar_returns,0.009589041095890411,42.0,0.2992232286732397,0.29377841677794425,0.004200000000000001,0.005444811895295443,0.01819648801811885,0.27368150439443906,0.2694815043944391,0.004200000000000001,3.465439350443616,5.792683248693441,return_over_vol_sharpe,1.3218289364927056,bar_returns,False,,0.0,False,0.0,0.0,42.0,0.009589041095890411
3,0.20598101336588415,1.1152508672335353,0.19338502909090266,5.766996920476713,7.342271890631316,23.33970743762706,-0.04778341246195683,1.3798705832386593,0.5095419847328244,fixed_periods,bar_returns,0.009589041095890411,42.0,0.21105504256597896,0.20598101336588415,0.004200000000000001,0.0050740292000948095,0.024041260224846758,0.19613077232230325,0.19193077232230327,0.004200000000000001,3.9699199720798286,5.766996920476713,return_over_vol_sharpe,1.3798705832386593,bar_returns,False,,0.0,False,0.0,0.0,42.0,0.009589041095890411
4,0.08032715354879194,0.3621381861911639,0.15668804699922007,2.311204926773811,3.515810918818092,8.353499533141294,-0.04335167372122706,1.167394449481507,0.5031446540880503,fixed_periods,bar_returns,0.008675799086757991,38.0,0.08444004418701634,0.08032715354879194,0.0038,0.004112890638224398,0.04870782195607619,0.08411121405123079,0.08031121405123079,0.0038,2.0502192883067987,2.311204926773811,return_over_vol_sharpe,1.167394449481507,bar_returns,False,,0.0,False,0.0,0.0,38.0,0.008675799086757991
5,0.027842544244088607,0.11610835651342155,0.08816728981547893,1.3169096697473535,1.8923711926349016,2.88886428492796,-0.04019169648058318,1.0966469367099616,0.4906976744186046,fixed_periods,bar_returns,0.007762557077625571,34.0,0.031342081033464364,0.027842544244088607,0.0034000000000000002,0.0034995367893757567,0.11165617195741578,0.03183324156377221,0.028433241563772207,0.0034000000000000002,1.2899678156503969,1.3169096697473535,return_over_vol_sharpe,1.0966469367099616,bar_returns,False,,0.0,False,0.0,0.0,34.0,0.007762557077625571
6,0.001113224289673198,0.004460338288477583,0.13745516421155923,0.03244940496824559,0.1363020812870431,0.0687683633129626,-0.06486032346267612,1.0068744306806874,0.4968421052631579,fixed_periods,bar_returns,0.008675799086757991,38.0,0.00492400050237829,0.001113224289673198,0.0038000000000000004,0.0038107762127050915,0.7739187294689529,0.007278008187675877,0.0034780081876758864,0.0038000000000000004,0.10121142287016102,0.03244940496824559,return_over_vol_sharpe,1.0068744306806874,bar_returns,False,,0.0,False,0.0,0.0,38.0,0.008675799086757991
7,0.1271246931631831,0.6139417559636617,0.16270031193015494,3.773451622067072,4.54774567232534,13.97616105287737,-0.04392778200257397,1.3001833005959376,0.5362318840579711,fixed_periods,bar_returns,0.00502283105022831,22.0,0.1296069623482985,0.1271246931631831,0.0022,0.0024822691851154044,0.019152282717996995,0.12517733614846238,0.12297733614846239,0.0022,3.02340750769439,3.773451622067072,return_over_vol_sharpe,1.3001833005959376,bar_returns,False,,0.0,False,0.0,0.0,22.0,0.00502283105022831
8,-0.013096233675891189,-0.05136482187862812,0.19344617917403445,-0.26552513002811806,-0.23590152037567966,-0.7669213061243046,-0.06697534866804544,0.9878148041455342,0.49443207126948774,fixed_periods,bar_returns,0.00821917808219178,36.0,-0.009533775415189627,-0.013096233675891189,0.0036,0.003562458260701562,0.37366710516651125,-0.004898097351358599,-0.008498097351358598,0.0036,-0.17572013854485613,-0.26552513002811806,return_over_vol_sharpe,0.9878148041455342,bar_returns,False,,0.0,False,0.0,0.0,36.0,0.00821917808219178
9,0.055225947976074385,0.2398862614582693,0.13201083846430833,1.8171709554221729,2.651735935404687,5.548360663124876,-0.04323552054800339,1.146907369257219,0.47491638795986624,fixed_periods,bar_returns,0.005479452054794521,24.0,0.05776302271862099,0.055225947976074385,0.0024000000000000002,0.002537074742546608,0.0439221256634261,0.058328598944372145,0.05592859894437215,0.0024000000000000002,1.694666880234793,1.8171709554221729,return_over_vol_sharpe,1.146907369257219,bar_returns,False,,0.0,False,0.0,0.0,24.0,0.005479452054794521
