feature,bucket,row_count,cumulative_return,annualized_return,annualized_vol,sharpe,sortino,calmar,max_drawdown,profit_factor,hit_rate,annualization_mode,metric_scope,avg_turnover,total_turnover,gross_pnl,net_pnl,total_cost,cost_drag,cost_to_gross_pnl,gross_return_sum,net_return_sum,cost_return_sum,conventional_sharpe,return_over_vol_sharpe,sharpe_legacy_alias,bar_return_profit_factor,profit_factor_scope,bankrupt,bankruptcy_time,drawdown_guard_trigger_count,liquidate_at_end,terminal_open_exposure,terminal_liquidation_turnover,trade_count,trade_rate
atr_pct_rank_192,low,13584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_periods,bar_returns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,return_over_vol_sharpe,0.0,bar_returns,False,,0.0,False,0.0,0.0,0.0,0.0
atr_pct_rank_192,medium,21669.0,0.825374915470594,0.6267115663798388,0.2922959869711224,2.1440991129370355,2.783122171285369,4.013328388638223,-0.1561575594347241,1.1089969773496902,0.49524041981938005,fixed_periods,bar_returns,0.015044533665605243,326.0,0.8858553013794463,0.825374915470594,0.032600000000000004,0.0604803859088523,0.06827343677310815,0.6869422751348259,0.654342275134826,0.032600000000000004,1.8099949331732101,2.1440991129370355,return_over_vol_sharpe,1.1089969773496902,bar_returns,False,,0.0,False,0.0,0.0,326.0,0.015044533665605243
atr_pct_rank_192,high,8547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_periods,bar_returns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,return_over_vol_sharpe,0.0,bar_returns,False,,0.0,False,0.0,0.0,0.0,0.0
bollinger_bandwidth_rank_192,low,22514.0,0.3525149047880818,0.2648891032163594,0.15484120024757025,1.7107146082104592,2.718354375098454,2.5319297571459782,-0.10461945181091659,1.2085930781818535,0.4842105263157895,fixed_periods,bar_returns,0.003731011814870747,84.0,0.3639260133739395,0.3525149047880818,0.008400000000000001,0.011411108585857699,0.03135557274421219,0.3256524469614259,0.3172524469614259,0.008400000000000001,1.5944095665062146,1.7107146082104592,return_over_vol_sharpe,1.2085930781818535,bar_returns,False,,0.0,False,0.0,0.0,84.0,0.003731011814870747
bollinger_bandwidth_rank_192,high,21286.0,1.0379428060455869,0.7967537898761441,0.2942976552749333,2.7073059387164182,3.37575903037132,5.435492957827011,-0.14658353824722248,1.134348925371592,0.49453343503686753,fixed_periods,bar_returns,0.014751479845908109,314.0,1.1029595467401716,1.0379428060455869,0.0314,0.06501674069458474,0.058947529750065245,0.7955958858009293,0.7641958858009293,0.0314,2.137262851779051,2.7073059387164182,return_over_vol_sharpe,1.134348925371592,bar_returns,False,,0.0,False,0.0,0.0,314.0,0.014751479845908109
ema_trend_48_192,negative,21826.0,0.9681484486523122,0.7220425289985817,0.2413801866004991,2.9913081896552347,3.851116927057124,6.13299913262302,-0.11773074043951015,1.2036290643801386,0.49748110831234255,fixed_periods,bar_returns,0.008705213964995876,190.0,1.0058997605930928,0.9681484486523122,0.019000000000000003,0.03775131194078063,0.037529894547864213,0.7321106484661899,0.7131106484661899,0.019000000000000003,2.37145699750374,2.9913081896552347,return_over_vol_sharpe,1.2036290643801386,bar_returns,False,,0.0,False,0.0,0.0,190.0,0.008705213964995876
ema_trend_48_192,positive,21974.0,0.7515726541587688,0.5634597563923933,0.20868718773931988,2.7000208421814333,3.516663345313799,5.07261769547455,-0.11107869550174743,1.1792985923533725,0.5045342126957956,fixed_periods,bar_returns,0.00882861563666151,194.0,0.7858753984413034,0.7515726541587688,0.0194,0.03430274428253455,0.043649087820499574,0.6071084394411468,0.5877084394411469,0.0194,2.245386577993117,2.7000208421814333,return_over_vol_sharpe,1.1792985923533725,bar_returns,False,,0.0,False,0.0,0.0,194.0,0.00882861563666151
range_to_atr,calm,21900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_periods,bar_returns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,return_over_vol_sharpe,0.0,bar_returns,False,,0.0,False,0.0,0.0,0.0,0.0
range_to_atr,shock,21900.0,1.3221360173170673,0.9620502400657973,0.3700381491586331,2.5998677224314304,3.013311439137398,3.6875155512808573,-0.26089388008997805,1.121498529799032,0.4968732234223991,fixed_periods,bar_returns,0.012785388127853882,280.0,1.3880605860018163,1.3221360173170673,0.027999999999999997,0.06592456868474894,0.04749401384174356,0.9558316329038895,0.9278316329038893,0.027999999999999997,2.0059156279178847,2.5998677224314304,return_over_vol_sharpe,1.121498529799032,bar_returns,False,,0.0,False,0.0,0.0,280.0,0.012785388127853882
