feature,mean_importance,mean_importance_normalized,fold_count,source,rank
atr_48,1175.5,0.10785986801648628,10,feature_importances_,1
vol_rolling_192,1095.1,0.10044360058347754,10,feature_importances_,2
bollinger_bandwidth,963.7,0.08838301994316762,10,feature_importances_,3
vol_rolling_96,813.2,0.07458927230278092,10,feature_importances_,4
ema_trend_48_192,750.9,0.06889095625299568,10,feature_importances_,5
bollinger_bandwidth_rank_192,628.0,0.05761532321893178,10,feature_importances_,6
atr_over_price_48,596.3,0.054723225072417156,10,feature_importances_,7
vol_rolling_48,571.6,0.05242964002803826,10,feature_importances_,8
atr_pct_rank_192,489.6,0.04491219805465575,10,feature_importances_,9
vol_rolling_24,451.5,0.04142226574247146,10,feature_importances_,10
mama_minus_fama_over_atr,417.5,0.038285111827929576,10,feature_importances_,11
close_over_bb_upper_192,298.9,0.027426531543887977,10,feature_importances_,12
ret_48,278.9,0.02558923701601007,10,feature_importances_,13
close_over_bb_mid_192,275.7,0.02527283120937106,10,feature_importances_,14
bollinger_percent_b,246.9,0.022634073921842624,10,feature_importances_,15
distance_from_ema96_atr,196.2,0.017997902583513786,10,feature_importances_,16
ret_24,183.3,0.016810893125875064,10,feature_importances_,17
roofing_filter_over_atr,140.0,0.012840438658432757,10,feature_importances_,18
atr_pct,135.8,0.012456621122539311,10,feature_importances_,19
ret_16,123.0,0.01127841749764122,10,feature_importances_,20
